[00:00:00.199] ちゃまぷんちゃにめ
[02:31:45.359] 勝負はつでも始められるぞ。
[02:31:50.080] 傾するのも悪くはないかもな。
[02:31:51.200] 星のたちに経緯を表してお前をこう呼ぼう。一等と何それ?
[02:31:57.279] いいか参加する奴らは皆それぞれ方が違う。
[02:32:01.840] あ、はいはいはい。強みも弱みも
[02:32:06.000] さあ早く選べ。みんな待ちびてるぞ。
[02:32:11.160] 絶妙にさい。
[02:32:13.359] やってみる。
[02:32:15.640] 鉄の刀か。腕が足りん証だ。
[02:32:19.399] なんだ
[02:32:21.040] は戦にみ使う。お主には牧刀で十分。
[02:32:27.720] 牧刀で人を突き殺したことがある。13
[02:32:29.160] の頃だったな。
[02:32:31.960] それは自慢なのか。
[02:32:33.479] それ以来大勢を倒してきた。
[02:32:35.680] 過去は聞き飽きた。今の力を示せ。
[02:32:39.840] 一等と海の勝負。突き殺してやるよ。
[02:32:44.880] 何?刀比べの始まりだ。まずはこいつ。
[02:32:49.279] 一対するわ。荒くれの海賊か。殴っても蹴っても許される。
[02:32:56.040] 微脚な先に5点取った方が勝利。
[02:32:58.920] 本当だ。全然ないね。
[02:33:00.150] [笑い]
[02:33:02.520] 始め処理してんのかな?
[02:33:06.439] 待って。こいつさ、
[02:33:10.040] 分かれ。後ろへ1等に一点。
[02:33:12.200] よし。おいよ。
[02:33:15.359] 始め。おいよ。
[02:33:17.720] 待て。遅すぎ。
[02:33:19.680] 遅すぎ遅すぎ。こんなんお前負けるわけないやん。
[02:33:23.080] 始めよか分
[02:33:26.800] 何何何何何。あ、本物本物本物いてやばい抜かったわ。ちょ待って。本物か。
[02:33:29.290] [笑い]
[02:33:35.000] 笑。本物ダブル
[02:33:37.880] やめ。よいしょ。下がれ。本物に
[02:33:42.560] かは弱いか。始め
[02:33:46.279] 遅い。後ろへ。遅すぎに点かは弱いか?
[02:33:51.640] 始めんて何?
[02:33:56.920] なあ、くそ離れろ。に一点なちくしこいつ
[02:34:02.600] 始め。
[02:34:06.520] オケ。よし。
[02:34:09.160] せ優さんこんばんは。勝ったのは一
[02:34:13.279] 運が良かった。貝は弱いか。
[02:34:17.240] 向こうで音がした。
[02:34:20.359] ほら、物資100
[02:34:21.359] もくれるんだ。いいねえ。こんなんだったら全然やるよ。
[02:34:24.560] があるんだよ。何た?
[02:34:28.080] 私に勝たせとくれ。なんでだよ。子供が9
[02:34:30.720] 人もいて夫が病いなんだ。褒美が
[02:34:33.640] やだね。これがなりいでは
[02:34:37.720] 油売りだよ。みんな仕事だったからね。戦いに慣れてるだけ。頼むよ。
[02:34:42.700] [音楽]
[02:34:44.240] 8人の子が腹をすかせて待ってるんだ。
[02:34:46.760] いや、じゃ9人だと聞いたが
[02:34:48.980] [笑い]
[02:34:51.560] 気づかれたか。じゃ、あんたを潰すしかないね。
[02:34:55.279] いや、じゃいや、一等とけの勝負。
[02:34:58.760] 私に従えばよかったのに。
[02:35:01.920] 刀比べの始まりだ。まずはこいつ一
[02:35:07.160] 女だからって容赦しねえぞ。
[02:35:08.840] のはドも蹴っても許される。
[02:35:13.359] 先に5点取った方が勝利だ。
[02:35:17.920] たらし白け
[02:35:21.960] 早いんだよ。待に
[02:35:25.640] こいつ。
[02:35:27.359] これ型何だこれ?わかんねえ。
[02:35:30.840] え、待って待って。強くね。
[02:35:32.399] 離れろ。竹に一点。
[02:35:36.160] あ、なるほど。普通に弾けばいいんか?な
[02:35:44.000] んだこいつ。
[02:35:47.200] え、強。
[02:35:51.120] あ、これ強くね。
[02:35:52.680] え、これ強こいつに
[02:35:57.680] 始めて
[02:36:00.920] 離れろ。に始め
[02:36:16.359] よし。を下がれ。一等に一点。
[02:36:21.840] 行け。始め。
[02:36:24.000] 危ねえ。
[02:36:28.359] 竹はか分。
[02:36:30.000] え、本当?
[02:36:32.279] いや、偽物じゃねえか。
[02:36:36.040] あら、後ろへ
[02:36:37.720] 一等に。笑。
[02:36:41.399] 始め。
[02:36:48.080] 上がってこいよ。
[02:36:52.520] やべ。下がれ。一等に一点。
[02:36:56.640] 来ないなら俺から行くぞ。
[02:36:58.640] 始め。
[02:37:02.520] やばい。あぶねえ。
[02:37:09.479] 来い来い来い来い来い。
[02:37:14.600] で来ねん。下手くそ。月が下手くそすぎるだこいつ。
[02:37:23.399] よし。オッケー。危ねえ。危ねえ。
[02:37:30.520] 負けるなんて
[02:37:32.359] 用意してたな。笑用意してたべ。
[02:37:35.120] コメント欄に打ち込んでチャットってボタンを押す前ちゃあれしてたべ。俺が負けてたらどうしてたんだよ。
[02:37:42.840] 置き解分してたな。置き分俺が負けてたらこうやって消してたんだろうな。ポンポンポンつって。なんで負けんだよつって。これ全員やっちゃう。
[02:37:54.240] の中にこそがある。
[02:37:56.319] 全やっちゃう。いいね。おもろい。
[02:37:58.800] 過なところに層がいるとは。
[02:38:01.200] これも修行の1
[02:38:02.359] つだ。自望が海賊に襲われた降り。私は蜂で奴らを謝めてしまった。
[02:38:09.399] 俺なんかさ、ゲモンちっちゃいとこある?大丈夫だよね。
[02:38:11.920] ああ。しかし悟りに近づけた気がした。戦ってくれ。あの光をまた見たい。
[02:38:19.479] 一等と王案の勝負。少し小さいか。
[02:38:22.920] なんかね、ちっちゃいよね。思った。
[02:38:25.920] もうちょっと開けるか。ちょっと待って。えっと、
[02:38:32.640] 声がでかい。定期。
[02:38:35.960] 俺わしの声がでかいか?俺が怖いか?俺のでかい声が怖いか?オケ。ちょっと上げました。
[02:38:49.479] 刀比べの始まりだ。
[02:38:51.000] うん。ちょっと上がったね。
[02:38:51.840] まずはこいつヒット。対するは高層。オア
[02:38:58.720] 殴っても蹴っても
[02:39:01.160] 先に5点取った方が勝利だ。
[02:39:06.840] 始め。
[02:39:10.920] いや、それそういう感じね。俺はこっちはこれで待て。
[02:39:18.240] 何そのれろ。は
[02:39:22.720] 始め
[02:39:23.279] 肩がさ、これ武器が違わないけどわかんないんだよね。何なんだか
[02:39:35.240] 格闘技はしかもさ、
[02:39:40.040] あ、やっぱ格闘技避けるしかないんだ。
[02:39:44.880] いや、当たんねえ。
[02:39:50.080] いや、当たんないよ、これ。
[02:39:55.960] いや、マジか。こいつ
[02:40:03.359] これ当たんなくない?
[02:40:10.279] 当たんね。
[02:40:15.439] 何?こいつ全然当たんね。攻撃。ふ。
[02:40:22.160] いや、これで当たんねえのかよ。
[02:40:23.680] マジで肩が違うのかな?何がいいんだろう?
[02:40:47.160] めっちゃ蹴られてんだけど。
[02:40:50.600] 今。
[02:40:50.880] いや、これで当たんねえんかい?なんだよそれ。
[02:41:00.080] これ当たんないでしょ、これ。
[02:41:06.960] え、
[02:41:12.880] え、これ何?当たんねえよ、全然。
[02:41:16.200] どうやってやんだ、これ。はい。はい。
[02:41:26.080] れ何これ?え、
[02:41:28.520] 点。どうやって攻撃当てんの?これ
[02:41:30.560] 真剣勝負だね。始め。
[02:41:32.319] 全然当たんないよ。この
[02:41:43.479] いや、当たんねえ。
[02:41:47.520] だって今のだってさ、避けてもさ、当たんねえんだもん。これ逃げたい。
[02:41:56.040] 本当だよな。
[02:41:58.279] 旗が違うんかな?
[02:42:05.120] これ当たんねえってやばくねえか?いや、これ当たんないんだよ。
[02:42:19.319] ほら、何これ?全然当たんねえじゃん。な
[02:42:22.000] んだこれ?
[02:42:33.359] さて、離れろ。王は1点
[02:42:37.680] 始め。
[02:42:43.200] むずくね。めちゃめちゃむずい。
[02:42:58.120] ほら、これ、
[02:42:59.880] これあの赤い攻撃避けて。
[02:43:02.560] こんちゃ。
[02:43:04.640] これが当たんないんだ。やばくない?女子さんこんばんは。
[02:43:07.880] いや、なんだこれ。
[02:43:12.840] 始め。肩が違う。
[02:43:15.479] 簡単。
[02:43:25.000] 使ってない技を。
[02:43:26.800] 使ってない技ってなかったっけ?
[02:43:39.479] 使ってない技って何があったっけ?もうないよ。何も技なんて俺
[02:43:44.520] 奥義的なのは出せ。出せない。出せない。
[02:43:49.160] ね。
[02:43:53.880] これを避け
[02:43:58.560] 格闘技はジャスがないし、この赤い攻撃は
[02:44:03.200] これで避けてもほら避けた後の攻撃も避けられちゃうんだよ。何こいつ?マジで
[02:44:09.920] 足ばっかやん。笑笑いた。月の方じゃなくてね。
[02:44:15.160] いや、月は絶対当たんない。当たんない。当たんない。
[02:44:20.640] まだ
[02:44:21.359] 月も使ってるけど当たんね。無理だな。
[02:44:32.359] だめだ。当たらね。
[02:44:41.479] え、何?今の?え?今ので
[02:44:45.800] 始め。
[02:44:47.520] 今ので。
[02:44:49.120] 今ので
[02:44:52.880] いや、もうどうしようもねえ、これ。
[02:45:02.439] 明らかにしだろ。笑笑。ダムシだよ。
[02:45:10.840] こいつめっちゃ強えぞ。
[02:45:18.359] なんでこれで当たんねえんだよ。おかしいだろ。なんか当たってんだろ、これ。いや、おかしいって。当たってるだろ、どう見ても。これなあ。
[02:45:33.040] なんでこれ当たってねえんだよ。
[02:45:38.240] おかしいよ、これ。
[02:45:44.120] 笑笑。足うちすぎる。笑。
[02:45:59.680] 何?こいつマジちいな。
[02:46:08.600] エビです。こんばんは。
[02:46:16.080] パリーはできないの?できない。
[02:46:21.120] 格闘技はパリーできないんだよ。
[02:46:29.080] 敵になんで1本取れたんや?わかんねえ。
[02:46:31.520] なんかうんよ。あんね。
[02:46:35.200] おお、これ無理だ。た
[02:46:37.080] のは
[02:46:38.800] また少し悟りに近づけた。
[02:46:41.080] こいつマジで全然わかんないけどなとアンキック続きんう音なるよ。海分お酒。
[02:46:43.530] [音楽]
[02:46:48.220] [笑い]
[02:46:50.640] あ、え、
[02:46:54.399] 6つ。いや、こいつむ6
[02:46:56.359] つ。それ何?海分か。夜なと。再び手合わせしたいものだ。
[02:47:03.720] えー、これどうやって勝つのむかつくんだけど。もう
[02:47:04.720] 1ラしてくんね。
[02:47:17.800] ため攻撃とかは
[02:47:19.600] ため攻撃ってどうやってあんの?
[02:47:23.880] ため攻撃ってどうや?
[02:47:26.720] 倒してほしい。邪魔どびっくり。
[02:47:33.520] ああ、何こいつ。
[02:47:40.600] ダめだ。もうだめだ。ため攻撃的に
[02:47:42.240] してみても。ええ、なんかあった。他に
[02:47:49.720] 合わせてくるね。ああ、これも効かない。
[02:47:56.479] え、ちょか。こっちもけるか。
[02:47:59.279] ステミ失走で丸失走で四角。あ、やってみるか。ダめだ。全然ダめ。お。ああ。ああ。
[02:48:17.520] 始め。笑。
[02:48:22.240] で、日大タックル日大タックれ
[02:48:35.880] 離れろ。1に雑魚が
[02:48:40.319] 始め
[02:48:45.680] ちょ意味ないよ。
[02:48:50.399] あれ、待、待。アて大事ね。
[02:48:55.600] おら。を下がれ。一に一点。
[02:49:00.600] カ封してやるよ。
[02:49:03.240] 始め。
[02:49:06.200] 楽し。ほ。
[02:49:11.200] 知らんかったわ。
[02:49:13.439] いやあ。
[02:49:15.000] 一に近づけた。
[02:49:18.120] よし。ざ。
[02:49:20.720] 笑笑。めんね。グーぐ。
[02:49:24.000] パチパチの見せてもらった。
[02:49:26.120] これでいいのかだが。ててめさ。
[02:49:30.920] なんだお前。なんだお前は。
[02:49:35.000] 悟り無理とさ。海軍。
[02:49:38.239] 悟り無理とさ。なんだ?
[02:49:41.040] あいつを見てるようだ。
[02:49:43.560] なんだお前?誰かに似ておるか。
[02:49:45.920] 笑笑。息子だ。あ、
[02:49:48.520] もし生きていればあんたほどの年だ。
[02:49:54.239] 身内を失う辛さはよくわかる。
[02:49:57.359] 息では普通さ。息子と釣りをしてたら俗に襲われてな。なんとか釣り竿でこらしめつ竿で血の赤で染まってた。
[02:50:09.200] 釣り竿で。その色がとても綺麗だな。
[02:50:14.520] 怒りと悔をここで晴らしたいようだな。
[02:50:17.399] あんたも同じだろう。だが勝つのはどちらかだ。
[02:50:22.680] 一等との勝負。
[02:50:23.880] [音楽]
[02:50:25.000] 血の色を見せろ。
[02:50:26.880] 行くぜ。
[02:50:27.439] 刀比べの始まりだ。まずはこいつ一とい
[02:50:32.880] するは赤木師
[02:50:35.399] なんかなんか特別なことやんなきゃダめそうだな。
[02:50:39.040] 先に5点取った方が勝利だ。
[02:50:42.160] なんかやんなきゃダめそう。いつも
[02:50:44.800] 始め。
[02:50:47.359] なるほどね。そういう感じね。なん、なんか、あ、待って。お前なんかこの方見たことあるぞ。
[02:50:52.479] お前
[02:50:54.439] なんかこの戦い方、この戦い方見たことあるな。
[02:50:59.760] オああ、クソ弱ええや。クソ弱え。クソ弱え。
[02:51:03.200] 分かった。わかった。わかった。お上
[02:51:04.960] め。
[02:51:06.200] なんか叔上の動きに似てるよね。
[02:51:07.600] ま、こんなことや、こんな、あ、危、
[02:51:10.239] こんななんか土、土上げたりはしなかったけど、なんか
[02:51:14.800] 始め動き似てるよね。なんだよそれ。
[02:51:23.399] 離れろ。に一点。
[02:51:26.200] 待って。ごめん。あ、よっしゃ。
[02:51:31.439] 始め。
[02:51:34.279] ダめ。いや、もう下がれ。にかなステップ
[02:51:42.920] 行くぜ。始め。
[02:51:45.600] もう見きねえ。それやめてねえ。それずるいわ。
[02:51:50.200] それ叫投げてくんの
[02:51:52.960] 始め。
[02:51:56.120] いや、それずるいよ。酒投げてくんの
[02:52:00.600] 息子とは
[02:52:02.359] むかつくすんな。
[02:52:06.560] もう1回やらせる。え、
[02:52:09.040] もう1回やらせる。クソじてめ。俺ら
[02:52:11.439] もう一度戦ってくれ。
[02:52:13.080] み寂しいわよ。始め
[02:52:16.120] 笑笑。
[02:52:16.600] いつにもしてすごいじゃないか。今日
[02:52:19.239] 今日つにもしてだな。
[02:52:21.000] に
[02:52:24.319] 始めれ。
[02:52:29.000] え、なんで今の?みさに行って。あら、
[02:52:33.920] 始め。
[02:52:35.560] おい。
[02:52:38.439] だめ。
[02:52:43.200] このさ、え、このさ、むずい。に、
[02:52:47.000] 俺酒投げてくんのか投げてこないのかの見極めがめちゃめちゃむずい。
[02:52:56.439] 酒投げてくる時がからさ。
[02:53:00.920] 何?2回やると聞いてねえ。
[02:53:03.760] 離れろ。1等に一点
[02:53:07.760] 始め。
[02:53:12.399] ああ、くそ。その先投げてくんのうぜえな。
[02:53:15.960] に
[02:53:19.000] 始めなんだそれ。
[02:53:28.239] ああ、もう避けらんね。この酒がうぜえ。マジで
[02:53:33.040] お前それ卑怯だろ。始め。
[02:53:36.560] なんで敵だけアイテムありなんだ?
[02:53:38.359] 本当だよな。
[02:53:46.880] ねえ、しかも避けらんないよ。え、あの酒避けらんないんだけど。は、
[02:53:53.239] めっちゃむかつくわ、このGGマジで。
[02:54:01.840] 土上げるやつ。もう一度戦ってくれ。笑。
[02:54:05.239] くそ腹立つわ。
[02:54:07.040] 人間の動きじゃない。
[02:54:09.680] やめ下がれ。一に一点。
[02:54:13.160] 逆だいてに逃げてい
[02:54:20.319] 何?一等に一点
[02:54:24.880] 始め。
[02:54:29.880] おら。白えへ一等に行って
[02:54:35.279] 始め。
[02:54:38.279] あ、よし。来た。今の行けてた。
[02:54:41.840] やべえ。
[02:54:42.399] ま、わかんない。避けちゃう、避ける、避けないで。なんで次はげんだよ。
[02:54:47.120] に一点見極めろ、見極めろ。見極めろ。
[02:54:50.720] 始め見極めろよ。見極めろよ。逃げれ。
[02:54:55.680] なんで?ああ。
[02:55:00.080] 始め。笑笑。
[02:55:06.560] ならめろ。1等に1点
[02:55:11.560] 始め
[02:55:14.439] だよね。だよね。いや、もう後ろへ
[02:55:17.600] 絶対投げてくるぞ。絶対投げてくる。次も絶対投げてくる。
[02:55:21.239] 始め。
[02:55:21.840] 絶対投げてくる。絶対投げてこない。投げてこないパターン投げてくる。
[02:55:33.359] 勝ったのは1めんな。
[02:55:35.560] パチポテパピコパチパチポテいて逃げパチポテ
[02:55:39.920] に逃げて
[02:55:41.640] ググブおと戦ったかのせなめんな
[02:55:46.840] これが終わったら東の岩場に来てくれて何
[02:55:50.680] そこで赤い染め物を売ってるんだ
[02:55:52.840] あそうに剣のにふさわしい色さ
[02:56:01.399] イエス
[02:56:04.560] ヒ
[02:56:05.600] あっぱれだ。腕があるとは思ってたが倒す。
[02:56:06.770] [音楽]
[02:56:09.640] あいつずるいで。
[02:56:12.160] 負荷が認めたのも頷ける。
[02:56:14.600] 褒美を忘れるな。
[02:56:15.960] 褒美を忘れないさ。一とよくやったな。
[02:56:21.800] [音楽]
[02:56:23.080] 何くれんの?気になるな。
[02:56:25.680] 何くれたん?
[02:56:32.920] おやった。
[02:56:35.439] 酒。え、
[02:56:38.359] これ褒美って。あ、何これ?本義を明も手に渡っている。何これ?え?あ、何これ?え、僕刀?え、いらな。あ、え、刀を、え、いらねえよ。いらな。
[02:56:57.840] 見て。え
[02:57:02.359] 、いや、いらないでしょ、これ。これいら
[02:57:07.040] ないでしょ
[02:57:10.520] 。いらないでしょ、これ
[02:57:13.439] 。いらん。だ、こっちの方が絶対かっこ
[02:57:16.600] いいもん
[02:57:19.239] 。いらんて。まあ、いいわ。金結構もらえ
[02:57:23.319] たし。物資は結構もらえたから。
[02:57:28.680] お前か。
[02:57:29.439] ていうかさ、俺刀マーク隠さないと。
[02:57:31.420] [音楽]
[02:57:32.920] もういいよ。バレたんだし。
[02:57:34.760] あんたの立ち、この俺が鍛えてやろうか。
[02:57:49.439] ていうかさ、まだ俺さ、刀も最新な、最終装備になってないからね。これ絶対さ、敵とか強いのこれのせいだと思うんだよな。僕なんぞには負けないぜ。
[02:57:50.439] 1
[02:57:50.560] 回本州戻ってさ、陣をさ、ちょっと最高に育ててこないとこれ結構しんどいと思うんですよね。
[02:58:05.000] お前の息子は柱のバツを受けてたぞ。
[02:58:07.640] 悪さをしたからな。それが起き手だ。
[02:58:10.840] はい。どうも。柱は従わねえが。
[02:58:14.160] あ、バレだ。あ、どうもこんばんは。
[02:58:16.800] あんたに霊を言うことになると。
[02:58:18.520] 俺バレるバレたんちゃう?これ
[02:58:19.960] よく船を沈めた。言ってない。
[02:58:21.560] それが霊か。得意になるな。
[02:58:25.160] ようやく船を置きに出せる。
[02:58:26.319] これ本州戻れるかな?
[02:58:27.399] どうしても津島に帰ってんなら止めはしない。
[02:58:30.439] あった。
[02:58:32.200] あと数実で帰りたい。毒の餌となるかこに下る。
[02:58:37.600] 一旦帰りたいんじゃ。
[02:58:38.640] 少し息が落ちれば次は津島だ。
[02:58:41.880] よくわかった。槍川の陣じゃ共に大に励む。
[02:58:47.640] 槍川の陣じゃないけどな。俺
[02:58:50.080] すく前精鋭を引き連れて大は取りで
[02:58:53.720] 一旦帰ろうよ。
[02:58:55.399] たらみがあるようだ。雪先は
[02:58:58.560] 不明だ。後方を残さない。
[02:59:01.040] だが砦から消えたのだな。精鋭を連れたのならば守りが手の今のうちに奪い返せる。
[02:59:09.120] 番兵が少なくても絶すくは抜けない。あ、ク
[02:59:12.800] がいるからね。
[02:59:14.200] ひどい拷門を受けて大に下るまで嫌なしに毒を飲まされてるんだ。
[02:59:16.960] [音楽]
[02:59:22.040] ああ、鹿とこの目で見た。
[02:59:23.279] 捕虜の中に私らの仲間もいる。あいつらを救えば砦手を奪えるはずだ。それでようやく戦に望むだけの兵が揃う。
[02:59:33.319] 隠れガの守りを固めておこう。砦手を抜けば便にはすまんぞ。
[02:59:38.439] 受けて立つだけさ。
[02:59:45.880] いや。うわ、どうしよう。1
[02:59:48.880] 回帰ろっかな。1回帰ろっかな。
[02:59:59.600] うわ、帰れるじゃん。しかもめっちゃ簡単にやった。やった。一旦帰ってさ。うわ、ちょ待って。ちょっと待って。一旦帰って。
[03:00:10.560] せめて刀振るか。
[03:00:12.160] そうだよね。金で。金ってどうやって手に入るの?金。金ねえんだわ。金。
[03:00:20.800] 金ってどうやって手に入れるんすか?こういうとこにあんのかな?ああ、金に、金に、金に。ここ行こ。
[03:00:27.960] ここす。金行こ。金、金ねえんだわ。よし。金ねえんだわ。なって本当にここね。
[03:00:47.960] さすがに刀振るフル改造はやっぱ必要だよな。
[03:00:56.239] あ、狐の巣。俺これやってなかったっけ?あ、やってないんだ。狐の巣もあるやん。なんだそのお前のお前のトリッキーな動きなんだ。狐の巣とかさ、ちょっとこういうのもやるね。
[03:01:13.840] ちょっと待って、こ太郎、ちょっと待って、こ太郎、ちょっと待って。これ、あいつ、ま、いいっか先どうしよう。いや、一気打ちやっちゃおうかな。ごめん、ちょっと待って。
[03:01:25.120] 後ろ。
[03:01:29.120] いや、お前、本土のお前らなんかもう敵じゃねえよ。
[03:01:32.279] ゲ侍だ。
[03:01:42.880] お前らなんだ?敵じゃないね。
[03:01:46.300] [音楽]
[03:01:54.200] さ、あとはお前だけだけど。
[03:01:55.399] やる。んぜ。オッケー。
[03:02:06.530] [拍手]
[03:02:14.399] はい。雑魚。
[03:02:15.239] はい。雑魚。本土の奴らなんてこんなもんよ。う。
[03:02:21.439] よし。
[03:02:22.960] で、狐のあれはどこに行った?狐は
[03:02:27.160] 寒い
[03:02:31.279] 。まあ、なんかこの辺な感じするけどね
[03:02:35.520] 。あれ
[03:02:37.600] ?あ、待て。え、待て。もうまたここ
[03:02:40.960] やり直し。頼む。
[03:02:53.239] あと気力も増やしたいな
[03:02:59.080] 。意外と遠いね
[03:03:02.640] 。あと5歩をもう1個装備できるようにし
[03:03:05.720] たい
[03:03:12.520] 。え、どこ?遠くない
[03:03:18.720] ?ああ、こんなとこにあんのかい。見え
[03:03:23.560] ねえもんだな
[03:03:29.040] 。よし。あと3個ね。あと3個やれ
[03:03:36.479] ば可愛い
[03:03:40.200] 。可愛いな。
[03:03:48.479] 多分あののろしの下じゃないかな。違うかな。
[03:04:14.160] いや、本土も綺麗だね
[03:04:19.840] 。あ、あの、あの炎の下かな
[03:04:32.560] ?いや、いるな、敵
[03:04:41.640] 。1番手は誰だ?
[03:04:44.880] 一応倒していく。
[03:04:53.239] 見えない。見え。いや、見えねえよ。デブのせいで。デブのせいで見えなかった。今なんだよそれ。
[03:05:03.600] デブのせで見えなかったんだけど。
[03:05:08.000] そんなことあんの?どうし?
[03:05:18.070] [音楽]
[03:05:20.680] いや、死んだわ。ええ、デブのせいでよ。デブはいつも待ちでまと
[03:05:33.439] な。本当太ってるいいことねえよ。
[03:05:34.520] 本当に太ってていいことなんてない。こうやって人からも意味嫌われてさ。い
[03:05:44.000] ないことないな。ない
[03:05:46.860] [笑い]
[03:06:02.800] ないよね。本当に本当デブにさっき交か。今のひどくない?一気打ちでさ、デブの背中で見えなくすんの狙ってやってんの?これ古兵を倒す。敵の隊調を倒す。高から高を折りから出す。
[03:06:06.200] 登りバタを取る。えー、馬力で
[03:06:07.760] 2、馬力で2
[03:06:08.880] 位の敵の数。え、めんどくさ。馬力で倒すの悪くない?一気打ちしたいけどさ。一気打ちしてえけどさ。
[03:06:25.640] こっちでも馬無双できるんや
[03:06:27.720] ね。一気打ちしてえけど。これ一気打ちやるとまたみんな襲りかかってくるっしょ。
[03:06:35.359] 結構しんどいよね。それまずまずいまずまずまずまずまず危ねえ。待って。
[03:06:51.399] やばれた。くそ。なんだよも。じゃあやるよ。
[03:07:13.040] あとはあとは誰じゃもう1
[03:07:14.120] 匹いなかった。あれ?もういいなかった?あ、なくなった。いなくなったならいいよ。
[03:07:29.960] なあ、目がいいねし。いや、くそいるじゃん。あ、この建物の中にいるんか、これ。
[03:08:00.880] めっちゃいるね
[03:08:03.040] 。ここ結構大きいとこだたね
[03:08:08.120] 。あー、この辺の
[03:08:11.479] 敵何匹か集めちゃってもいいかもね。その
[03:08:14.800] 2人ぐらいちょっとまとめてやっちゃうか
[03:08:19.160] 。爆逐1個しかないんですよね
[03:08:25.319] 。あ、やれるか?これどこまで行くん
[03:08:28.920] だろう?こいつ近くまで行ってくれれば。
[03:08:31.920] ああ、やら。ああ。てことはこうやって
[03:08:36.000] やっ
[03:08:37.239] てほん
[03:08:38.880] でこういうことができるとつえ
[03:08:42.120] 。強え。く内で暗殺できんの強え。
[03:08:46.680] 距離関係ないや
[03:08:51.319] буцаажмэднэ
[03:08:52.640] сэрэмжтойбайахиад
[03:08:54.160] учирвалүхтэйл
[03:08:55.520] болгонооо
[03:09:01.000] めっちゃ来て
[03:09:04.800] なあうぜえな。あそこにいんのな
[03:09:13.160] 。おお
[03:09:15.040] 、いまんね。うわ、ちょ、さすがにこれは
[03:09:18.399] さ、連殺したいけど、したいけどだよ、
[03:09:22.760] これ
[03:09:24.160] 。さすがにだよね
[03:09:28.239] 。あー
[03:09:31.359] 。いや、さすがにだな、これは。ちょっと
[03:09:34.160] ちょっとやりすぎだな、これはな
[03:09:37.000] 。え、誰ばれた?いや、クソメイわ。
[03:09:50.239] お、なんだ?何これ?もう殺しな。よし、
[03:09:53.920] よし、よし
[03:10:02.200] 。
[03:10:04.279] よしよしよしよしよし
[03:10:07.399] よしよしよしよし。やっぱでもいいな。
[03:10:10.319] この忍び込んでる感が楽しいわ。
[03:10:15.520] おつらい向き。こっちから行けと言わんばかりの。あ、待って。めっちゃ。あ、待って待って。めっちゃいる。めっちゃあら。この上にもいるんかい?なんやねん。あ、なんだよ。めっちゃいいんのか。
[03:10:39.160] さてさて、じゃあそいつら狙か。あ、そんな待って。もうな。
[03:10:40.160] いや、撃ってこいよ。いや、
[03:10:51.920] それなし。それなし。それなし。それはなし。それはなし。それはそれはなし。あ、
[03:11:00.800] どれ?どれ?え?何?どこ?え、どこ?あ、
[03:11:05.439] うるせえ、バカ野郎、これ。よし。
[03:11:10.520] ん、なんかまだいるね、いっぱい。
[03:11:12.359] ちょっと待って。は
[03:11:15.160] 、なんかこれもうちょ、ちょっとバレても
[03:11:17.880] 別になんか大したことないやん
[03:11:21.160] 。やばい、やばいやばい。やばい。
[03:11:42.160] これ3
[03:11:42.560] 匹行けねえかな?いや、いけ微妙だよな。遠いよね。いや、遠いよね。さすがにね。いや、これはバレるわな。うーん。
[03:11:46.310] [音楽]
[03:12:07.920] いや、やっちゃいたいんだけどさ。やっちゃうか。やっちゃおうよ。まだ間に合う。届くちゃ。届くちゃ全部やっちゃうよ。えいしょ。オケー。うま。いいじゃん。こ、
[03:12:33.160] あ、逃げた。すげえ。ハで逃げた。いいね。いい感え。待って。
[03:12:34.239] 告ガ州もいる。何?
[03:12:42.560] どこ?
[03:12:44.399] え?
[03:12:58.160] それかつ3連札か。やってよ、みんな。
[03:13:18.440] [音楽]
[03:13:28.680] みんな新しい分が新しい会が来たよ。あいつやっちゃうよ。当たんないんかい、それ。
[03:13:29.720] 当たんないんか?いやあ、それ当たんないんかい、それ?それ当たんないんかい、それ?でやで勝てえ、こいつよしり
[03:13:48.560] あゆまちこんばんは。
[03:13:51.160] こんばんは。こんばんは。うら、おら。
[03:13:57.319] へえひ
[03:14:04.960] お疲れ痛ね。
[03:14:10.760] お疲れちゃん。お疲れちゃん。お疲れちゃん。お疲。お疲れちゃん。お疲れちゃん。お疲れちゃん。お疲れちゃん。お疲れちゃん。お疲れちゃん。お疲れちゃん。お疲れちゃん。お疲れちゃん。お疲。すげえ。ガ中。
[03:14:21.760] どこ撃ってる?どこ撃ってる?どう?待って待って待って待って待って待って待って待って危ねえ危ねえ危ねえ危ねえ危ねえなんだ。こいつ強えじゃねえかよ。やなんだこいつ。
[03:14:44.080] おいしょ。いや、すげ中がマジうぜえ。
[03:14:49.880] すげえ強えな。す、が強いんだよ。
[03:14:55.840] 必ず捕まえる。え、
[03:14:59.160] めっちゃますやん。
[03:15:05.239] 誰がやった?酒の仕業だな。
[03:15:09.640] 隠れても無駄だ。
[03:15:11.200] いないな。
[03:15:16.960] もうすげえは暗殺に限るな。
[03:15:18.040] 逃げやがったんだ。
[03:15:35.239] すげえは暗殺よ。あれ?すげえどこ行った?あ、
[03:15:36.239] DJすげえ。
[03:15:42.760] あたやっちゃった。
[03:15:45.680] 間違えた。間違えた。
[03:16:00.160] よしよし。
