[00:00:14.599] どりゃ
[01:51:49.920] あって落ちてる財布を触ってしまであああ
[01:51:54.840] だから全科があるからえっと触っちまっ
[01:51:58.079] たらもうそれを届けないとそういうことか
[01:52:01.480] それで要はなあ一瞬で分かるし
[01:52:06.719] はランディの友達に全回あるやついるんだ
[01:52:10.840] なんか意外だ
[01:52:14.599] な
[01:52:16.320] 何そのなんで捕まったの言えない言えない
[01:52:24.280] 6人くらいいる
[01:52:27.360] ぞ
[01:52:28.880] え
[01:52:30.679] 山賊山賊のなんかえなんかなんかさあの
[01:52:34.199] なんかあのうお穴で暮らしてるみんなで
[01:52:37.599] なんか旅人襲ってる
[01:52:40.960] 暴走あ暴走族ねあそれはいるわなかもれん
[01:52:47.320] 暴族だ
[01:52:48.599] ねまあまあまままそまあまあそうね
[01:52:54.719] 意外とランディそんな感じなん
[01:52:57.480] だ
[01:52:59.679] ええ意外なんだけどなんかランディさん
[01:53:04.280] うんランディさんランディさんだね
[01:53:07.079] もう怖いもんねランディのこと馬鹿にし
[01:53:10.320] たら来るかもしんないからおい俺の俺の俺
[01:53:15.119] のに俺は仲良くた
[01:53:19.280] だけ誰とでも仲良くなれるからねランディ
[01:53:22.840] 君はランディさんは
[01:53:29.199] ね
[01:53:31.880] ランランデもそういう友達たでしょが
[01:53:36.679] 真っ赤なさあれしようぜ真っ赤な特攻族
[01:53:41.679] 特攻まあまあまあまあねうちの高校はもう
[01:53:45.119] そのだらけだったから
[01:53:48.400] ねまあいたよそり捕まったかどうかしん
[01:53:52.199] ない
[01:53:53.920] だ
[01:53:57.400] もそういや俺はそういうのはしなかったし
[01:54:00.320] なかったしなかっ
[01:54:06.760] たいいね小学生はねいいね小学生はいい
[01:54:18.079] ね小学生最高小学生最高
[01:54:26.199] 大学生がいいな高校生もいいな中学生も
[01:54:31.440] いいけど
[01:54:37.520] ねの歌えマキシマムザホルモンじゃないの
[01:54:42.079] マキシマムザホルモンのラブリムニムニ
[01:54:45.599] ムムプリンプリンボロぬるるレロレロだ
[01:54:49.679] けどご存知ない
[01:54:53.000] ルが好きそうまGTは好きだろうね妹が
[01:54:57.560] 好きな曲だでもなんかガバ太郎獄みたいな
[01:55:01.800] 曲ガンバル太郎はあれなんかハラペコです
[01:55:04.800] とか言ってるけどなんかロッキンポ殺しの
[01:55:06.960] 曲全然知らなかったから
[01:55:09.280] なあロキあのあね今までマキシマムザホル
[01:55:13.520] モンってあのフルアルバムを3枚出してる
[01:55:17.040] んだけど3枚出してるんだけどま有名にな
[01:55:20.719] がっつりどっくり売れたのがま気返すって
[01:55:25.000] いうあれはまその要はみんながよ知ってる
[01:55:27.719] ような曲入ってるんだけどその前にロキポ
[01:55:30.360] 殺しっての出してんすよ俺もな
[01:55:33.800] ロッキンポ殺し
[01:55:36.119] だろがっつりどっくりどんど
[01:55:40.400] 日本ロキポロッキンポ殺しなん
[01:55:46.119] やっぱりやっぱ殺しから聞いてくんないと
[01:55:50.520] ながやばいと
[01:55:55.400] クソわフキぽも前じゃんススクソ
[01:56:03.639] メリケンクソメンススクソメリ
[01:56:09.800] ねフリーザしか知らんFねんだよねそこが
[01:56:14.679] 好きなんだよ
[01:56:16.840] ね俺も別に腹ペコを名乗ってないけど
[01:56:20.040] めっちゃ詳しいと思うよ
[01:56:26.679] なんかそのイベントあのレベルアップやっ
[01:56:29.199] た時にレベルアップやった時に頑張るたら
[01:56:33.159] も誘ったんだよギター引けるって知ってた
[01:56:35.159] から出てよ言ったんだけどなんかどうして
[01:56:38.000] もできないたせどうしてもあれつってでき
[01:56:41.920] ないつっていやなんかホルモンのコパン
[01:56:44.400] じゃ俺とやるって言ってちょっとその
[01:56:46.800] そっちになる可能性もゼじゃなかったんだ
[01:56:48.719] けどでえ俺全然ベースであの曲あの
[01:56:53.199] めっちゃコピーしてたからさやってた時ね
[01:56:55.679] あのでめちゃめちゃ
[01:56:57.400] あのそれで話しててえめっちゃいいじゃん
[01:57:01.119] てなったんだけどえ何やるとかつって
[01:57:04.960] あのえロック版来るわせとかめっちゃ好き
[01:57:08.440] なんだけどあれめっちゃ良くねって言っ
[01:57:09.880] たらああ俺知らないっすそれ
[01:57:11.840] 言わあそれでやめたあだめだ笑笑笑笑だ
[01:57:19.639] 笑笑だ
[01:57:22.360] さん絵文字方向性の違いでったダだダだ
[01:57:26.119] なるほど
[01:57:27.119] だ全然分かって
[01:57:35.360] ないなんか石を感じる6版来る汗だろうが
[01:57:41.520] ああそういうとこあるよね
[01:57:45.239] 本当いやまあまあ別にいいんですよいいん
[01:57:48.079] ですけど
[01:57:49.480] ねおめえらこれ配信あの頑張るだろの配信
[01:57:53.800] に言って言うなよなんかちゃまゲーが
[01:57:56.239] めっちゃなんかあれしてたやんと
[01:57:58.719] かそろそろ怒られそうそろそろ怒られそう
[01:58:02.480] な気がする今してるね言うなよ言うな言う
[01:58:06.880] な言うなしかもなんかしかもなんか調して
[01:58:10.639] 言うじゃんなんか俺そんな別に言ってない
[01:58:13.639] のにそんな別に言ってないのにさなんか
[01:58:18.320] マジでやめてねさっきが本物か鳩来てたよ
[01:58:23.280] 鳩やめろ
[01:58:25.000] や鳩やめろ
[01:58:29.239] よハトやめて
[01:58:35.639] くださいネタで言ってんだからこっちだっ
[01:58:40.199] てな頑張れたら怒んないだろうけどね別に
[01:58:43.400] 分かってるから調しすぎたざしさんみたい
[01:58:45.719] なこと
[01:58:46.800] 禁止どういうこと次からやめるわどういう
[01:58:50.520] こと
[01:58:52.199] まだからまあまだから頑張る太郎だから
[01:58:54.239] いいけどね怒らない怒らないだろうから笑
[01:58:56.560] 笑いで済ませて俺もそれを分かって言っ
[01:58:58.679] てる
[01:59:10.320] けどまあでもうんまあちょっとあんまり
[01:59:14.440] ハラペコっていう割にはあんまりか
[01:59:17.560] なまハラペコて言われにはまあああんまり
[01:59:22.840] してないん
[01:59:28.639] だなんか別にねあの良くないんだでもこう
[01:59:31.639] いうのはなんかその
[01:59:35.000] ラエなんかそうな詳しいことが正義みたい
[01:59:38.639] なのまず間違ってるから好きな気持ちが
[01:59:41.119] でかければの好きな気持ちがでかければ
[01:59:45.320] それでいいんだよそれでいいんだよ知識
[01:59:47.920] じゃない
[01:59:49.880] から知識じゃないから
[01:59:56.320] サッカーとかでもよく
[01:59:58.159] あるもいいじゃんねれ好きなことに詳しい
[02:00:02.280] 必はなの
[02:00:08.599] に全然ゲームの内容入ってきてない今ただ
[02:00:12.079] ただ
[02:00:13.440] うわマジでこのタイミングで来んな
[02:00:18.560] よロンボなんか
[02:00:23.280] 誕生忘れて
[02:00:26.119] た新しい説です本当におじさん相当焦って
[02:00:30.679] ますそうだねだいぶ追い詰められてます
[02:00:33.239] おおなんかどうしたお前焦ってるよねこれ
[02:00:36.320] 1本取られるか
[02:00:38.360] なやばい
[02:00:42.400] なりそろそろ始まっちゃな早くしろ
[02:00:46.440] よ今日のイもちも長いなんだ急にお前
[02:00:52.639] ちゃんもう手加減しない以上え手加減し
[02:00:55.960] ないとかあんのもだいぶやばかったでこの
[02:00:59.040] より前も誰だよこいつ長い
[02:01:02.480] な手加減しないものもなく
[02:01:10.280] ね親切とおせか違うのに
[02:01:18.440] な回し蹴りで吹っ飛ばされそうやん
[02:01:22.599] 本当だよなま動けないんだけどいやこれい
[02:01:25.760] 感ぶっ込むしかねえよ
[02:01:28.679] などんくらい早いんだよ
[02:01:34.599] 早誰ができんねん
[02:01:39.480] あんえない無理だ
[02:01:43.840] よいやこれがもう毎回これ出てくの
[02:01:47.760] しんどいなぎ
[02:01:53.800] ラけ
[02:02:22.119] り似てる多分一緒の一緒のアパートでしょ
[02:02:26.320] これ
[02:02:27.320] 多分サウスハイアットだサウス
[02:02:33.880] ハイアット
[02:02:36.520] いえ家だないい家だよなこれお金持ちの家
[02:02:41.800] ですこれ
[02:02:48.480] 本当え何この
[02:02:53.040] 何このギターばっかりの
[02:02:56.119] 家まとの離婚を考えなきゃ
[02:03:00.159] 離婚これ以上は耐えられないわ何何重い
[02:03:03.440] じゃんお母さん離婚考えてん
[02:03:06.480] の長い道をこれ歌詞こんなことしたく
[02:03:10.960] なかっ
[02:03:15.360] たこれ聞いてみ
[02:03:18.320] て何ラジカじゃない
[02:03:24.560] あまのギターお父さん
[02:03:28.040] ねなんだお前なんかそうあそういうそう
[02:03:31.880] いうのねそういうのねおせつ子君を愛す
[02:03:36.280] ここまで
[02:03:38.639] だあ泣いとる
[02:04:04.920] ちょろマプレゼント
[02:04:09.239] かお父さんかっこいいなああそっちがひか
[02:04:13.520] そうだよ
[02:04:17.559] でっか思ったよりたまんなかったなこれ
[02:04:21.239] ねえ
[02:04:22.280] 思ったよりたまんなかったわあバだな
[02:04:25.679] バイトが出てくっとないい感持ってかれっ
[02:04:28.520] かん
[02:04:36.119] なあと何
[02:04:40.440] 人子供はやっぱ婚して欲しくねえよなあ
[02:04:45.440] どうなんだろう
[02:04:48.079] ね場合によるよななんかその
[02:04:53.199] 本当にやべえ離婚した方がいい親もいる
[02:04:56.400] じゃんもう暴力とか
[02:04:59.400] さま確かにその親のさ不満がどうだで離婚
[02:05:04.800] されたらま確かかわいそうかもねだって別
[02:05:07.360] にあ何これこうやって見れるん
[02:05:11.159] かうちはもう離婚してやだとか思ってない
[02:05:14.320] わ離婚して超良かったと思ってる
[02:05:16.639] 正直全然辛い思いもしてないし
[02:05:24.599] うちはもう離婚してくれてありがとう
[02:05:27.440] お母さんて感じマジ
[02:05:29.480] で俺誰
[02:05:33.760] だ母ちゃん頑張ったもんな頑張ったね離婚
[02:05:38.079] したらよな離婚して数
[02:05:41.159] 年婚して
[02:05:43.840] いマジ
[02:05:47.840] でそんなんでもこっちに委ねられても困る
[02:05:50.960] よな
[02:05:54.599] 違いなそれマジで
[02:05:58.679] きついなんか来た
[02:06:02.280] でクローバーシステム開発リポートこれも
[02:06:05.960] いらないんだ解放してない人そうなんだ
[02:06:09.480] かんだずっと離婚しないからまってら
[02:06:12.520] こいつって思ってたそういう感じね仲いい
[02:06:16.119] やつじゃんそれ笑笑お母さんしていいあ
[02:06:21.599] そっちの方がきついわそっちの方がきつい
[02:06:24.880] お疲れうんそっちの方がきついね俺まこれ
[02:06:28.440] あんま配信でこれやってないけど
[02:06:31.360] お母さんに彼氏がいたことがあって離婚し
[02:06:34.960] た後ね俺がまだ中学生とか高校いや中学生
[02:06:39.480] そん時はちょっとやだったきつかった
[02:06:41.960] ね新しいお父さんできるかもみたいなあれ
[02:06:45.760] はそっちがきつい学はきついなきついね
[02:06:49.800] かなりきついであったことあるの
[02:06:52.159] こんばんはなんかXが無差別凍結のまね
[02:06:56.520] なんまあまあすぐ帰ってくるでしょ
[02:06:57.880] こんばんはさもだからそのでその相手の男
[02:07:02.320] の人ともその当時あガキの頃あったんだ
[02:07:04.840] けどそれはめちゃくちゃやだった超嫌だ
[02:07:09.320] それはきついなんか無理だよ新しい家族に
[02:07:13.800] なるってよくなんか新しいこの中にも出て
[02:07:17.280] きたけど母親がリスナーとシエンあった
[02:07:21.760] よくなんかそのあるじゃんこん中にも出て
[02:07:25.079] きたけど新しいお母さんと馴染めなてでも
[02:07:28.320] なじめてほっとしてわみたいなならないと
[02:07:30.760] 思うきついねかちっちゃけゃいい俺が小
[02:07:35.119] 学校低学年とか中学でいや無理だね正直
[02:07:40.599] いやなんかうまいこと付き合ね付き合っ
[02:07:43.079] てくしかないと思うそん
[02:07:44.880] なんか距離とってやってくしかないんじゃ
[02:07:48.079] ないかなと
[02:07:49.480] 思うお父さん最したんだけど気まずいよ笑
[02:07:54.119] それで子供できたらやばいねそうだねああ
[02:07:56.440] やばい
[02:07:58.639] ね誰か起こせるお前うちもボッシーやけど
[02:08:01.960] 母ちゃんが男作らなかったのは感謝してる
[02:08:05.360] ああいうちも結局だからそれそれか俺言っ
[02:08:08.760] たんかな俺がなんか言ったんかなやだって
[02:08:12.040] ガキなやだよって言ったんかなわかんない
[02:08:14.520] けどで結局その人とは何もなくなったんだ
[02:08:17.800] けどま今はもうなんだっていうも自由にし
[02:08:20.800] ていいしん全然自由だから別になんだって
[02:08:23.599] いいけどちょっとま確かに中学校の時や
[02:08:25.840] だったこれさ起こせるんじゃねギガ
[02:08:28.920] スポーツ
[02:08:31.079] 学起こせるんじゃね髪の毛が薄い本人は気
[02:08:35.400] にしていないが外では一応カラを被って
[02:08:38.159] いる同級生小子とあ小坂れい子かと罪中カ
[02:08:45.960] のことを打ち明けずに付き合い出して
[02:08:47.400] しまったことを悩むあ金持ちの娘とな
[02:08:51.520] あっちはあっちで貧乏になったことを
[02:08:53.480] 打ち上げられずに困ってるんだよあ面白
[02:08:56.079] そうだねの話
[02:08:58.639] ねレツゴ
[02:09:00.960] えと看護師場所時間問わずに歌い続け家や
[02:09:04.880] 普通の会話に全くしてくれない夫そがまに
[02:09:07.480] 対して不満を持つ現在はかに離婚を考えて
[02:09:09.840] いるが子供たちのことを思い
[02:09:12.400] 悩むハゲと貧乏どっちが悪いなんだそれ
[02:09:16.199] どっちも悪いわかんけど
[02:09:19.119] え41歳ラ趣味歌を歌うことギターを手に
[02:09:24.480] 構わずえ常に歌い続けているため周囲に
[02:09:27.400] 様々な障害が出てきているが本人は気にし
[02:09:30.239] ていないえ妻に送る愛の歌を完成させよう
[02:09:34.239] として
[02:09:35.360] いるちょっとなんか起こせそうではあるよ
[02:09:41.400] ね掛け
[02:09:43.559] でこの型のギガスポーツでこれ起こせそう
[02:09:48.360] な感じしますよね
[02:09:51.719] 感ハゲででもでもランディはさあれじゃん
[02:09:57.480] なんか優しさがあるじゃんお金で買えない
[02:10:01.159] じゃん優だっていいことだと思うよこれさ
[02:10:04.800] あれなんじゃね起こせんじゃないの
[02:10:07.040] これせる
[02:10:10.199] のこでもハゲなんだ
[02:10:13.239] よせないランディさんは素敵だと
[02:10:19.119] 思うだって良かったね
[02:10:21.920] でも守れらなかったハゲってすごいよな
[02:10:25.239] 笑笑笑笑ありがとうあガチンコ食堂小ぐれ
[02:10:30.000] サをシンプル褒められてるぐれサをぐれサ
[02:10:34.440] をこのいやだからこの辺見てってさも
[02:10:39.840] クロトハなんか誰も起きてない
[02:10:43.800] じゃんおこし行くか
[02:10:49.599] ここんてますそうだ
[02:10:52.800] し本の本の雪かなえレストラン店員子役
[02:10:57.760] タレントとして成功を目立つ娘コの理沙と
[02:11:02.000] それを徹底的にサポートする妻えコのやい
[02:11:05.239] ね妻から血たげられながら暮らす父親ま
[02:11:08.679] ちょっと行きますかねもう手当たり次第
[02:11:12.440] ですあもうちょっといい加減ちょっと俺も
[02:11:15.599] 違うゲームやりたい
[02:11:17.599] んただこれはもう今回クリアしたい
[02:11:22.719] あもう1パートぐらいかかるもうちょっと
[02:11:25.719] かかりそうな感じすんなこれでも100人
[02:11:28.920] 落とかやりたいよやらないよプラやるかあ
[02:11:32.719] プラモはだから今週末土日でやるいやだ
[02:11:36.199] からそれだからそれもさツイートで
[02:11:38.760] ツイートできねえからさいつやるよみたい
[02:11:42.880] なラーの神龍のプラもやりて
[02:11:48.000] 早く血闘た流すべ
[02:11:53.559] パパパパパパパパパパ
[02:11:58.079] パパパパパパパパパパパパパパパパ
[02:12:00.840] 流すべあれなんだこのミクーで宣伝だな
[02:12:05.760] ついにクロン再決やるかクーロンズゲート
[02:12:12.320] なんかクラブハウス入れないの
[02:12:16.400] クラブハウスなんだったのクラブハウスっ
[02:12:18.840] てあれなんかこぞってなんかのなんかあの
[02:12:23.480] あったやな招待しないと入れないみたいな
[02:12:28.400] さこぞってやってたけどなんか結局なんか
[02:12:31.599] 情報商材のたまり場みたくなってたよな
[02:12:34.000] 秘色悪い
[02:12:37.480] あれどうもみクラブあきねお疲れきねお
[02:12:42.559] 疲れ神局だよなあれな
[02:12:47.719] テンテン
[02:12:50.119] ンンンン笑笑ラララン
[02:12:54.360] ラララン
[02:12:57.719] ランランランなんでこれ全然連超連打し
[02:13:01.159] てんのに解釈イチで助かる笑笑解釈
[02:13:05.280] 一致やっぱドラキュラだよな方々様には
[02:13:08.719] 都合が良かったんでしょうハイソサエティ
[02:13:12.239] 何ハイソサエティやってた最高すぎんだ
[02:13:16.880] そうそれを昨日見ててそうそれを昨日あの
[02:13:21.480] きがそうきねがやってんの見てて思わず俺
[02:13:26.000] もお風呂入ってたからロムって見てようか
[02:13:28.040] なと思ったんだ
[02:13:29.159] けどあの曲が良すぎて神曲
[02:13:34.280] ってたらあのひが
[02:13:38.119] あのいろんな小技を紹介してくれてたんだ
[02:13:41.559] けどこうなんか
[02:13:44.599] あのすごいこう教えてくれようとしてて
[02:13:48.400] これ知ってるねこれ知ってるよねこれ知っ
[02:13:50.440] てるね
[02:13:51.760] これは知ってるよねみたいな圧がすごかっ
[02:13:54.480] た
[02:13:58.920] な知ら知らなかったっ
[02:14:01.760] すあのゲームコネタがコネタが多いんだよ
[02:14:05.599] でも本当にすごいよねあれね
[02:14:08.400] 笑笑ねちゃまくこれは知ってるねこれ
[02:14:11.760] はこれ外れこれ外れと当たりがあんのこれ
[02:14:15.360] ね楽しそうにやさ
[02:14:24.520] 草やばいね誰それあなたです
[02:14:32.760] けども悪魔やってるそう結局俺も俺もやっ
[02:14:37.159] てる時そうなのよだ嫌なとこに洗濯機ある
[02:14:40.719] ねなと確かになんであんな冷蔵庫の横に
[02:14:43.760] あん
[02:14:46.360] 水できんのそこあれそこそこなんかそこ
[02:14:50.040] にのできん
[02:14:53.719] のそこに設置できんのか
[02:14:59.440] よ俺も悪魔城ドラキュラやってる時は大体
[02:15:02.559] 気持ち悪いからねだれも多分リスナー誰も
[02:15:05.960] そんなコナミ区クラブのことなんかあの
[02:15:09.679] 興味ないのにずっと俺が解説してるずっと
[02:15:12.320] 俺が解説してるこれはさこれがあでさVR
[02:15:16.520] vrc6チップが積んであってさいいんだ
[02:15:19.920] よ音が
[02:15:22.320] 言ってる
[02:15:25.800] ずっと東芝のやつ
[02:15:28.760] 笑笑くそ詳しい
[02:15:31.119] やあのあの悪魔悪魔女悪魔女悪魔城伝説の
[02:15:38.480] な悪魔城伝説に音を良くするためにvrc
[02:15:42.159] 6チップっていうのが乗ってるんすよ後
[02:15:44.599] 腕組によそれがあると音が全然うしい
[02:15:51.159] よ他のファミコンソフトとは全然比べ物に
[02:15:53.840] ならないとんでもない音がもうすごくいい
[02:15:58.719] その話機能した
[02:16:01.559] 笑どうせ次の配信でも同じこと言うから
[02:16:05.159] 突きのしても大丈夫久しぶりに悪魔城やり
[02:16:07.920] てえななんかもうでもほとんどやっちゃっ
[02:16:09.599] たんだよねほとんどやっちゃってさうちら
[02:16:12.159] 兄弟かなそうだよねあとあれなあのなん
[02:16:15.920] だっけあの塊魂のな曲なそうだねあ
[02:16:21.880] 照らしてよお様は僕ら
[02:16:24.800] の照らしてよお様は僕らのスポットライト
[02:16:31.679] さこれ起こせるん
[02:16:37.319] ちゃう店員固まっとる
[02:16:42.559] ぜとのシルタスンビ踊よデンデンデン
[02:16:51.280] くるくる回るななな釘づけ
[02:16:57.399] さ君と転がり
[02:17:01.519] たい愛のかけらを集め空に浮かべよわ
[02:17:09.719] やべえやりたくなってきたやりたくなって
[02:17:12.639] き
[02:17:14.519] た29り29り29り
[02:17:21.280] やコ博士だそうコ博士です僕ははいわかり
[02:17:23.880] ましはい分かりましたじゃないじゃん
[02:17:26.479] ちなみにこれはなこの塊り魂というゲーム
[02:17:29.319] の曲
[02:17:30.920] です相変わらず娘が冷たくても罪何したん
[02:17:35.439] いや何もしてねえってなんかしんねえけど
[02:17:37.080] 5番されてんだよなんで俺何した俺オケ
[02:17:41.319] ですオケですじゃないでしょ聞けよど
[02:17:49.200] やりあれもいいよあれもきだ
[02:17:55.880] よあんだっけあれ
[02:18:02.200] 青いたでのあれなんてあれえこれがベビ
[02:18:08.439] ユニバースレスラ
[02:18:13.080] スラスラエバーラスティングラブ
[02:18:21.080] が
[02:18:22.080] 止ずだけ閉めていつまでもき
[02:18:27.880] 詳しいいいよね大好き塊魂の
[02:18:33.599] 曲全世界で3000枚しかないレコード
[02:18:36.960] 持ってるもんめっちゃ高かったけどえなん
[02:18:41.080] で起こさないのかよ店員これな起こせや
[02:18:44.000] 強がり魂もいいよね強がり魂もいいね
[02:18:47.719] 強がりちょっとああっちあそこあそこの棚
[02:18:51.559] の
[02:18:53.000] 中食い逃げやんこれ店員固まってくかんな
[02:18:57.280] 聞き姉さんが塊りでチマゲーム操縦するの
[02:19:00.319] めっちゃ好き何何何それ何それ
[02:19:03.880] 何それそんなあっ
[02:19:09.840] た塊り魂強がり魂はどういうだっけ
[02:19:14.040] コメントで歌わせるのね
[02:19:16.960] ジクボックスみたいに言われた曲全部出る
[02:19:20.359] から
[02:19:22.160] なんだっけ強魂
[02:19:28.719] はあれこれは違うこれは違うこれは違うわ
[02:19:31.760] あれこれなんだっ
[02:19:32.960] け
[02:19:34.840] リフレあそれだあれ俺がさっ歌った
[02:19:40.120] の
[02:19:45.679] 素敵な逃げられない
[02:19:51.720] だけどそれはもう昔のことも全部歌える俺
[02:19:59.080] にはすでに必要ないい
[02:20:03.040] ものめっちゃいいよ
[02:20:05.720] なあれ俺が今歌った曲は
[02:20:11.359] 何昔であっ
[02:20:15.000] たねえ
[02:20:17.160] ねえ忘れてたこんだっっけこの曲だも曲名
[02:20:21.560] が出てこねえ
[02:20:23.479] わこれなんてだったかなあれもそれも好き
[02:20:26.840] なんだよ
[02:20:33.240] ね全然ゲームそっちのけだったごめんね
[02:20:37.040] ごめんね知らない人追いてき彫りで
[02:20:40.280] ごめん俺と聞きねしかも盛り上がって
[02:20:42.880] なかったごめん
[02:20:46.359] ごめんゲームの曲ってやっぱいいんすよ
[02:20:49.920] ごめ
[02:20:52.080] 完全に追いてぼりだった今ごめんなみんな
[02:20:55.280] いいよ今に始まったことじゃないよゲーム
[02:20:59.080] 音楽愛する人はやっぱねいいんです
[02:21:05.960] よ聞きねも詳しいからねゲーム音楽ね俺が
[02:21:10.760] あのなんだったかなあれあのコナミのさ僕
[02:21:14.960] やってたじゃん僕てパやってた時にこの曲
[02:21:17.840] めっちゃいいよなって言ったらがなんか
[02:21:20.680] まで言ってきた震えたねこいつできる笑笑
[02:21:25.359] なんだっけなんとかのマーチみたいなな
[02:21:28.359] なんとかの
[02:21:32.760] マーチ忘れちゃったけどガラガラのサバ
[02:21:35.640] ガラガラのサバ
[02:21:38.680] です全然俺も知らなかった
[02:21:41.760] あれ日本名
[02:21:44.200] は日本名と名があるんす
[02:21:48.120] かでるんですよいやゲーム音楽は
[02:21:52.720] いい素晴らしちょっと待ってもう全然ごめ
[02:21:55.920] 全然ゲームが頭入ってこねえ
[02:21:58.840] ごめんキャラクター起こしてくんねえから
[02:22:07.080] こいつなんか悪魔ドラやりてえなでやっぱ
[02:22:11.319] 俺もうステージ
[02:22:13.680] ステージああリトルサバってのが名なん
[02:22:19.520] だ悪魔だけやりたいんだけどステージ
[02:22:21.880] クリア方やりたいんだよ
[02:22:27.120] なしかも1個途中で投げてるしねあのDS
[02:22:31.200] のやつあれもなんかやりてやるタイミング
[02:22:35.000] がねえ
[02:22:36.040] な1個ね探索型のDSのやつ投げてんだよ
[02:22:41.560] ね途中で途中で終わってんだよなあれ
[02:22:44.920] クリアまでやりてえんだけどな
[02:22:51.000] ドスコレクションやりたいね笑あそか
[02:22:53.840] コレクション出たのかあれいや俺あの実機
[02:22:56.240] でさニトロであのカセットも全部揃えて
[02:22:59.560] やってんだけど途中で終わってんだ
[02:23:02.920] よそっかあれDS今できんだもんなみんな
[02:23:08.920] な全部当時やったけど
[02:23:12.680] 買い直しの大変だよめっちゃ高い
[02:23:16.200] もんもうドラキュラだけでいくら使ってく
[02:23:19.000] かわかんねえよ
[02:23:22.880] なんかキャラクター起こしてくんねえかな
[02:23:24.520] こいつプレアだもんねうんとんでもないね
[02:23:28.479] なんでも
[02:23:34.640] ないあ
[02:23:45.760] ああマジでみんな黙っちゃった
[02:23:51.120] いやごめんて分かったよ分かりました皆
[02:23:55.760] さんのレベルに合わせます
[02:23:58.120] から皆さんのレベルに合わせますよ皆さん
[02:24:01.720] も分かるお話し
[02:24:06.200] ましょう
[02:24:09.319] エビバディランディもいいよそのなんかそ
[02:24:12.279] なんか調べてきた知識で調べてきた知識で
[02:24:16.840] 話するベア最こんな
[02:24:22.960] オですアトスも最高
[02:24:28.760] ですあ小森じゃんあこれ金金かせって言わ
[02:24:33.319] れんじゃ
[02:24:35.040] ね元気そうじゃないです
[02:24:42.000] か羨ましいことですなボブは起きたのボブ
[02:24:47.160] はボブが起きたよボブが起きたからボブを
[02:24:49.479] すれば分
[02:24:51.359] ボブボブ起こせるよ同中ボブつ
[02:25:14.040] はこのクソクソみたいなやり取りなん
[02:25:19.319] だブラッティ
[02:25:22.279] ティアーズおはこんハロちゃおコリンあお
[02:25:26.760] 疲れ笑笑ブラッドティアーズもいいよ
[02:25:30.359] なうお
[02:25:34.720] て出し10万円
[02:25:43.640] えあれのスマブラに収録されてる
[02:25:47.120] バージョンめちゃくちゃかっこいい
[02:25:49.240] ブラッドティアーズの
[02:25:51.560] スマブラアレンジ
[02:25:55.160] バージョンめっちゃかっこいいんよあの
[02:25:58.359] あのあれてドラキュラ2のあのお昼の昼間
[02:26:03.319] のBGMじゃ夜にモンスターダンスって
[02:26:08.640] いうという曲が俺それも結構好きなんだ
[02:26:11.359] けどそれがそれが流れるのよそのあれ
[02:26:14.600] めっちゃ熱いぜそのスマブラミックス
[02:26:17.880] めっちゃいい本
[02:26:23.160] ごめんもう本当に全然ついてこれれてない
[02:26:25.680] また誰もつい
[02:26:29.160] てそうだよねごめんね本当ごめんでももう
[02:26:33.120] オタク同士が集まるともう
[02:26:35.680] なりたいモンスターダンスてモンスター
[02:26:40.000] ダンスが流れるんこ走ってるでもなしてる
[02:26:45.160] 時は大体こんな感じになるよゲームそっち
[02:26:48.319] のごめんね
[02:26:51.200] そのそうあのモンスターダンスっていう
[02:26:54.399] ドラキュラ2の中のまドラキュラ2の
[02:26:58.000] メインBGMって言われてるそのブラッド
[02:27:00.439] ティアーズて曲あそれめっちゃ有名なのよ
[02:27:02.920] 超有名でもうどんな作品にも絶対その
[02:27:06.200] アレンジして入ってるしなんならもう
[02:27:08.880] コナミのBマニとかにも入ってるし超有名
[02:27:11.279] な曲なのよ超名曲みたいな感じでそれと
[02:27:13.760] 一緒にもう1曲あるのよもう1曲聞こ
[02:27:17.160] 聞こうかごめん聞いていい
[02:27:25.920] 笑笑これこれこれちょっと待ってこ引かす
[02:27:29.040] わ引かせて
[02:27:31.800] くれこれがねなんなんだこの変なカメラ
[02:27:41.040] このこれ
[02:27:44.120] ねああ
[02:27:47.200] 最高めっちゃかっこいえ
[02:27:50.680] この曲がめっちゃ有名なの
[02:27:56.680] よなこれいつも通りかっこいいんですこの
[02:27:59.319] 曲
[02:28:01.040] はでこれがあのなんつうのドラキュラ2
[02:28:05.880] って昼間と夜があるのよ昼間と夜が時間の
[02:28:09.640] 概念があるゲームなんですよドラキュラで
[02:28:11.319] 唯一ねでこれ昼間の曲なのよただ夜の曲
[02:28:15.479] っていうのはもうすごいマイナーで他の
[02:28:18.560] 作品にも全然あのなんつうのリメイクされ
[02:28:21.880] て入ってないんだけどこれが入ってんのよ
[02:28:26.760] しびれるぐらいかっこ
[02:28:32.840] いいまあまあこの曲はかっこいいよブラス
[02:28:35.720] ティアーズは
[02:28:40.200] なこっからこっからこっからこっ
[02:28:46.240] からかっこ良すぎないこれ
[02:28:53.520] 素晴らしいやばすぎ笑
[02:28:58.640] めかっこよ
[02:29:04.080] すぎる
[02:29:06.880] デレレレ
[02:29:10.439] かっこ
[02:29:12.600] いい
[02:29:15.200] デレでまたお昼間のBGMに戻るあ戻ん
[02:29:19.760] なかったごめんももう1回ありまし
