[00:00:09.599] ググググググ
[02:08:53.920] た悪魔が来たよ悪魔が来たもうやめてくれ
[02:08:59.559] 今いい気分なんだ
[02:09:03.360] [音楽]
[02:09:05.719] からうわあもろが誘惑するよおもうほと
[02:09:11.320] 死神出てくんじゃ
[02:09:13.530] [音楽]
[02:09:15.840] ねえほんまやめてマジで
[02:09:19.930] [音楽]
[02:09:21.559] 殴らせて
[02:09:33.280] よごめこれもらうわごめん
[02:09:37.370] [音楽]
[02:09:42.159] なこちゃん大変だなこんな仕事ばっかし
[02:09:46.679] て作家の嫁の自分の担当の作家の嫁に殴ら
[02:09:50.960] れて
[02:09:52.199] かわいそうに待たしたな現行だ現行拝見し
[02:09:56.520] ますさっきボツになってた
[02:09:58.119] けどどうじゃ行けてんのかこれ
[02:10:03.020] [音楽]
[02:10:06.840] はあすごい作品になったほらほらさっき
[02:10:11.199] ボツですってなったもん別間違いなしです
[02:10:14.400] おいいじゃんいいじゃんやっぱハートが
[02:10:17.119] 高いとやっぱいいのよ満てくのよこう
[02:10:22.559] にああ
[02:10:29.440] あもしも真中の諸星ですわ先生の言語が
[02:10:34.719] 仕上がったので明日印刷をお願いします
[02:10:38.040] 早い
[02:10:39.000] ねいい原稿ができ
[02:10:41.520] たら気分よく家に
[02:10:44.520] 帰ろう娘帰ってきてくれるといいな
[02:10:57.239] 娘ちゃんと夜で夜お家で食べてくれると
[02:11:00.559] いいな
[02:11:24.520] あばば君のお母さんもちょっと気になる
[02:11:27.800] けど
[02:11:29.760] ねババ君のお母さん気になる
[02:11:33.520] な次ババ君のお母さん行こうかなババケ父
[02:11:41.800] 母なんかババケって最後な気がするんだよ
[02:11:55.880] 娘はあれ娘いた
[02:12:19.599] 今あいるじゃんよかった
[02:12:23.400] ね帰ってきてるじゃない
[02:12:28.159] か最近外食も飽きたし家のご飯がうまい
[02:12:35.040] か別に別にって言いながらハート出してる
[02:12:39.599] ついでに一緒にお風呂も入るかそれはだめ
[02:12:41.400] だろそれは嫌
[02:12:46.639] だ一緒にお風呂
[02:12:49.119] はえそのでれてるの
[02:12:53.239] 今確実に家庭ない暴力が
[02:13:00.239] 今番号飯よ集まりないみんなみんな部屋に
[02:13:05.239] 帰ってから呼ぶんだやっぱり殴られてる音
[02:13:08.040] したなんか今不穏だったなちゃんと晩ご飯
[02:13:12.639] 食べ
[02:13:14.960] なさいさあ晩御飯だ
[02:13:22.119] いただき
[02:13:27.719] ますカレ
[02:13:33.559] だ
[02:13:38.159] 早おいみんな風呂入る
[02:13:44.280] ぞ私は嫌だ
[02:13:46.719] よらそう
[02:13:50.040] だろ男の子たちも何歳かわかんないけど
[02:13:53.040] うわすごいなすごい
[02:13:57.280] なすごいな
[02:14:01.520] ええこんな家やだな俺もさすが
[02:14:06.360] にでもマジででけブロあまそうだけど
[02:14:13.920] さ広いのによって入るの
[02:14:19.639] は終ってから
[02:14:23.320] 入うわやだなええ何この人入ってもこんな
[02:14:27.960] に余裕ある父ちゃん話があるんだなんだ
[02:14:32.239] やこれ1人で入れたら実は僕え実は僕女に
[02:14:37.719] なりたいんだ手術を受けて女になりたいん
[02:14:40.239] だえ分かる俺は応援するぞお何これえ
[02:14:44.360] おもろそうなんだそれあわかんないわかえ
[02:14:51.360] 面白
[02:14:52.320] そうもし殺面白そうだ
[02:14:56.159] ぞ理解が
[02:14:58.480] 早いモ撮覚えたちょっと次やろうずもすぐ
[02:15:04.719] 次
[02:15:08.040] 行く星こののいやこれ女の子多分女の子
[02:15:14.040] やって女の子ハッピーにしたら多分
[02:15:17.480] めっちゃいい感じなんだろうなこいつの
[02:15:19.480] 最高の1日一緒に入ってくれるんだよ
[02:15:24.320] きっとうわ諸星達也おもろそうだな女に
[02:15:28.000] なりたいすごいね2004年でLGBT
[02:15:31.840] 意識していますいいゲームですこれはスチ
[02:15:35.000] さんどうですかいいゲームですよ
[02:15:37.960] ねTwitchの大好きな
[02:15:40.559] LGBT多様
[02:15:42.719] 性あランクはAだけどランクはAだけど
[02:15:49.000] 最高の1日ではないと
[02:15:55.599] 今だ勢の流れがもう来てるの
[02:15:59.079] に何ダD
[02:16:06.960] Deiあれなんか諸星1人足ん
[02:16:11.559] ねえ諸星クコファミレス店員行動は全て
[02:16:15.000] 家族一緒でという父のえやり方に不満いつ
[02:16:18.520] か家を出ていくことを願っている職場では
[02:16:21.199] だらけていて真面目な同僚え近藤地にを
[02:16:24.280] 馬鹿にしている
[02:16:26.360] うんあとも立レンタルビデオ店員え趣味
[02:16:30.960] 女装え女になりたいと真剣に考えているが
[02:16:33.719] 打ちられずにえ現在性転換手術をすること
[02:16:36.639] を検中え手術の前には家族に打ち明けなく
[02:16:40.000] てはならないと考え
[02:16:42.760] てる
[02:16:44.559] え俊えソフトソフト会社社員え性的興味が
[02:16:52.040] 性的興味が強く常に美しい女性を眺めた
[02:16:55.160] 妄想にふけている愛読書は全ての成人男性
[02:16:57.760] 向け男子でえ雑誌でえ自宅職場問わずに
[02:17:00.840] 至るところでその雑誌を読み嫌がられてい
[02:17:03.439] お疲れすごいだなM
[02:17:07.080] こんばんは諸星なんて読むんだろこれ音子
[02:17:10.359] なんて読むのこれ工事現場監督あそうなん
[02:17:17.000] だあこって読むんだこれでえだが元気に
[02:17:21.920] かつ超スピーにしていく監督女性なんだあ
[02:17:26.399] あああの監督かあじゃ給料前がりできん
[02:17:30.080] じゃないが
[02:17:33.880] え変人トロイの家族や職の人間たちが切に
[02:17:39.000] スパルタパワーで引っ張る
[02:17:41.399] ああおもろそうなやついる
[02:17:45.559] なあもろたつも面白そうだけどねもろたつ
[02:17:49.120] も
[02:17:55.840] えどうしようかな小花花田て
[02:18:00.439] 誰居酒屋店主ねえ性格面倒みよく優しい
[02:18:06.719] 現在ダイエット中だが自宅や店で食べる
[02:18:08.559] シンを見せつけられ食欲を煽られることに
[02:18:10.840] 悩むコンビニ店員田中竜とは古からの
[02:18:15.280] 主あ居酒屋いいのかな
[02:18:21.040] ではある
[02:18:22.000] な相澤これ花屋の天使だよな
[02:18:26.679] うん福田金子
[02:18:29.800] あーえ誰行こっか
[02:18:34.000] な誰行こうかなわわはどっちもやった
[02:18:38.920] な
[02:18:41.000] 斎藤斎藤よしあキャバクラのママねホステ
[02:18:45.559] たちの質の低下が激しく質の低下悪化して
[02:18:49.040] いく水の経営状態に深く悩む新たな客との
[02:18:51.479] 有能なホステを探してホステスを探して日
[02:18:53.960] はいろんなところでスカウト活活動と営業
[02:18:56.559] 活動を続ける
[02:18:58.359] あこれもまあ面白そうではあるえ何誰見
[02:19:03.080] たい見てえやつ
[02:19:08.000] いる青いところがやってないところなのか
[02:19:12.559] 早
[02:19:14.399] あ松岡松岡や
[02:19:17.559] かサコンビニ店員かつ自己中心的とにかく
[02:19:23.000] 楽して暮らしたいというのが夢えバイト先
[02:19:25.599] のコンビニや工事現場でることばっかり
[02:19:27.599] 考えている趣ゲームセンターでゲームを
[02:19:29.960] すること
[02:19:34.319] うん泉だ泉だ行出版社社員え性格しか地味
[02:19:40.599] な会社員と派手なホステスの二重生活を
[02:19:42.639] 送る社長小森男とは愛人関係金払いの悪さ
[02:19:46.479] に不満を持ち新しいパトロンを探している
[02:19:49.660] [拍手]
[02:19:52.479] な全然似てねえ
[02:19:54.520] わ怪のもまで全然できなくなっちゃった
[02:19:58.080] 笑笑前ちょっとできたのに
[02:20:01.800] バお何やってんだあの鉄骨ありな
[02:20:08.520] 笑笑えどうしようか
[02:20:11.640] なえ誰
[02:20:14.319] 行く誰
[02:20:16.760] 行く誰見たい原
[02:20:20.960] 田原
[02:20:22.730] [音楽]
[02:20:24.680] 行くおもろそうなやついねえか
[02:20:30.630] [音楽]
[02:20:35.080] な全然行ってねえとこ行きたいんだよなま
[02:20:38.240] この辺でもいいのか
[02:20:43.359] な
[02:20:45.040] 石も
[02:20:47.120] な動あミリタリーマニア
[02:20:51.880] 常に銃を所持し常にを所持しはやべえ
[02:20:56.120] だろ同僚の星え花田桜子のまに不満を持っ
[02:21:01.399] ているが言い出せない花田子って誰だあ
[02:21:04.840] 花田さんかあはいはい主ね多分これ家に
[02:21:09.560] いるあ主行こうか
[02:21:12.160] ないいのかな主行くわせるとこ行こう確実
[02:21:16.240] に起こせると分家にいるんだと思うんだ
[02:21:18.800] こいつないと始まんない
[02:21:31.080] からなんか今なんか今家族団欒がどう
[02:21:34.560] のこうのって出てたね今
[02:21:37.000] な絶対もろ星だろ今の
[02:21:54.640] 花田花田なんだろなんて花田なんて読とと
[02:22:01.640] よと花だけ朝46歳豊か豊かゆああ
[02:22:09.359] ほら固まってら起こさないんかい汚ねえ家
[02:22:14.680] でも一軒やだな最また太ってきやがったな
[02:22:21.160] 気をつけねえと
[02:22:25.359] な今日もぜ絶対感触しねえぞいい
[02:22:32.120] ね名前ことごとく読めない
[02:22:37.680] のい花田
[02:22:40.359] たまき沖の
[02:22:44.520] たまきもう1度やってみる
[02:22:48.439] かおい起きろよ
[02:23:00.290] [音楽]
[02:23:04.520] 全裸ボーナス
[02:23:11.840] 1
[02:23:13.600] あれどうしたのかしら固まってたんだ
[02:23:18.160] よ固まってた私が
[02:23:22.350] [音楽]
[02:23:27.000] 本当だっって信じろよそうね
[02:23:32.479] ありがとういい
[02:23:34.680] ぞ娘もいるって書いてあったけど娘はい
[02:23:37.840] ないの
[02:23:44.279] かあんた
[02:23:47.000] ちょっとなんだよ
[02:23:54.439] おいおめえ大丈夫
[02:23:56.160] か大丈夫おいそんな行ってえのかよ
[02:24:00.040] 何何何大丈夫なんだけどこちの首あなんか
[02:24:04.160] 首になんかコルセットコルセットつけてん
[02:24:07.000] な
[02:24:15.319] なんかああなるほどあなるほど
[02:24:19.359] ねつってんのにコルセットつけ
[02:24:24.240] てあれしてん
[02:24:27.600] だ俺と一緒だなイベントのえなんかえ
[02:24:32.080] なんか踊ってるなあいつあいつなんか踊っ
[02:24:34.640] てる
[02:24:36.680] な全然元気
[02:24:40.140] [音楽]
[02:24:46.720] じゃんいゆのダスなんかも
[02:24:52.319] そんなちょっとこれは
[02:25:08.200] あげる花の店野菜入ってんだろうな花の上
[02:25:11.720] のガキはどうしてるかなあいつも真面目に
[02:25:14.200] なんねんよ
[02:25:16.960] な田中の店
[02:25:21.479] 娘いなかったな汚ねえななんだよお前この
[02:25:26.240] 玄関娘いないんだお家になだ娘起こせるか
[02:25:30.319] と思ったんだけど
[02:25:58.680] セミの鳴き声聞くと夏が
[02:26:02.160] こいしい情緒感じてるやついる
[02:26:06.120] な
[02:26:09.399] 笑笑冬の方がいいじゃんよ夏よりやだよ俺
[02:26:14.399] これから暑くなん
[02:26:17.720] のああ凍ってますよ
[02:26:22.960] おおめっちゃ凍ってるん
[02:26:24.920] じゃん今年の冬比較的寒すぎなくてよかっ
[02:26:28.640] たえ寒かっ
[02:26:33.800] た他人人か起きろ田中
[02:26:43.230] [音楽]
[02:26:51.520] いいね51あと
[02:26:53.520] 半分去年買ったコート暖かかったのか
[02:26:57.439] なお来た
[02:27:03.279] ぜ田中客が来お客が来た
[02:27:07.279] ぞおなんだ鼻高どうなってんだ鼻高じゃ
[02:27:11.520] ねえさと仕事しろ
[02:27:21.640] 弓の結婚がうまくいくようにああ今日のお
[02:27:25.680] 夕飯は奮発しよう腕によをかけて作ん
[02:27:28.200] なきゃあお母さんだ塚君のお母さんだお
[02:27:31.960] 今夜ご会翻者を連れてくるっていうし奥
[02:27:35.800] さんの料理じゃ話もまとまるわなわいいね
[02:27:39.680] この旦那丸め込めりゃあいいねあこういう
[02:27:44.720] のがあるからいいですねこのゲームね
[02:27:47.760] 繋がってるんですよ
[02:27:53.200] おつ君のお母さん
[02:27:58.520] だおっとこの魚
[02:28:05.640] いただきおお随分買ってくれたね男の
[02:28:08.880] 買い物はこうでなくちゃ
[02:28:11.160] なさすがは花
[02:28:14.160] だ腹の二男は違う
[02:28:17.359] ね俺が常連で良かったろうが
[02:28:20.720] ああ全く花田様様だ
[02:28:23.120] ななかなかいいいいいいやっぱいい関係
[02:28:27.399] 気づいてるなこいつは中間男性のあこだ
[02:28:32.279] 新刊が出てるぞ気になる中年の満解消
[02:28:39.479] 50買って帰って便所で読むぞ
[02:29:01.479] 便所で読むと家族に怒られる
[02:29:04.279] ぞ俺もガキの頃はさお父さんの便所なげえ
[02:29:08.319] なって思ってたけど今分かるわ俺帰ってき
[02:29:11.640] て便所から20分ぐらい出てこ
[02:29:16.040] ない何するわけでもなく
[02:29:19.040] もうあつって笑笑なかそんなそんな何もし
[02:29:26.120] てない何もしてないスマホじってるかなん
[02:29:31.800] だうんちがしたいわけじゃもないのに
[02:29:34.479] とりあえず座る出したままいる字になるよ
[02:29:37.399] なんか言うよね言う言うよねそれ
[02:29:46.160] ね俺でもだよんとんのう暗いトイレ長いよ
[02:29:52.040] な本当に死んでるパターンもあるしなそれ
[02:29:55.359] トイレ寒く
[02:29:56.720] て立ち上がった瞬間にガーこな族はみんな
[02:30:00.200] 字な
[02:30:01.080] のじゃあの座って穴の開いたとこに座っ
[02:30:04.840] てるとじゃないあのケだし
[02:30:07.600] て裸でいると字ってわけじゃなくてあそこ
[02:30:10.439] で座ってるとなわかん
[02:30:14.760] ない居酒屋いいのかお客さんと一緒に入っ
[02:30:18.279] てきた
[02:30:24.319] あなんか店員いるなあこれあれか社長か
[02:30:28.640] 便座で圧迫されて血流が悪くなるからだよ
[02:30:31.800] あそうなんだケツの穴を日光よくさせると
[02:30:34.960] 健康にいいらしい
[02:30:36.080] [音楽]
[02:30:38.240] よ厨房は俺れっちの戦場
[02:30:42.240] よ寒さでになるなら民みんな地持ちだ
[02:30:47.640] よそうだよな寒いもんてどこからがし何が
[02:30:51.960] どこからがどこからもつも
[02:30:57.000] ないしょあいい感1個できるけどこの後
[02:31:01.359] この後ハート
[02:31:03.640] よしたくさん出せよハートマで穴が切れた
[02:31:07.920] ら俺あの今案件で変なダイエット薬の変な
[02:31:12.120] のやってるそれは切れてるだけだけ変なの
[02:31:14.359] やってんじゃんあれ別に俺あの
[02:31:16.520] Twitterで受けてる案件だから配信
[02:31:18.160] で何言ってもいいんだけど
[02:31:20.960] て
[02:31:22.479] あのあれと一緒になんかサービスでなんか
[02:31:26.600] 便を助けるなお腹の消化を助ける変な材
[02:31:30.160] みたいなもらって飲んでんだけどそれ
[02:31:33.840] を飲み始めてTwitter案件そう飲み
[02:31:37.560] 始めてあのね今日死ぬほど死ぬほど超立派
[02:31:44.439] なうんこ出たごめんな汚い話びっくりした
[02:31:47.080] 写真撮るか迷ったね
[02:31:50.160] 迷たマジでうわ何この
[02:31:54.760] ちもうスカイツリーみたいななんでこんな
[02:31:58.120] ド出てんねって欲しかったえ取ってみんな
[02:32:01.920] に送ってよかったこの焼き鳥焦げてるわよ
[02:32:04.960] ありどうもすませ素とが焼いたみたいじゃ
[02:32:08.720] ないのうぜえババマジゴミだ
[02:32:16.399] なかったの高
[02:32:21.240] そんくらいはあっ
[02:32:26.160] たってうわあ弱くあってくれよお前頼むよ
[02:32:29.880] もうないでいいかあっても打てねえよお前
[02:32:32.680] なんかミュージックスターお腹元気だった
[02:32:35.000] んだねお腹元気今日
[02:32:48.470] [音楽]
[02:32:50.200] ダイエットなんて無理無理うるせえ俺も
[02:32:52.040] 頑張ってん
[02:32:55.600] ね頑張ってるとやって
[02:32:58.600] ない案件だから
[02:33:01.359] ね案件だ
[02:33:10.040] から
[02:33:17.160] はやあも早いよなんだよこいつ強え
[02:33:30.160] ない感使っちゃった
[02:33:33.630] [音楽]
[02:33:36.840] やデデ
[02:33:39.320] [音楽]
[02:33:52.760] なんかでもこのゲームさ本当にさ
[02:33:54.240] アクションゲームとかみい完
[02:33:59.040] あのあの見てるだけだからさちょっと
[02:34:01.960] 眠たくなる
[02:34:05.000] わ完璧だっ
[02:34:08.479] たああもういい感もねえしよあああもう
[02:34:13.080] 吸い取ってあげらないよそれ
[02:34:32.510] [音楽]
[02:34:48.640] おもう
[02:34:55.439] どこなんじゃ
[02:35:02.120] そりゃこれちょっとまだな
[02:35:14.279] うんや
[02:35:16.600] 全然ね
[02:35:21.080] いいんだけどこれ全然いいんだ
[02:35:24.760] けどちょもう次違うゲームやろうか
[02:35:29.319] なちょっともう次違うゲームやろうかな
[02:35:32.319] なんか急に急にあ飽きた飽きたっていうか
[02:35:36.960] えこれ見たい
[02:35:38.399] 笑笑え見たいこれいや見たけりやるけど
[02:35:42.439] みなも飽きちゃったいやなんかそのえこれ
[02:35:46.080] マジで100人マジで100人やるのかな
[02:35:49.160] と思って
[02:35:51.439] マジで100人やるのか俺
[02:35:54.040] これいやそのさなんか
[02:35:56.680] もなんつろ内容は面白いんだけどゲームと
[02:36:00.399] してはやること
[02:36:01.640] がやるのかな居酒おあおいデさんへい何で
[02:36:06.560] し
[02:36:08.200] たすはい
[02:36:13.580] [音楽]
[02:36:16.720] よゴール決めるか
[02:36:19.630] [音楽]
[02:36:21.240] とりあえず100人起こすまではやる
[02:36:24.960] かいやもうなんかもうちょっとド出すなっ
[02:36:36.920] てお疲れ様ですお腹元気出た出た
[02:36:43.300] [音楽]
[02:36:49.920] 元気お腹元気えこれドガさんこれどこまで
[02:36:52.880] やったのエンディングとかあるのこれって
[02:36:55.160] 最後までやった
[02:36:56.720] のなんかななんかなんだかわかんねどう
[02:36:59.479] なって何が何
[02:37:01.080] だシこれどこまでやったエンデンまで行き
[02:37:04.120] ましえエンディングってこれ100人やる
[02:37:06.319] のこれ
[02:37:12.840] 全部俺途方もなく長いなと思っ
[02:37:19.680] だなってる
[02:37:23.279] よ100人やる必要はなくて100人起
[02:37:27.000] まで100人起こすまでなんだあじゃあ
[02:37:30.680] やろうよそこまではそこまではやる
[02:37:33.520] わ100人これプレイすんのは結構だよ
[02:37:39.279] ね100人起こすまでじゃやろよちょうど
[02:37:42.479] 今半分ぐらいだ5050人あと残り50人
[02:37:46.080] ぐらいいいねいいねやり
[02:37:49.820] [音楽]
[02:37:53.920] ましょうそん中であこいつおもろそうだ
[02:37:56.920] なっていうやつを見てこうやっぱねこれ
[02:37:59.600] シナリオもやっぱおれやつとやめようとし
[02:38:01.760] たのにねおれやつとおれおくねえやつが
[02:38:05.080] いる
[02:38:10.120] からだやりていゲームいっぺいあんだって
[02:38:13.279] マジでやりていゲームいっぱいあんだ
[02:38:17.120] よあの
[02:38:19.960] じちゃんを土日呼んでさまたコントラやり
[02:38:23.319] てえなって思って
[02:38:34.520] さ地獄コントラ腹減りすぎると逆に感じ
[02:38:38.800] なくなってくるな
[02:38:52.640] こんな道ク出さねえでくれよダイエット
[02:38:55.319] 大変だよ
[02:39:01.330] [音楽]
[02:39:04.120] なまたチョコモナカジャンボ像ある
[02:39:07.600] よ何チョコモナカジャンボ像って何配信外
[02:39:12.359] であョあジャカセ確保してましたねえ
[02:39:19.760] のおすめのさ充電機誰わさやっぱりわさ
[02:39:24.560] わさか福田
[02:39:26.920] エミリーあの辺じゃない
[02:39:29.920] やっぱいやこれエナジーやっぱ大事だよ
[02:39:34.560] ね開幕いい感ぶっこまないと
[02:39:39.000] さちょっと話がやっぱ幸せな方向に行か
[02:39:42.359] ないんだ
[02:39:43.190] [音楽]
[02:39:44.640] よ開幕いい感ぶっこんで
[02:39:51.920] えなんてキャラが1番ハート出たちょっと
[02:39:54.560] 教え
[02:39:56.160] て俺わサラかなと思ってるよ
[02:40:00.080] わさあいつなんか100万円ねとかってん
[02:40:03.439] バカでけえ
[02:40:06.319] ハートランクBなんとか完食するの我慢
[02:40:09.680] できたぜ俺ち結構意が強いよな意が強かっ
[02:40:12.920] たら太ってないんだよ
[02:40:22.479] あほらちょうど半分だ
[02:40:27.160] 4951明日早いがまだやる
[02:40:30.560] [音楽]
[02:40:34.080] ぞいセブすっかえー次誰行こうか
[02:40:44.290] [音楽]
[02:40:47.920] なはいっぱい出すやつがいいんだよ
[02:40:53.120] ねこのゲーム情報がなさすぎてネットで
[02:40:56.640] 攻略調べても何も出てこねえからさ誰が
[02:40:59.920] 多分多分調べても誰が1番把握出るのか誰
[02:41:02.840] も知らないと思う3000本しか売れて
[02:41:05.160] ないから
[02:41:10.640] ねえー誰行こうか
[02:41:14.359] なえ松岡
[02:41:20.120] 松岡って先生だよなやった
[02:41:23.479] よ松岡ハッピーエナジ
[02:41:26.760] 100ハッピーナジ100だけどな
[02:41:32.880] まついや松岡充電機行く
[02:41:40.160] じゃあ松岡式充電器行くか
[02:41:44.840] じゃあ今ないから
[02:41:49.960] 1回ちょっで松岡やってくるか松岡充電
[02:41:53.399] 機もう1回見ることになっちゃうけど多分
[02:41:56.240] 今多分橋元瞳とか起きてるしもしかしたら
[02:41:59.120] 最高の1なんじゃねえかなわかんない
[02:42:06.200] けどちょっとハートために行く
[02:42:09.200] わほんでなんかキャラたくさん起こしそう
[02:42:12.640] なところぶっ込んでハートボガンガン感
[02:42:16.279] 使ってあとはあの変な邪魔が出てこねえと
[02:42:19.960] いいんあいつがいるとい感持ってかれる
[02:42:21.760] から
[02:42:32.920] な開幕100だからなお前頼むよいい感
[02:42:38.000] 作るぞうんいい朝だ
[02:42:40.479] なひとさん好き
[02:42:43.279] だおし気持ちのいいところ
[02:42:46.920] で今日こそダ教室ひさん
[02:42:51.920] に俺は好きだというのだこっち視点では
[02:42:55.359] 言えてなかったからなまだ瞳さんが固まっ
[02:42:57.800] てたからおわめあすごいわすごいめっちゃ
[02:43:01.279] ハート出る
[02:43:04.240] わいい
[02:43:11.319] ぞよし牛乳だ
[02:43:22.840] おおいいねいいね確かにハートすげえ出る
[02:43:27.120] な
[02:43:28.040] こいつやっぱり牛乳は最高
[02:43:31.399] だあもごめん間違えたごめんごめんごめん
[02:43:34.279] 間違えたあわあボタン待て
[02:43:37.720] うわー
[02:43:39.560] [音楽]
[02:43:41.200] うわーあ
[02:43:44.920] 笑笑
[02:43:47.399] わあ笑笑
[02:43:51.040] 笑笑何何回目
[02:43:53.920] や
[02:43:59.040] 笑笑幸せだ
[02:44:01.640] なこいつ今目に見えないけど多分幸せ
[02:44:05.359] 200だぞ今あれドンキーコングの無限
[02:44:08.680] 増殖と一緒で99所増えねえけど見えあの
[02:44:11.439] 何期まででも増えるみたいなこいつ今幸せ
[02:44:13.920] 200ありますリセットすれば幸せボタン
[02:44:16.600] を押すと茶が不幸せになるのすればセーフ
[02:44:20.880] リセットすればセーフセーブしたよな
[02:44:23.560] さっきな1回な躊躇ないですリセットと
[02:44:31.240] かやだよもうさっさとやろう
[02:44:35.080] ぜ間違って押ししまった右にでっかいド
[02:44:38.640] 見えたわ
[02:44:40.840] 今みたいなでっけえド出た今1日終わる
[02:44:44.279] まではセーブされないはずですのでそうだ
[02:44:46.560] ねそうだよねなんでこのゲームにそんな
[02:44:49.359] 詳しくなってるリセットは当時の子供も
[02:44:52.279] 使えた技術だからそうだそうだよステート
[02:44:54.359] セーブだubbiなそれ聞いたことにねえ
[02:44:57.520] かこのゲームしか作ってねえんじゃねえ
[02:45:04.220] [音楽]
[02:45:06.800] かああいいよああね今日取ったかんなこの
[02:45:11.680] 最高の1日よなよかったな
[02:45:16.970] [音楽]
[02:45:22.319] いやでもプレステ2S端子めちゃめちゃ
[02:45:25.439] さんはバカポジティブなのでかなり多く
[02:45:27.840] 出しますよバカ
[02:45:31.720] ポジティブ聞いたことありそうでない単語
[02:45:34.560] かもなバカ
[02:45:36.359] ポジティブああよかったセーブされ
[02:45:39.680] てるごめんもう1回やらせてバカ
[02:45:42.399] ポジティブ行かせてバカポジティブこと
[02:45:45.000] あるん
[02:45:45.800] だバカポジティブ行くかさん頼む
[02:45:51.200] よごめんねちょっと四角ボタン絶対押し
[02:45:53.880] ちゃだめなんかさなんかどっかのボタンっ
[02:45:55.920] てなんかさ早送りボタンみたいのあったと
[02:45:58.000] 思ったんだけどねえんだななめっちゃ
[02:46:00.640] バーって早くできるようなボタンがなんか
[02:46:02.640] どっかあった気がしたんだけど
[02:46:04.680] ないなんかあったよ気がすんだよな
[02:46:07.200] キャラクターの動きめっちゃ早くなる
[02:46:15.760] やつ配信外で信でやったんだこれ配信で
[02:46:22.279] さん起してるとちょっとうみが落ちますが
[02:46:25.319] ひさんと佐野さん誰だ野さんてひさん落ち
[02:46:29.520] て起こしてる
[02:46:31.399] よかなんでそんなめっちゃもうあれじゃ
[02:46:34.760] ない多分今日本で一番詳しいんじゃない
[02:46:36.760] このゲーム攻略サイト作ろう
[02:46:40.960] よ笑笑俺たちの後に続くこのゲームをやる
[02:46:45.920] 配信者のために俺これ終わったらマーブル
[02:46:48.680] にマーブルに投げつけようと思ってるから
[02:46:50.920] お前これ
[02:46:51.920] やれクリアまでやり
[02:46:54.520] なさいマーブルに送りつけようと思っ
[02:46:57.840] て
[02:47:04.279] すげえマーブルにこれとこれとスキ爆発
[02:47:07.600] 送ろうと思って変なゲームしか送らん
[02:47:11.439] マーブルにこれとえっとスキ爆発とセガレ
[02:47:18.960] 困ったらこれ呼んでって有料の手にする
[02:47:22.359] いい
[02:47:23.120] ねにし内に入ってるからな鈴木爆発はいい
[02:47:27.800] ね続き爆発と本当はなんかあのポリス
[02:47:31.680] ノーツ貸してって言われてたんだけど
[02:47:33.279] ポリスノーツ貸さないたえちょっと送んの
[02:47:35.840] めんどくせえなとかって言ってたらあいつ
[02:47:37.479] 自分で買っちゃったついになんかツイート
[02:47:39.399] してたけどあ買ったんだ
[02:47:44.120] ごめんポリスノー使ってた
[02:47:50.960] きまず気まずくねえ
[02:47:56.000] だろポリスノーツは送んないけどこれだっ
[02:47:58.720] たら喜んでおるむしろ買わせる予定まで
[02:48:02.040] あった買わせる予定まであっ
[02:48:07.640] たうわマジバカポジティブだなハートしか
[02:48:11.640] 出ねえぞ今ん
[02:48:15.000] ところ
[02:48:17.720] 家しいたらまずなんだこの
[02:48:21.560] 家間取りもわけわかんねえしなここ何なん
[02:48:25.160] だここ一応ダイニングキッチンになんのか
[02:48:35.160] ここどんな間取りだ
[02:48:37.840] よスクワットでハート出る神経
[02:48:41.760] 羨ましいでも筋トレしてるやつってそう
[02:48:44.080] じゃんなんか筋肉痛が嬉しいみたいな言う
[02:48:47.080] じゃん
[02:48:51.479] だもちっちゃいちっちゃいハートしか出さ
[02:48:54.279] ねえな筋肉とのタは
[02:49:02.040] なあ変な服その
[02:49:08.240] 黄色いまあでもどうせやったら筋肉痛なら
[02:49:11.600] ないと悲しいなまま筋トレやるんだった
[02:49:13.720] そのうち筋肉に名前け始めるからねな松岡
[02:49:19.279] を始めとした小学生たちですあ小学生は
[02:49:23.720] やっぱハート出します
[02:49:25.680] か全然知らないそがちひろどこにいるの
[02:49:30.600] それ見たことも聞いたことないぞ
[02:49:34.040] そがいいな小学生ちょっとウォッチしたい
[02:49:37.200] かも小学生見に行こうか
[02:49:41.760] な今んとこ小学生なんてにれてますからね
[02:49:46.359] ちょっとねたはやっぱば
[02:49:50.880] 今日も俺多分1日振り返ってハート出たの
[02:49:53.239] めっちゃでかいうんこ出たかもなそれが
[02:49:55.319] 一番一番でかいハート出たわ
[02:49:57.920] うわみたいあれ以外ドしか出てない眩しい
[02:50:01.200] よげうんあれ以外ドしか出てない残業だっ
[02:50:05.239] たし今日めっちゃでかいうんこ出たんだ
[02:50:07.239] 本当にびっくりするぐらいでかい
[02:50:10.399] うんこもう
[02:50:12.279] なんかそのベルト閉めたら明らかにする前
[02:50:16.080] とした時で全然違うめっちゃ出た3cm
[02:50:19.680] ぐらいえもう
[02:50:22.439] えどん
[02:50:24.760] くらい
[02:50:26.279] え結構すごかったよ15cmぐらいあった
[02:50:30.479] んじゃ
[02:50:33.080] ないこしてアメリカ
[02:50:36.000] はガスは止めガスは止められちゃったけど
[02:50:39.720] なんだよ直系が直系はやべえだろ曜追は
[02:50:45.160] ちゃんとう配あるの思い出したのが一番
