[00:00:08.400] う、
[01:56:54.520] ここだ。
[01:56:55.440] なんかTwitch
[01:56:56.199] でインゴルクめっちゃ言ってるやつめっちゃキモない。
[01:57:01.026] [笑い]
[01:57:01.840] 俺今めっちゃキモい配信者なってない?だよ。
[01:57:05.719] Twitchでイン務56
[01:57:07.280] で配信してるやつ。
[01:57:09.760] そうだよ。
[01:57:13.760] Twitchでイン務言ってるやつ。
[01:57:16.000] 今キモかったね。
[01:57:17.239] だいぶキモくない?だいぶキモいよね。
[01:57:19.365] [笑い]
[01:57:30.920] チャンネル、チャンネルポイント入れよっかな。
[01:57:36.159] そうだよ。
[01:57:37.119] おっと。うか。
[01:57:48.000] 頼む。1匹でいい。
[01:57:50.199] 1
[01:57:50.360] 匹でいい。
[01:57:51.239] でも、
[01:57:52.119] MPが足りない。
[01:57:56.400] 殺せ殺せ頼む頼む頼む頼む殺してくれ。そっち系の重要って何?あ、ホモにい俺ゲに持てるよ。ゲに持てるよ。俺
[01:58:13.079] 1回俺あれ本当にゲイにあの
[01:58:15.000] あったら困るでしょ。
[01:58:16.119] ゲイのリスナーがマジでそいつに気に入られてなんか配信でコラボしてくれつってさ。そう。
[01:58:24.211] [音楽]
[01:58:24.560] あの、お気に入りのくまさんっていう
[01:58:27.079] なんか、あの、なんか前、昔ね、俺が
[01:58:29.560] YouTubeやってた時にゲイの子が
[01:58:32.400] なんかいたの、俺のリスナーにね、で、
[01:58:34.000] めっちゃ俺のことタイプですって言われて
[01:58:35.880] 、なんかその子はなんかあの、ツイキャス
[01:58:39.880] やってたん。ツイキャス。ツイキャスやっ
[01:58:41.920] てて、俺ツイキャスやってなかったんだ
[01:58:43.360] けど、そん時だもなんかその、ちょ、僕の
[01:58:45.480] 配信とちょっとチャマさんとお話ししたい
[01:58:47.560] んで、ちょっと来てくださいって言われて
[01:58:49.199] 、そい、そのツイキャス行ったのよ。で、
[01:58:53.480] なんコラボ[音楽]配信みたいな感じで
[01:58:54.840] なんかわかんないけど言ったら俺以外に
[01:58:57.480] もうすでに4人ホモがいてホモって言い方
[01:59:00.440] よくないんからわかんないけどゲイがいて
[01:59:03.480] もうそのゲイたちに囲まれてなんか哀れな
[01:59:06.719] 獣みたくなっておイデブ来た池デブが来た
[01:59:10.280] みたいななんかさなんかめっちゃコメント
[01:59:11.679] で言われて
[01:59:14.119] どんな男が好きなのとか聞かれためっちゃ
[01:59:20.239] でなんか次の日その配信終次の日さ、
[01:59:24.599] Twitter
[01:59:25.040] になんか通知来てるなて思ったらなんか
[01:59:28.840] お気に入りのくまさんっていうなんかリストに
[01:59:32.239] ぶち込まれてたわ。
[01:59:36.280] 仙台のゲイバーの店長みたいなやつが笑。
[01:59:40.480] 仙台のゲイバーの店長みたいなやつにお気に入りのくまさんっていうなんか太った男しか入ってないリストにぶち込まれてた。
[01:59:42.157] [音楽]
[01:59:47.520] くまさんのリストにぶち込んでやるぜ。
[01:59:48.707] [笑い]
[01:59:52.119] マジでFF外から失礼します。だったわ。
[01:59:56.320] ダブル
[01:59:56.960] イそうだったんでのリストにぶち込んでやったぜ。男好きそうだったんで。プラスさんこんばんは。
[02:00:11.480] 熊線っていう世の中にはくませっていう人
[02:00:15.199] たちがいまして太った男の子が好きな男の
[02:00:18.560] 人がやっぱいるわけですよ。そういうのに
[02:00:20.360] 持てるわけだ俺はな。しかもそん時俺髭
[02:00:23.320] 生えてたからやっぱ髭もまたちょっとその
[02:00:26.800] ゲイたちの間ではやっぱもうグーなわけ
[02:00:29.119] ですよ。[笑い]
[02:00:30.599] 髭も生えててグー。
[02:00:36.480] しばらくゲイが俺の配信にいたな。
[02:00:43.280] あ、はやぶさ切りも行けんじゃん。し、はやぶさぎり。これのために生きてるようなもんだろ、俺は。もう超は早やぶさ切りじゃねえか。こんなんメタル狩りめっちゃできるぞ。ビーストモードの超早ぶさぎやればいいんでしょ。
[02:01:01.520] メタルこれでええやん。
[02:01:02.920] 勝ったな。勝ったな。勝ったな。
[02:01:08.560] もう冬月つき先生になっちゃうよ。勝ったな。
[02:01:13.520] ここだ。
[02:01:16.840] こうやってなると全然出てこねん。
[02:01:18.679] てこといきなりは早ぶさび切りしてすいません。勝ったなの
[02:01:23.599] 56なん?
[02:01:25.040] いやいやいや56
[02:01:26.679] じゃないよ。勝ったらは別に[笑い]
[02:01:28.960] 56
[02:01:29.280] じゃないよ。勝ったらはあれだよ。あのエヴァンゲリオンのあの冬月つ月先生が言うんだよ。
[02:01:36.560] 勝ったな。あ、来た。これもう超早ぶり
[02:01:40.800] 風呂入ってくる。はスラングかな?やっ
[02:01:41.368] [音楽]
[02:01:44.599] 勝った。え、それってスランクなのかな?やったぜ。成し遂げたぜ。おいやおやお。
[02:02:05.079] 全然枯れへんやろ。
[02:02:10.599] いやお、
[02:02:16.040] 全然語れへん。マにゃお。マにゃーオがいます。
[02:02:22.800] 受けてみよ。
[02:02:29.440] トン。
[02:02:32.880] え、ちゃんってまだ配信やってないの?マにゃおは。マにゃおまだ配信やってないの?
[02:02:39.840] ええ、もう許してあげてよ。俺布団とんちゃん結構好きだったから。ちんちこちんだからな。
[02:02:50.079] ちんちこちんちん。
[02:02:51.119] のメニューにちポつけようぜ。
[02:02:52.764] [笑い]
[02:02:54.800] なんかさ、
[02:02:57.280] うんこちゃんもさ、カラオケでちんちん
[02:02:59.360] 出したかなん、ケツ出したかでなんか
[02:03:01.599] なんな、ああ、あの2人カラオケ行くと
[02:03:04.400] 何こ出しちゃうんか?
[02:03:07.175] [音楽]
[02:03:13.199] あもレベル上がっちゃった出て
[02:03:14.719] ジャパリパーク歌ったね。ね歌ってたよね
[02:03:17.440] 。メニューに生ちんついちゃったから。
[02:03:21.880] いや、つけてないって言ってたじゃん。つけてないっていう本人は言ってたよ。
[02:03:27.040] なんかこれの布団んちゃんがなんかさ、お尻叩えて消える動画回ってきてめっちゃ笑ったわ。なんかしょうがねえなとかつってあらよっとお尻叩いてバーンって消えるやつ。何あの動画?
[02:03:27.480] [笑い]
[02:03:41.599] あれいいよね。あれおもろいよね。あれいいよね。
[02:03:48.520] パン笑しょうがねえなとかつってなんか来た来た来た来た来た。
[02:03:50.405] [笑い]
[02:03:59.679] 叫んで消えるネットミームが元々海外であってそれのお前
[02:04:04.000] へえ
[02:04:05.960] ここだ。
[02:04:07.040] 間違ってゾンビ切りやっちゃって。ゾンビ切りやっちゃって。
[02:04:11.365] [音楽]
[02:04:13.559] ここだ。
[02:04:14.760] ナイス。
[02:04:17.800] 気持ちいい。
[02:04:20.920] ナイス。
[02:04:21.880] 素早の種ばっか落ちるやん。
[02:04:27.679] こう乳首の周りを乳首の周りをこう必要に
[02:04:34.760] せ上げ
[02:04:48.800] 中いかわかんないんだけど。[笑い]
[02:04:51.360] 他の配信者ってレベル上げ何してるの?下ネタ言うぐらいしかないんだけど俺。山を乳首に見立ってその周りをぐるぐる回るっていう。
[02:05:06.320] ああ、こら何黙っとんね、お前ら。もうメダパニとかやめてよ。
[02:05:24.040] せ、
[02:05:27.639] なんで誰もコメントしてくんないのね。
[02:05:32.920] なんで誰もコメントしてくれなくなっ
[02:05:34.719] ちゃったの
[02:05:42.639] 1人でしないでよ。ベリベリくて
[02:05:46.840] 1人でないでよ。
[02:05:52.400] 不安だよ。俺1
[02:05:53.520] 人もらって下りも漏らすやつ好き。何それ?汚ねえな。汚ねえな。なんだよそ。もうメタルスライムが出ない。
[02:05:58.132] [笑い]
[02:06:12.000] 食らうか。
[02:06:18.520] 逃げなよ。ア、
[02:06:27.280] しんどいな。レベル上げ。もう最近ショート動画ばっか見てっからこういう長い長いことできなくなってきたな。脳みそが。脳みそが死んでもうショート動画ばっか見てるからもう
[02:06:40.559] 長いものできなくなってきたな。こういうの
[02:06:43.480] 脳みそがもう腐ってきたな。
[02:06:51.000] あれ?おカフェ
[02:06:53.400] トんちゃんミーム見ながらレベリングしよ。
[02:06:57.559] おかピーポンちゃんミームって何だよ。まずもう
[02:07:12.920] 1レベ上がったら進む。
[02:07:15.760] もう1レベだけだぞ。もう
[02:07:17.880] 1レベだけな。もう
[02:07:19.639] 1
[02:07:19.800] レベ上がったらもう行こう。もう明日で終わりやで。今年も
[02:07:26.079] シャムさん操られてたからな。
[02:07:31.360] シャムね。
[02:07:36.480] ここだ。
[02:07:37.639] それおい。それってよびのネタじゃんか。
[02:07:42.480] あ、あ、あ、あ、あ、あ。[笑い]
[02:07:50.639] 今日の朝食はパン1枚。
[02:07:54.068] [笑い]
[02:07:58.400] シャムもすげえよな。カレーチャーハ大好き。
[02:08:04.719] あのさ、分かるわ。カレーチャーハに勝つ置いてってさ。
[02:08:09.840] 伝説だよ。真ん中やろなっつたらさ、
[02:08:12.960] 上に乗っけるやつで[笑い]
[02:08:15.360] 岩石封ジでしょ。岩石封ジ。あれでおもろすぎるよな。ここだ。決める。
[02:08:19.613] [笑い]
[02:08:32.559] 川はとシメコラボ動画で見た。笑。ドラグナーガイア
[02:08:37.299] [笑い]
[02:08:38.320] 勇気ガイアね。
[02:08:40.480] あのチー川のやつリャリドンジャリドンのやつね。ジャリドンと森のチー川のやつでしょ?チ川がシャムの動画やってるやつい。
[02:08:57.400] いや、もうメタル前よ。出てこいや。ちょっと待って。今何レベだ俺?
[02:09:01.000] 28
[02:09:01.520] まで上げるたんだっけ?何レベになった?あ、
[02:09:05.040] 28なってるやん。次のレベルまで
[02:09:08.280] 4000。え、もう1
[02:09:10.079] レベだけ上げていい?てかレベル
[02:09:11.599] 30まだ?いや、いや、もう1
[02:09:13.480] レベだ。もう1
[02:09:14.119] レベだけ上げる。ごめ。あと4000
[02:09:15.199] だけ。もうちょっと我慢して。もうちょっと我慢。今日
[02:09:19.440] 1時までやるから。1時まで。
[02:09:26.280] 待って。でもこれさ、MP
[02:09:27.719] 足んなくねえか?
[02:09:29.880] MP
[02:09:30.239] 足んねえから最初からはやぶさ切りだけで行く。
[02:09:34.159] ここだ。決める。
[02:09:37.159] いや、もう全然当たんないやん。調理するかれます。電子レンジのになるのも最高に思えます。
[02:09:51.119] あの窓に反射してるやつな。顔がいや、
[02:09:57.840] MPがた足んねえな。まず
[02:10:00.800] 1匹
[02:10:02.520] 調理するぜ。
[02:10:06.119] 文明会花とか言われてるやつでしょ。あとポテチ食うやつも好き。
[02:10:08.999] [笑い]
[02:10:15.280] ディーポと夏ポテトだっけ?
[02:10:19.960] ポテトなんか同時に食べたらどんな味が
[02:10:22.320] するんだろうかみたいな意味わかんない
[02:10:23.960] やつ
[02:10:26.599] で出てさああの2種類2種類のポテト皿に
[02:10:30.679] 出すんだけどさ勉強
[02:10:34.440] しあんなもんを勉強捉えるの
[02:10:38.559] 賢い
[02:10:42.119] 2
[02:10:42.360] 種類
[02:10:43.520] ポテトをね、塩味のポテトを同時に食べたらどうなるかっていう動画をやったんだよね。それやるのにお皿にこうやって
[02:10:51.719] 2
[02:10:51.920] 種類のポテト出すんだけどあれどっちがどっちだかわかんなくなっちゃったなとか言い出してさ、
[02:10:58.125] [笑い]
[02:10:59.360] アホすぎるやろ。
[02:11:00.559] あ、これってさ、こっちの袋から
[02:11:03.400] 1枚取って、こっちの袋から
[02:11:05.520] 1
[02:11:05.719] 枚取ったら確実やなとかつって賢いとか言われて、大卒とか言われてくそおもれえ。
[02:11:09.260] [笑い]
[02:11:13.119] 賢い。[笑い]
[02:11:18.000] あいつやばいよな。おもろすぎるよ。
[02:11:22.800] せア子あれだよ。
[02:11:29.679] とりあえず最初はじゃあ、
[02:11:33.199] あの、その2
[02:11:33.800] つを見ればいい。そのカレーのやつと
[02:11:38.079] ポテトのやつとあとオフ会ゼロにア
[02:11:49.000] SE面白いよな。
[02:11:50.079] オフレは見てる。
[02:11:51.440] あ、レイは見てるんだ。
[02:11:53.960] SEが面白いんだよな。
[02:11:55.280] なんか文字が出る時のビンてなんか
[02:11:59.696] [笑い]
[02:12:00.599] なんだこのSEでピン
[02:12:04.281] [笑い]
[02:12:07.599] 詳しいね君たちついてこれるね俺のシャムシャムの話に
[02:12:11.599] 新幹線のトイレとかね
[02:12:14.106] [笑い]
[02:12:17.040] デビンお
[02:12:20.000] 守護[笑い]
[02:12:22.679] オンみたいなやつと
[02:12:26.320] どういうセンスしてんだよ、あれ。あ、来た。よしよし。食らうか。せい
[02:12:39.400] に。当たんねえな。これ当たらねえよ。マジで攻撃が。
[02:12:52.239] 頼まい。
[02:12:54.119] ここだい。頼む。もう
[02:13:03.280] 1匹から。もう1匹からお。いいね。
[02:13:23.880] ビーストモこちらですね。うちの母親が作った。
[02:13:28.239] これ作ったんだな。こだ。[笑い]
[02:13:35.480] あの人はなんか56
[02:13:36.719] がありすぎてさ、あのその
[02:13:39.119] 5
[02:13:39.520] 知らなくても確かになんか言いそうだなつって笑える。確かにそれシャム言いそう。ちいこだ。
[02:13:51.800] いや、あと1
[02:13:52.639] 与えてくれたら勝てたのに、今。
[02:13:59.559] おいしいけど。おいしい。
[02:14:01.527] [笑い]
[02:14:03.440] 食べたことなかったから。食べたことなかったけど食べたことなかったですみたいなったよね。なんかね、あいつやばすぎ。言葉が不自由すぎるんだよ。
[02:14:08.077] [笑い]
[02:14:14.079] 救レ。救プレイだ。こ
[02:14:16.639] 笑笑。
[02:14:17.840] こっちのポテトは食べたことなかったからこっちは食べたことなかったのでこっちにしましたみたいな。
[02:14:24.800] おっと。ここだ。
[02:14:27.199] ナイス。2匹。いいよ。
[02:14:30.520] 2匹はいいよ。いや、これもう
[02:14:33.622] [音楽]
[02:14:37.960] 1レベ行くかね。これもう
[02:14:40.960] 1レベ行っていいよね。もう
[02:14:42.719] 1レベ行こう。30で行こう。[音楽]
[02:14:44.119] 30で
[02:14:47.280] 7000
[02:14:48.840] まあまあまあまあまあまあまあまあ
[02:14:51.040] 70007000
[02:14:51.920] ぐらいいけるっしょ。なんかもうメタル出て出てくれば
[02:14:55.239] 1
[02:14:55.440] 匹ぐらいは枯れるからあとはもう出てくるの待ちったも
[02:15:06.480] こいつら正直あんまり相手しなくてもいいと思うんだけどな。
[02:15:10.320] メタル以外逃げるってのも正直手だと思うんだけど。
[02:15:15.000] ここだ。
[02:15:20.360] 170
[02:15:22.760] だもんな。全体攻撃ができないんだったらもうぶっちゃけ逃げてもいいんだよ。食らうか。
[02:15:40.719] あとなんか俺がどんどん強くなってきて体力が半分まで減らなくなってきた。
[02:15:47.639] 体力半分で運用しないと時間かかるんだよな。
[02:15:59.480] せやせや。
[02:16:06.960] ちょ、体力半分にしてくっか。
[02:16:08.280] 別のとこ行ってちょいとこ行ってさ。こ、ここっち側はメタルスライム出ないのかな?ああ、変わんないね。
[02:16:24.974] [音楽]
[02:16:25.679] せやメダパニとかやられっかな?これ時間食うんだよ。
[02:16:38.920] できる場所があるじゃん。
[02:16:41.200] HP
[02:16:41.599] 調整できる場所ある。どこ?あ、なんかめっちゃダメージ食らってるわ。なんかしんねえけど。ちょうどいい。
[02:16:55.679] ここだ。
[02:16:56.160] よし、
[02:16:57.120] 決める。
[02:16:58.479] ああ、なるほど。そうだわ。毒沼。確かにそういう使い方もあるのか。
[02:17:06.040] 1
[02:17:06.200] つ学んだってわけだ。確かに毒沼でやればいいよね。確かに。頭よし。糸頭よし。もうメタルスライム来いや。
[02:17:18.719] 賢上がった。
[02:17:20.479] ここだ。1
[02:17:21.359] つ学んだってわけだ。やっぱこのゲームやってたらさ、絶対必然的にさ、レベル上げの時間って発生するよね。あ、来た、来た、来た、来た。えー、ビーストモードを発動させて。
[02:17:33.094] [音楽]
[02:17:47.679] いやあ、
[02:17:49.399] 祈りの指輪使い切ってから言えばよかったわ。
[02:17:52.745] [笑い]
[02:17:53.599] ひどすぎ。えー。あ、間違って防具やっちゃった。何やってんだ、バカ。
[02:18:00.359] 笑笑。
[02:18:01.439] 間違って防具やっちゃった。おら。
[02:18:14.319] ちょっと1匹のに全力を出しすぎな感じも
[02:18:16.920] するけど。
[02:18:23.280] なんか分身よりビーストの方が強くねえか
[02:18:25.880] 。
[02:18:28.319] もうメタル以外逃げよ。メタル以外逃げ
[02:18:32.160] たろ。
[02:18:35.399] もう11時半だ。今日1時までやろうぜ。
[02:18:38.319] ちょっとこれちょっともうマジで1時まで
[02:18:40.359] やろう。
[02:18:41.519] もっと早くから配信つければよかったよ。じゃあもっと早くから配信つければよかった。全然つけれたのに。全然つけれたのにさ。早くから配信つけりゃよかったよ。
[02:18:51.695] [笑い]
[02:18:58.639] 面倒くがったね。どくった。
[02:19:01.120] つけろい。いや、もうつけりゃよかった。もっと早く。
[02:19:07.679] かつかレチャーハ途中まで見てきた。
[02:19:10.036] [笑い]
[02:19:12.559] どうだった?どうだった?
[02:19:14.960] 笑笑
[02:19:15.719] かつかれちゃん
[02:19:17.880] しんどくなって途中でい
[02:19:19.861] [笑い]
[02:19:21.359] そうなんだよな。あれしんどくなるねんな。
[02:19:26.120] ダブル
[02:19:27.359] 受けてみろ。
[02:19:28.559] おら。時に音のそのリティって書いてあった。あれコメントで見ないとダめだね。
[02:19:33.616] [笑い]
[02:19:37.880] 音のソノリティ懐かしいな。エンタック神
[02:19:40.719] 様の前にやってたやつね。5分ぐらいの
[02:19:43.200] 番組ね。今日の音はせらぎの音みたいな
[02:19:47.280] やつ。
[02:19:51.439] 音の
[02:19:53.080] パワーワード音のソノリティ懐かしい
[02:19:57.520] 。
[02:19:59.040] 好きだったな。ガキながらになぜか好き
[02:20:00.960] だったな俺この頃から
[02:20:03.880] レンチンとみんみんゼミの音でその力してました。
[02:20:11.560] いや、[音楽]MP
[02:20:12.160] がねえな。逃げよ。メタル以外逃げるわ。もうまくねえ。
[02:20:24.800] なんかさ、アイテムでさ、モンスター引き寄せるやつ。
[02:20:31.257] [笑い]
[02:20:37.160] いや、もう2
[02:20:37.680] 匹ぐらい倒して頼むから。ここから
[02:20:44.920] あの番組スポンサーが油だから揚げ物なんだよな。
[02:20:49.720] に勝乗っけるすごすぎって書いてあるも
[02:20:54.960] そうばっかりなんだ。やべ、
[02:20:57.457] [笑い]
[02:21:04.920] MP
[02:21:05.319] 足んねえ。やべ、せめてこいつだけ倒して。頼む、倒してくれ。頼む。頼む、頼む頼むよ。頼むよ。よっしゃあ。
[02:21:17.640] 結構稼いたんじゃない?これめっちゃ素の手に入んだけど俺めっちゃ素早くなんじゃね?さてはめちゃめちゃ素早くなるんじゃない?
[02:21:29.880] コツつぼに濃してる時の橋遣いみたいなことも書いてあった。
[02:21:30.208] [音楽]
[02:21:34.793] [笑い]
[02:21:39.600] 次のもレベルまであと2600
[02:21:41.120] だ。頑張ってくれ。回復しに行こう。
[02:21:44.399] MPが足んねえや。
[02:21:47.240] さすがに祈りの指はもう使い目しな。ぐんぐんくんくんくんくんくんくんくんくんくんくん
[02:21:56.680] 30レベまでやるの?30
[02:21:58.359] レベまでやる。あと2600
[02:21:59.880] だからもうすぐだよ。そしたらゴーメレブっ殺しに行くわ。かゴールドマンぶっ殺してやんねえと気が済まねえよ。え、何?なんか
[02:22:11.960] チまどペウペウペウ。なんか3DSが
[02:22:14.880] なんか赤く光ってる。これ何?何これ赤く
[02:22:18.520] 光ってんの?これ爆発すんのかな?え、
[02:22:22.520] なんでこれ3DS赤く光ってんの?
[02:22:24.080] 電源ついてないのに。これなんで
[02:22:28.040] んだすれ違い通信
[02:22:30.560] すれ違い切れ
[02:22:32.280] 電池切れて電池切れて電源ついてねえんだぜ。
[02:22:36.040] 爆発するぞ。
[02:22:37.160] バカすんの?これなんでだろう?本体本体更新。え、本体更新まだ来んの?なんか本体更新が来ましたとか言われてるけど電源切れてなかった?まだ本体更新。
[02:22:52.738] [音楽]
[02:22:54.840] 笑笑
[02:22:56.359] すげえな人間。
[02:22:57.160] シャムのカレーチャーハの感想派。
[02:22:58.634] [音楽]
[02:23:00.960] 何?何?何?何?もうええて。シャムもシャム。うい。
[02:23:08.960] 景気よくこいつで
[02:23:12.840] もうレベルパパッと上げて終わりにしようぜ。
[02:23:14.520] 底王今日列でサンドスやってたよ。
[02:23:19.399] 今日コミケ行ったらコミケ行ったんだ。エッチな女いっぱいいた。
[02:23:25.080] 1回行ってみて。
[02:23:27.040] カレーライスを食べている感じは全くしません。チャーハンを食べてる感じがしてカレーライスを食べている感じてた。
[02:23:33.349] [笑い]
[02:23:36.120] なはて言いながらで頭抱えたよ。
[02:23:40.160] ここだ。コミケ行ってみてえな。しかないぞ。
[02:23:49.160] え、エッチな女。何?夏はいないの?冬しか。冬はいないの?
[02:23:53.680] あった。
[02:23:55.040] 父がバカでけ女がいて普通に興奮したぞ。
[02:23:58.240] ええ、
[02:24:00.080] 食らうか。
[02:24:01.000] やっぱコミケってどい女いるんだな。あ、飲めっちゃった。
[02:24:04.880] 冬は寒いから戻っちゃって戻っちゃった。
[02:24:07.880] チソピごめんって。
[02:24:09.520] よしゃあちちちばい。ボインボインボインボインが白いおじさんの行列がいる。そういう時間じゃん。今
[02:24:30.600] おっぱいね。おっぱい。
[02:24:35.680] 去年の女の話してて全然いいんだけど、その場に女いかも大丈夫です。全然全然
[02:24:42.680] もうそんな女の子いるから下ネのやめようみたいなそんなの思うような紳士はこのチャンネルにはいないから大丈夫。
[02:24:55.160] 去年のさ、東京ゲーム賞のさ、ブースの中のさ、あのさ、
[02:25:01.479] 2
[02:25:01.800] っていうなんか携帯のアプリのさ、ブースがあってエロかったな、あれ。あの前だけみんなめっちゃ足止めてみてたもんな。
[02:25:08.325] [笑い]
[02:25:14.000] 日けはやべえよ。
[02:25:15.200] あれエったな。
[02:25:18.160] あれエロかったな。なんか女がさ、ごめんね。女がとか言ってよな。
[02:25:25.240] 女の人が要はその日記のだから多分あれゲームの中のキャラクターなんだろうな。あのコスプレしててなんかもう容器に入ってんのよ。容器に入ってさ、
[02:25:34.920] 10人ぐらい並んでんの。あれかったわ。
[02:25:39.880] みんななんかさ、もうなんか東京ゲーム所
[02:25:43.040] の入り口入ってすぐそれがあってさ、もう
[02:25:45.720] めちゃくちゃ人多いからもうぎゅになり
[02:25:48.439] ながら進んでくんだけどそこだけ異様に
[02:25:50.439] みんな足が遅い。そこだけみんなこうやっ
[02:25:54.160] て見てたって
[02:25:56.080] あれはいよな。ガチャ演出10人並んでん
[02:26:00.080] のよ。ああ10連ガチャのあれなんだあれ
[02:26:03.840] 10連ガチャの演出をそれやんだ。
[02:26:06.960] 君が見たら失進しそう。
[02:26:08.840] ありはね。せを売り物にしているなんつってな言うだろうな。多分な。
[02:26:13.560] ボタン押すとスモークラスが透明になって女がエッチなポーズで出てくる。
[02:26:18.279] あれ考えたやつ天才だよな。なんかエロの新時代見たわ。なんかネクストジェネレーションドスケベネクストジェネレーションだったの。
[02:26:31.680] これ
[02:26:33.439] ノーベル賞を差し上げたい
[02:26:34.880] な。ノーベルエッジでシを差し上げたいだ。
[02:26:38.600] のエロは中国パないからな。
[02:26:41.439] あれ中国のゲームなんだ。日本も作るぜ。だね。
[02:26:52.880] へえ。日本もないの?そエッチな。なんかでもさ、今最近そう。
[02:26:57.920] 進法感じた。
[02:26:59.680] あ、びっくりした。進歩みたい。
[02:27:01.642] [笑い]
[02:27:01.840] びっくりした。とんでもないこと言ったかと思った。
[02:27:12.479] ここだ。
[02:27:13.920] ナイス。ウに日本発だとなんだろうな。エロがないから日本のゲームは売れないんだぞ。
[02:27:28.080] え、なんかでもさ、エッチなゲームなんか
[02:27:30.560] ない?なんかなんかそニ家となんかよく
[02:27:34.160] Twitterに流れてくんで全然そう
[02:27:36.279] いう俺ソシャゲとか全く興味ねえけど
[02:27:38.080] エッチだからたまに見ちゃうんだけど何
[02:27:40.479] だっけあれニ家と
[02:27:44.760] ああ名前出てこねえわ。
[02:27:49.359] タイマニンタイマタイマニンはそれただのエロゲだろうがソゲじゃねえだろ。タイマニンは
[02:27:57.640] タイマニベギラゴンデストな何だっけ?ゼロか
[02:28:03.359] 全ゼロもアズれんもあっちだな。ニケもブルアも全もアズレんも中国。
[02:28:08.399] あ、ブルアブルーアブルア見るわ。ブルーアーカイブで過酷な過酷な何々をしたみたいな。
[02:28:16.640] 素早く
[02:28:17.279] スクロールしてもマジエッチなのだけ絶対見逃さないで指るよな。笑男ってマジです。でもしかもそのエッチなのってもうさ、もうしょうがないねん。なんかなんかなんかその
[02:28:30.120] でももっとエぐいのはなんだ?
[02:28:31.880] 男はね、しょうがない。見ちゃうのよ、そういうの。もうなんかその別にさ、その時ラムしてるとかじゃなくてもとりあえず見とこうみたいな。まないね。
[02:28:44.800] それはもうそういうもんなんだ。男。
[02:28:51.319] え、もっとえぐいのあるんだ。もっとある
[02:28:54.920] 。
[02:28:57.120] だいぶね、今こ
[02:29:04.279] だ。
[02:29:13.000] 倒してい。
[02:29:15.160] ナイス。原神も中国だもんね。
[02:29:19.040] 泣きし何それ?
[02:29:24.479] 分かりました。
[02:29:27.479] 何がやってた?レベル
[02:29:29.840] 30になった。こ
[02:29:32.319] ブラウンダストに。[音楽]
[02:29:34.359] ブラウンダスト2
[02:29:35.840] 調べるなよ。
[02:29:38.680] どれどんだけエッチなんか見てやろうじゃねえか。
[02:29:44.359] banれっからな。
[02:29:45.840] いや、携帯だと思って携帯で見る。どれ?え、そんなわかんない。エッチなんかな、これどうなんだろう。
[02:30:03.733] [笑い]
[02:30:04.160] いや、これもう、もう、え、フェラチをしてますやん。見てみ。
[02:30:09.920] え、ちょっと映、映像見たい。
[02:30:11.960] 前流れてきてビったよ。
[02:30:15.640] ち
[02:30:16.840] え、もうだってさ、フェラチオしてるよ。
[02:30:20.108] [笑い]
[02:30:22.240] え、どれ見ればいいの?
[02:30:30.800] これ審査通ってんのかってなる。
[02:30:34.240] どれ見ればいいの?PV
[02:30:43.034] [笑い]
[02:30:43.720] もうダめだろ、これ。
[02:30:44.560] 行っちゃってる。行っちゃってる。ってますよ。
[02:30:47.439] いや、ダめだろ、これ。
[02:30:49.960] もうPV
[02:30:51.880] でもうなんかやっちゃってますやん。これソシャゲなんだこれ。
[02:30:59.240] バン
[02:31:00.040] ソシャゲなんだこれ。いや、とんでもねえな。それは課金するやつもりますわな。ブラウンダスト覚えた。覚えた。
[02:31:10.544] [笑い]
[02:31:17.120] なんだよ。レベル
[02:31:30.240] 30
[02:31:30.640] になったらさ、ちょっとぐらい進めるんじゃねえの?
[02:31:33.840] ちゃまげ次あった時アップストレ見せてな。
[02:31:37.399] [笑い]
[02:31:37.720] いや、別に隠さねえや。別にやってたらやってるよっていう。
[02:31:46.080] ソゲな。ソシ上げはまったことねえんだよな。エッチだったら続けれんのかな?
[02:32:00.979] [音楽]
[02:32:04.840] どうなんだろうな。
[02:32:08.520] コンシューマーで出てほしいよね。エロゲちょっとそういうちょっとエッチなやつ。
[02:32:12.200] 配信でやりてえわ。どしたら
[02:32:13.279] ブラウンダスト2
[02:32:14.200] のサブタイトル胸いっぱいのアプグだった。
[02:32:18.600] 胸いっぱいのRPG
[02:32:20.000] ってサブタイトルなんだ。素晴らしいこれ。ちょっとさ、種全部食うべ。
[02:32:29.640] 多分感動するんだろうな。多
[02:32:31.840] 分がいっぱいなんだろうな。もうこれ素早さの種全部食っちゃおう。
[02:32:40.359] でも中国側が日本人がアホど課金してくれるから何が人気か調査したんだと。
[02:32:44.865] [音楽]
[02:32:46.800] ふん。正解。いろんな中国ソゲで何のコスチュームが
[02:33:07.120] 1番人気だったか予想して。
[02:33:09.359] おお。
[02:33:15.120] せア
[02:33:18.880] バニー
[02:33:21.960] あ、予測してって予測俺にしろって。ええ、
[02:33:25.760] 正解
[02:33:26.880] ね。正解なんかい。しかも
[02:33:28.840] しオら
[02:33:34.040] ま、エッチなうさぎさん好きですからね。
[02:33:39.520] せね。これ行けるかな?あれはトラマナないんだっけ?うわ、ねえのかよ、これ。行くしかねえんだ。これ大したことがあったな。
