[00:00:41.360] いつもより早いし、平日は暑い。
[01:12:43.360] なんかみんなで一緒にやってる感があった
[01:12:45.480] んだよ。なんか一体感があったんだよね。
[01:12:50.560] コメラントの一体感があったわ。あの
[01:12:52.920] ゲームなんか
[01:12:55.679] もう今全然ないねんけど。もう今全然ない
[01:12:59.159] けどね。
[01:13:02.560] あのゲームなんかコメランの一体感があっ
[01:13:04.800] たんだよな。
[01:13:16.600] お、カブト割り覚えた。アクションはいいよね。一体感
[01:13:21.560] ねえよ。もう何言ってか全然わかんねえ。もう今日特にない。もう今日なんか何言ってかわからん。なんかずっと
[01:13:32.800] 史上最大の倉庫版は
[01:13:34.960] ああ、倉庫版とかもいい。やりてえよ。やりてえけどさ。
[01:13:45.239] 大物
[01:13:45.719] ゲームがいっぱいちょっと溜まりすぎてさ、なかなかそっちまで回んねえよ。
[01:13:56.679] だってこれクリアしたと思ったらこドラクエセンデんだぜ。それ
[01:14:01.760] まさすがに。でもドラクエはあるかな。ドラクエはちょっとあれかな。セブンはちょっと寝かせるかな。めっちゃ覚えるやん。
[01:14:13.159] セブンはちょっと寝かせるかもね。やりたい気持ちをグっと抑えてな。絶対どっちかこれミックだ。
[01:14:23.280] で眠れません。
[01:14:24.719] いや、やだと思うのだからな。もうやらないって。そういうもうそういうなんか眠れませんとかやらない。眠ります。嫌です。クリアできなくても眠りますってタイトルでやる。
[01:14:38.960] もう耐久とかさ、もう俺はいいよ。もう俺は耐久とかいいわ。
[01:14:47.480] 買ってしないの?
[01:14:51.000] ベルゲ入った。
[01:14:53.560] 構いたちの夜。
[01:14:55.679] そう。命大事にだけじゃなくてもう生活大事にはいった。
[01:15:10.679] モルゲーか。こないだ構いたちしてたんやった。
[01:15:14.679] レトフリじゃ超えられない壁あってさ。
[01:15:17.320] レトフリじゃ超えられない壁って何?どういこと?
[01:15:20.120] むかつくなく?
[01:15:21.800] どういうこと?レトフリじゃ超えられない壁。めっちゃ仲間よぞこいつ。なんやねん。
[01:15:29.880] 何?レトフリーじゃ超えられない壁ってどういうこと?
[01:15:33.480] 素服でしか動作しない挙動があ。
[01:15:35.679] 何それ?え、そんなのあんの?
[01:15:41.920] そんな特殊なことだ。ええ
[01:15:54.120] や
[01:15:57.120] ないからぜ非見つけてほしい。へえ、
[01:16:02.480] そんなのあるんだ。
[01:16:04.040] 叔父が頭を抱えたらしいよ。
[01:16:06.040] どうしようもなくてスーファミの実機持ってないんだわ。あ、なんかいた。なんかなんか何これが紋章ってやつか。アブーラとカタブーラだって
[01:16:21.719] 違うな。もっと普通の石ゴみたいなダメって話だったはずだ。人間が大事にしてるもんがあるって言うから来てみればはずめか。
[01:16:33.880] いや、宝2
[01:16:34.560] 個あるやん。それお前たちが入り口にいたサマルトリアの兵士を殺したんですか?なんだお前らは?
[01:16:42.520] ボディオン
[01:16:43.520] 僕の僕の質問に答えて。ば、
[01:16:49.080] ここは当然ないって言ったから始末してやったバカよ。フラーさんこんばんは。え、どうしてそんなひどいことができるの?
[01:16:58.120] ちゃまけにお手紙しためるしか笑。
[01:17:01.960] ん?何?俺に俺にスーパーファミコの実機くださいって。嫌じゃえ。ひどいこと?ああ、うるさいゴミにだ。
[01:17:12.360] 叔父がやっぱ実機しかダメなんか。
[01:17:15.280] ええ、そんなのあるんだ。
[01:17:20.520] お前たちも2
[01:17:21.120] 度と口を聞けないようにしてやるよ。
[01:17:22.560] いやじゃ。
[01:17:26.120] いや、じゃやべえ。
[01:17:30.280] 回復してけばよかった。カブト割りでは
[01:17:37.040] 入った。
[01:17:45.960] いや、MPな。
[01:17:49.440] 入った。
[01:18:03.800] やばい、これ。MP
[01:18:05.040] 大丈夫?いやあ、なんか強ない?
[01:18:09.400] 間に合った。
[01:18:12.679] とりあえず片っぽだけでもいいから倒そう。片っぽだけでいいから倒そう。
[01:18:22.320] 全然倒せへんやんけ。
[01:18:29.520] よし、いいよ。うわ、被ぶった割り。
[01:18:36.239] MB7も使うんかい。これだ。
[01:18:43.960] ナイス。
[01:18:48.360] えい。
[01:18:51.480] いいよ。た。
[01:18:54.040] いや、行けるっしょ。
[01:18:55.120] いやあ。
[01:18:56.040] ナイス。いいね。やっぱりやつのが簡単なんじゃない?
[01:19:01.600] 怖かったけど。
[01:19:02.679] うん。
[01:19:03.159] 勝てたね。な
[01:19:04.120] んやねんそれ。
[01:19:08.000] グーぐちゃまペウペウペウ。お、いいだ。
[01:19:14.840] おゲマさんこんばんは。やってるよん。リレミ。
[01:19:25.440] 勝てマンタ
[01:19:27.960] ありがとう。君がいたおかげだよ。ローのもう襲った魔物ってのはこいつらかも。こんな辺りじゃ見たことない魔物です。紋章探してたな。なんかな。紋章ってあの紋章か俺が作ったってるやん。笑
[01:19:42.360] そんなやつおらへんやろ。そんななんだっけ?そんなやつおったら王女末わで終わる。
[01:19:50.800] あいつら紋章がどうとか言ってたけど
[01:19:53.800] さあ、これを持ってローラのものの地下を
[01:19:56.440] 取れるにしちゃいましょう。
[01:19:59.480] 乾きの壺。
[01:20:04.800] いや、ノベルゲーやりてえ。ノベルゲーて
[01:20:07.040] いうかノベルゲーもそうなんだけどこれ。
[01:20:11.719] うわ、アドベンチャーやりたいね。
[01:20:14.000] 久しぶりになんかってなんかエッチだね。
[01:20:17.880] いや、可愛いえ。
[01:20:19.719] 逆やもうやめなの。その手には乗らん。その手には乗らんぞ。
[01:20:27.560] チま君のアドベンチャー見た?
[01:20:29.239] アドベンチャーやりてえ。めっちゃめっちゃアドベンチャーやりたい。アドベンチャーもう久々になんかやりたいんだけどなんかないんだよね。スナッチャーはやりたいし。スツスナッチャーもろかったしノツとかなんかそういうのやりてえな。
[01:20:47.600] あとなんかそのファミコンの掲示物とかやりたいね。なんかピアとかもやっちゃったしな。いス
[01:20:59.040] 爆弾
[01:20:59.840] やったんだよ。もうやった。もうないのよ。もうなんかアドベンチャーめっちゃ好きなんだけどさないんだよね。何やればいいかわかんないんだよね。
[01:21:08.719] プロ野球殺人事件
[01:21:10.600] 何それ?ちょっと面白そうじゃん。
[01:21:16.159] 何それ?そんなのあんの?
[01:21:18.600] サターン持ってたっけ?
[01:21:19.960] 持ってるよ。ほぼほぼく持ってますよ。あの宮寺サブ郎があるや。
[01:21:24.480] あ、神宮寺か。神宮寺シリーズね。手度してないね、まだね。
[01:21:32.920] 確かに神宮寺は語を押す。
[01:21:35.440] あ、出た。クロスタンってあの白いやつだよね。アクションゲームはもう、もう死ぬほどやってるから。
[01:21:44.000] ただ悪魔城ドラキュラの新作やってないんだよね、まだね。あの悪魔城ドラキュラのさ、なんか新作出たじゃない?やってないんだよね。やつ真面目にお勧めする。
[01:21:53.760] あれめっちゃいいっていうよね。なんかいろんなとこで聞くわ。クロスタ偵物語超おもろいよって。ま、手に入れてないんだよね。まだ割といい値段すんのやっぱおもろいから。
[01:22:08.360] やりたいが多すぎる。
[01:22:10.040] そうやねんて。マジで。
[01:22:11.639] ドラクエやってたらいつまでもできないんだよね。ドラクエもやりたいゲームだからいいんだけど。
[01:22:16.840] メタルスラックをやったこと。
[01:22:18.600] あ、メタスラやったことないな。昔菓し屋でやったけど。
[01:22:23.000] 薄の街もやっていくっそ長いけど。
[01:22:25.400] うわ、マチ。それもおもろいっていうよね。それなんか街っていうの
[01:22:31.400] PSP
[01:22:31.920] にも出てなかったかな?俺そっちやったことあるかもしんない。リメイクなのか移植なのか。クソ長いんだあれ。あの実写のやつだよね。
[01:22:40.920] いや、おもろ。待く。
[01:22:43.440] 待よく聞く。街もやりたいし、あと
[01:22:45.719] 428
[01:22:46.679] 封鎖されされた渋谷でもやりたい。やりたいのめっちゃある。
[01:22:50.920] くらえ。
[01:22:51.600] もうやりたいゲームまだいっぱいあるで、俺
[01:22:54.159] 428。
[01:22:55.400] 428
[01:22:55.920] めっちゃやりたい。あれおもろそう。あれ配信ダメなんだっけ?塩の許可取ったけ?塩の許可取ったってやつだっけ?あれ違ったっけ?それの元ネタじゃないんだっけ?塩がそれの許可なしに配信しちゃったからみたいな。なんかそんな元ネタじゃなかった。
[01:23:09.480] ダメじゃない。
[01:23:10.440] ダメじゃないんだっけ?当時だったんかな?や、
[01:23:26.000] やりたいゲームあんねん。
[01:23:35.960] 殺井の階層とか。
[01:23:37.400] うわ、おもろそう。殺井の回層もおもろす
[01:23:39.960] 。聞いたことある。いや、もうちょっと
[01:23:42.280] やめて。おもろいゲーム言うの。もう買わ
[01:23:44.000] なあかんやん。あとあとこれやりたい。
[01:23:47.000] シャドウゲート64。これ絶対おもろい。
[01:23:51.600] シャドウゲート64やりてえよな。
[01:23:54.199] 時間少なし。笑
[01:23:55.800] そうかと言って生活
[01:23:59.400] にしたくはない。絶対おもろいよな。
[01:24:01.159] シャドウゲート64
[01:24:02.679] 残念。植えたわ。植えたわ。懐かしい。
[01:24:07.920] 植えたに懐かしいね。
[01:24:11.520] 植えたわ。夏いわ、
[01:24:14.400] これ。上田に出てくんのかな?おもろそう。あと
[01:24:21.320] 64
[01:24:21.800] のあれも面白そうなんだよね。ワンダープロジェクト
[01:24:25.719] J2
[01:24:26.480] やりたい。あの女の子育てるやつ。あれめっちゃ面白そう。てか世界観が良すぎる。あまりにも自ブりすぎて。あれ絶対もろいと思うわ。
[01:24:37.080] ワンダープロジェクトJ2同消とくね。
[01:24:41.600] 同消し殺人事件すごい。色あるな。
[01:24:48.719] ま、ワも2
[01:24:49.280] も持ってるんだけどさ。スーファ見たよね。ワンはね、やりてえけどなあ。いっぱいあるんだよ。でも何からやればいいかわかんねえよ。
[01:25:05.800] 持ってきましたよ。乾きの壺。これで
[01:25:07.320] 地下道の水をどうにかできるはずです。
[01:25:17.280] ちゃまくあれは絶対説明。
[01:25:20.719] ああ、絶対絶命都市は絶対絶都市はなんか昔元かがめっちゃやってたからなんかやだ。
[01:25:33.639] 絶対絶やってほしい。
[01:25:36.719] いや、ちょっと元ガがめっちゃやってたからなんかやだ。
[01:25:40.440] なんか元カがなんかめっちゃやってた記憶。思い出子供にはやばいが大人にはもっと危険かもしれん。笑
[01:25:48.280] 子供にはやばいが大人にもっと危険。
[01:25:50.080] うわ、それあれだろ。え、シャドゲートじゃなくてあれな。え、デジャブ、デジャブも持ってるよ。
[01:25:56.840] にまだ振り回されてるのちょっと可愛いじゃん。
[01:25:59.880] 振り回されてねえけどさ。なんかなんかや、
[01:26:02.480] 分かったな。笑。
[01:26:03.880] 持ってるからね。箱、あの、すっげえ変な箱ですね。あの、本みたいなやつそこにあるよ。では僕たちはムーンブルクへ向かいます。
[01:26:17.080] まだまた何か何が起きるか分かりません
[01:26:20.400] からみさん気をつけてくださいね。私たち
[01:26:23.920] は日々平和な日々が当たり前になりたため
[01:26:26.960] もありました。次は決して負けません。
[01:26:29.000] そしてこのローラの門を守ります。頼まえ
[01:26:32.280] 。
[01:26:41.239] プンプ
[01:26:44.000] 。結構お金溜まったね。
[01:26:48.840] ここモンスター出んのかな?やだな。ここ。あ、
[01:26:56.360] 入った。
[01:26:58.199] ちょっとクッキーね、ちょっと
[01:26:59.840] MP使いって
[01:27:03.800] あと先考えねえ。
[01:27:18.199] 破毒のネックレス毒にならないみたいな
[01:27:20.159] 感じかな。
[01:27:26.960] おお、いいじゃない。
[01:27:37.639] 鎧いムかではいいね。
[01:27:39.400] かっこいいね。こいつ見るとさ、こいつ見るとサリアーマー作りたくなるよな。またまたあのテリーのワンダーランド知識なんだけど、
[01:27:51.000] こいつこいつ見るとなんかサリアーマー作りたくなるわ。
[01:27:54.800] テリワンテ
[01:27:57.440] テリワンだね。やっぱやっぱサリアーマー作りたくなるよね。あれサリアーマーって何に使うんだっけ?なんかに使うんだよな。
[01:28:08.199] なんかさ、ダークドリアムかなんかに使うんじゃなかったっけ?違ったっけ?なんでサソリアーマーやねんって思ったんだけど、なんかあったよな。ダークドレアムじゃなくてデスタムーアーのなんか状態
[01:28:22.320] 2
[01:28:22.480] だか何だかにするのにサリアーマーがなんか使う。変。
[01:28:25.639] あ、そうだね。デスターマーの変身だ。そうだ、そうだ、そうだ、そうだよね。なんだあれサリアーマーなんだろうね。ていうか俺死ぬ。ていうか俺死ぬじゃん。おい、おい。え、待って。
[01:28:36.600] 何これ?え、強。待って。何これ?何これ?ま、やべ。
[01:28:48.000] 肩の意外画かな?
[01:28:51.360] 肩の意外が画だけなの?
[01:28:53.119] やばい、やばい、やばい、やばい。
[01:28:54.480] ちょっとこれやばい。や、もうな。ああ、これじゃない。や、無理、無理、無理、無理、無理、無理、無理だって。
[01:29:05.440] なんやねん、それ。むっつ。
[01:29:14.639] 残念。脳感されてる。
[01:29:18.560] あぶね。
[01:29:25.400] 小動物にモて遊ばれる。笑。
[01:29:28.239] ネズミに殺されかけたぜ。
[01:29:32.239] ちゃんとまるから。
[01:29:34.760] 識、この棺はさ、何、旅出す時にさ、わざわざ持ってきてるのかな?こり、こんばんは。や、ちょ、ここきついな。ここきついなあ。これいら、
[01:29:59.760] これ森飛りじゃ無理だよ。されてる。
[01:30:03.520] 帰るわの息子が死んだらこの色の棺に入れてくれって言ってるんだゲームいいな。観
[01:30:10.280] コ総
[01:30:11.960] ね。ごめん。一旦俺帰るわ。レベル上げも兼ねてもう
[01:30:14.360] 1
[01:30:14.480] 回来ます。ねえ、これねえ、これどに使えばいいんだよ、これ。キャドの巻き物。
[01:30:28.560] うい。お疲れ。
[01:30:29.679] お。エアムど、お疲れ。エアムド。お疲れ。
[01:30:32.480] 1回帰ろ。死んじゃったから。
[01:30:36.440] お疲れちゃん。お疲れ。サマルトリアに帰ります。あ、イカあれだ。回に見せてやんべ。おめの兄ちゃん死んだよつって。
[01:30:53.560] 今日も今日とてドラ。
[01:30:54.719] どんな、どんなリアクションするかな?どんなリアクションするかな?すごい人出なしじゃん。
[01:31:08.400] あ、た。あ、服戻ってるよ。元気か?
[01:31:13.239] クッキーが焼かれる。
[01:31:16.280] クッキーがクッキーになっちゃう。年齢ってそんなに大事なこと?同じの血をいてるんだよ。小さくともできることはあるよ。パパが心配しそうなだけとしか思えない。
[01:31:24.960] そんなことよりこれを見てくれ。あ、なぜ何にも
[01:31:29.080] じゃん。
[01:31:30.280] 何にもあれしてく。まさかこのままさかとは思ったんだろうな。多分まさかこの棺にお兄ちゃん入ってるわけじゃないよね。
[01:31:41.080] 死んでしまうとは情けないからね。
[01:31:45.080] 本当に情け容赦ないお前はどういう気持ちで蘇生してるんだ?お前の
[01:31:51.679] お前の国の最後結婚パートまで行けないの?
[01:31:54.920] あ、パパに見てなかった。このまま最後結婚パート。これ妹可愛すぎるよな。
[01:32:02.080] ちょっと
[01:32:14.679] てかあ、ワンタ満タンだから行くか。
[01:32:18.920] ああ、だからちょっと防具とか書い
[01:32:22.159] とか
[01:32:24.199] もうね、もう眠たなってきたわ。
[01:32:26.560] こっかどう
[01:32:29.520] なんだわかんねえ。アゲは妹属性なの?
[01:32:32.880] 妹属性。いや、いや。うー。で、年下だから可愛いってより普通になんか性格がこのこの可愛いねん。これに出てくるやつ装備しちゃおう。買っちゃおう。お金ないけど買っちゃおう。大して上がんねえな。大して上がるわけじゃねえんだけどさ。
[01:32:59.920] 鱗の盾も欲しい。これはね、お姉さんに教えてもらうのが好きなんだ。
[01:33:07.400] 聞いてねえよ。売っちゃおう。全部この辺全部売っちゃおう。これ甲羅の鎧とかいらねえだろ。福引き。あ、福引き夏。
[01:33:28.679] 福引きあったねえ。さやきの密って何?
[01:33:37.239] 100円もするんだ。
[01:33:38.520] 福引きしようぜ。
[01:33:39.800] 福引きあったね。福引きってできる場所決まってんじゃなかったっけ?もうできるんだっけ?福引ってどついらない?いらねえ。も売っちゃおうぜ。
[01:33:54.960] 福引きで遊びすぎて全然進まん。
[01:33:58.040] 福引きあったね。これ福引き券がもらえるのってさ、どういうあれなんだっけ?確率福県がもらえるのってどういうあれ?どういう理屈でもらえてんの?これ危ない危ない危ない。いいらないな。
[01:34:18.719] あ、俺の攻撃力上がるんか?
[01:34:32.080] え、鉄の槍り買うか。
[01:34:35.000] うん。でも鎖でも十分な気がすんだよな。
[01:34:41.719] アフル剣
[01:34:52.040] 髪いらねっかな。な、これは取っとくけど
[01:34:55.960] 。
[01:34:58.520] え、鉄の槍り買おうかな。でも攻撃力3
[01:35:02.400] しか上がんねえんだよな。それに660円
[01:35:05.560] って高けえ気がすんだよね。
[01:35:11.159] だったら木の帽子買ってやった方がいいか。でもまあいやいか。ちょ、これでいいや。行こ。もうちょ、これでいい。てて、
[01:35:26.239] コスパを考える大人になっちまった。
[01:35:28.880] いや、本当だよな。
[01:35:30.119] お疲れ様。
[01:35:30.800] お疲れさん。え、お疲れちゃん。今日もドラクエやっています。
[01:35:39.520] どこ行けっつったんだっけ?あ、そ、ここか。遠いの
[01:35:50.719] ここですね。
[01:35:51.560] あとお前ちょっとさ、MP使うな。
[01:35:54.639] あ、てか命令されるにしようよ。め、命令されろにしようよ。命令されろに。貴様。えー目な。
[01:36:06.719] えー、どうだ?作戦
[01:36:09.159] ばっちり頑張るじゃないんよ。命令され
[01:36:11.360] なさい。
[01:36:25.840] MPちょっとして。
[01:36:41.440] 今13
[01:36:43.880] 時13分でしょ。
[01:36:46.679] 12時までやるとして今日あれだよね。
[01:36:53.800] 自分を殺すきでやってくるモンスターに近接攻撃する勇気ない。
[01:37:00.880] うん。俺もないわ。
[01:37:03.119] こんなバカでけえムです即逃げだろ。
[01:37:09.119] えい。
[01:37:18.480] なんかこれこさっきのさ、この横にいた蛇もそうだけどさ、マジでテリワンやりたくなるな。て、これ
[01:37:26.719] HD2D
[01:37:27.600] でリワとかさ、リメイクして欲しいわ。
[01:37:30.920] 絶対おもろいと思うんだけど、このなんかこのドットいで動くの見て。いや、ほ、ほんまいい加減し。それやめて。そのなんか仲間呼ぶの。
[01:37:44.639] おい、これはもうさすがにギラやるわ。
[01:37:51.320] ここですね。
[01:37:55.080] いや、もうほんまやめてそれ。い
[01:37:59.520] やあ。し
[01:38:07.679] ね。バンバ上がるね。
[01:38:14.480] あ、レベル追いついたやん。
[01:38:18.159] 追いつくんだ。レベルって
[01:38:25.400] めっちゃテリワなんだよな。
[01:38:26.760] このこのキングコブラとこの鎧いムが並ばれるとなんか俺ん中ですごいテリワンがなんか出てくる。
[01:38:35.360] えい。
[01:38:39.159] なんかコアトルとかあったよな。蛇のさ、なんか蛇ずっとなんか配合してさ、コアトルになるなったよな。なちやりてえ。と坂ヘと坂ヘビでと坂。
[01:38:54.560] お、何ですか?ここは
[01:38:57.760] ローレシアで南になる祠からに行かれた
[01:38:59.199] ことありますかな?ローレシ南にあるから
[01:39:01.320] 行ったかな?行ってないんじゃない?そこ
[01:39:03.000] には私の弟がいるはずです。弟は昔世界で
[01:39:05.320] 試し多くのもの見てき興味深い話が聞ける
[01:39:07.199] かもしれません。
[01:39:11.599] 甲羅の盾。甲羅の盾ってどうなの?
[01:39:20.159] うわ、上がるやん。
[01:39:47.560] こ、これ別に何もないんかな?ここはな。
[01:40:09.159] や、
[01:40:11.840] いいね。
[01:40:17.440] 暑いですよ。
[01:40:25.760] なあ、みんな間違えた。間違えた。リミトじゃねえ。もう俺眠たなってきたねえ。みんなもう俺眠たくなってきたからもうやめようかな。もうこの時間になるともう眠たくなるねん。
[01:40:46.360] ちゃんと健全
[01:40:48.880] 眠たくなってきたよ。もう眠くないの?
[01:40:53.320] 健康いた。
[01:40:56.920] よく信じられないんだけど俺前まだこっから
[01:41:00.800] 3
[01:41:00.960] 時間くらい配信してんでしょ。あと無理無理無理無理。
[01:41:05.400] コアトルまだ
[01:41:07.239] コアトルや作りてえな。またなあ。
[01:41:10.000] ねなねな。
[01:41:12.239] 前こっからあと2時間3
[01:41:13.920] 時間配信したんだよ。やばすぎるだろ。
[01:41:19.239] それ不健康になるわな。
[01:41:20.760] そ、そりそりなるわな。ただもうちょっと
[01:41:27.480] 仕事
[01:41:28.159] ただもうちょっとドラクエやりたい気持ちもある。心が
[01:41:33.080] 2つある。
[01:41:35.599] そう。6時半から7時。6
[01:41:38.119] 時半に起きんのが理想だけど大体もう
[01:41:40.080] 4時ぐらいになった。切れなくはい。
[01:41:43.119] こんちす。
[01:41:46.239] こんちど。こんくらいこんくらいと貯めてたからな。当時のレトルトはもうこんくらいためてたよ。絶長期のレドルトは。いもこんばんは。
[01:42:09.719] はあ。
[01:42:10.800] かと思った。
[01:42:13.159] いや、こんくらい貯めてた。マジで最初の挨拶。
[01:42:18.719] こんちレトルトと。
[01:42:23.599] えい。
[01:42:31.760] 回しま。こんくらい貯めてた。もうこんくらいやってたね。
[01:42:51.719] 何?お前らも貯めてんの?今。お前らも貯めてんの?おい、喋れや。おい。こら。
[01:42:59.119] 笑笑。
[01:43:00.239] お前らも貯めてんのかと思った。今貯めてるかと思った。
[01:43:08.040] びっくりした。このまんま終わるかと思った。ドラゴンボールみたいに木溜めるかと思った。今日シュインシュインシュインシュインで終わんのかと思った。や、
[01:43:23.000] もうこのネズミ臭いねん。こいつ臭い。臭いなあ。君臭いな。
[01:43:33.239] 食らえ。もう痛い痛い痛い。
[01:43:40.920] ネズミアムウェイダイヤモンドカ員橋本です。いや、嘘だよ。ダイヤモンド会になるとね、あのバックが大きいですから。
[01:43:59.599] なんかすごそう。
[01:44:01.440] あのね、物売り上げた時のパーセンテージがよね、やっぱり。あ、ブローの巻き物って何?ブローの巻きウィングローの
[01:44:14.320] 5。
[01:44:14.599] これしろかい?え、これ俺だよな。これ覚えんの俺だよな?俺使うこれは。あ、待って。覚えられる覚えられないがんの?ポケモンみたいなことじゃ。シャドの巻き物もさ。あ、やっぱ俺は覚えらんだ。
[01:44:31.320] え、これクッキーキャ覚えさす。
[01:44:38.199] 22段階あるんだって。
[01:44:41.119] 22
[01:44:41.880] 段階?え、そのダイヤモンドカー員とかこれ実技ましんだよね。
[01:44:51.639] 12のポカン。ちょっと見たい、見たい。
[01:44:59.639] ウィングブロー。
[01:45:03.360] えい。
[01:45:06.560] みんなようわからん。
[01:45:09.639] 2回でも2
[01:45:10.840] 回攻撃してた。今ウィングブローってあれだよな。ドラクエ
[01:45:19.639] 11
[01:45:20.000] でさ、あのなんだっけ?ハンフリーがやってやつだよね。ハンフリーの必でしょ?あのウィングローってシアってやつやつよね。
[01:45:30.560] シやってやつやつよう覚えてるわ。悪笑
[01:45:35.320] よう覚えてるわ、俺。
[01:45:36.400] 笑笑
[01:45:37.639] ねえ。シやっつって爪でやつやつだよね。ウィングブローって懐かしいよ。よく覚えてると思わん
[01:45:47.480] キーの技。
[01:45:52.840] えい。
[01:46:01.920] や
[01:46:05.280] てんてんドン
[01:46:10.480] 曲がいいな。やっぱドラクエ2は
[01:46:14.560] 気持ち。気持ちいい。聞いてて耳が気持ち
[01:46:19.000] いい。
[01:46:21.480] ついた。ムーンペタ。ムーンペタでしょ?
[01:46:23.360] ここムーンペタでしょね。ム、ムーンペタ
[01:46:25.400] ですよね。ムーンペタだよ。ほら覚えてん
[01:46:28.800] ね。
[01:46:31.000] ムーンペタってめっちゃ可愛くない名前?
[01:46:36.280] ムーンペタ。可愛い名前。ムーンペタって
[01:46:40.840] んだよ。
[01:46:43.040] ペタの当たりがね。ペタが可愛すぎる。
[01:46:45.320] マジペタね。
[01:46:47.520] ムーンペタ出身だったらよかったな。
[01:46:50.199] 将来娘ができたらムーンペタってる。
[01:46:54.440] キラキラネームキラキラとかとねえな、もう。ムーンペタ
[01:46:58.480] ペタジーニ
[01:46:59.679] ペタジーニのな、ペタジーニのペタと一緒。へえ。サマルトリアにきの粒が伝わっていたようにローレシアには王女の愛が受け継がれていたんですね。
[01:47:14.199] 意味だよ。
[01:47:16.320] ペタはそばって意味で。
[01:47:17.639] え、嘘でしょ?本当?どこの言葉なの?
[01:47:21.199] 嘘だけど
[01:47:22.080] なんやねん、それ。なんやねんそれ。うん。もしこれがおびじきであるならこのムンペタに何かがあるということなんでしょうね。話しててもしょうがないですね。街を見て回りましょう。パパ。
[01:47:49.000] ベタジーに
[01:47:53.440] ムーンベタの町へようこそ。ここは人と人
[01:47:55.599] が出会う町です。いや、どの町でもそう
[01:47:57.159] だろ。
[01:47:58.960] いや、お前、お前自分の町だけがそれ、そ
[01:48:01.639] 、特色だと思うなよ。どの町でも会うわ。
[01:48:06.560] あ、犬。お前ままかくんく
[01:48:09.560] 。
[01:48:11.080] なんか犬。お、ついてきた。なんかついて
[01:48:13.119] きた。お、なんか犬っぽくねえな。
[01:48:17.719] 四つんバインになんだ。四つんバインによ。ケ穴が
[01:48:23.280] まあゆの血を引く王族の方では私は昔お城でお使いしてたものです。こんなとこでお会いできるなんて光栄ですわ。四つんバインになんだよね。これさ、仲間会話追加されてないの?仲間会話あっても良かったよな。
[01:48:40.000] MDXさんこんばんは。
[01:48:42.159] MDX
[01:48:42.679] さんこんばんは。ま、もう、もう、もうあと
[01:48:44.520] 30分ぐらいで寝ちゃいますけどもね。
[01:48:47.520] 久々に平日の配信をやっとりますがね。あれついてこないんかね。バインになんだよ。悪しろよ。
[01:49:03.840] ぬんだって
[01:49:05.760] 寝るで。12
[01:49:06.880] 時にもう眠くなってきたもん。
[01:49:10.639] えー、昔はここから東にある森の中で
[01:49:12.840] 小さな村があり、そこでも商売をしていた
[01:49:14.239] んだが、魔物に襲われて配送になって
[01:49:16.320] しまったんだ。だから今は石書にもなって
[01:49:18.480] いる遠いに南性の祠と足を伸ばしてるんだ
[01:49:21.080] が、そこにムーンの兵士が真面そこの
[01:49:24.080] ムーンの兵士が真面目なものばっかり本当
[01:49:26.560] に必要なものしか買ってくんないからこう
[01:49:27.960] してはちょっと困るんだと。
[01:49:31.080] 何呼んで?呼んだ俺呼んで呼んでない。
[01:49:34.440] 呼んでないっていうのもあるけどリスナー
[01:49:35.920] に対して。いや、呼んでないよ。
[01:49:38.760] え、是非熱く考えずもっと無駄遣いしてほしいのにな。金なんか使わなきゃ意味ねえのにな。
[01:49:44.840] 延長しようか迷ってたのに心の整理がついたんか。
[01:49:48.599] 何が延長って何?
[01:49:55.400] 何?延長って?延長しないよ。寝るよ。寝る寝る寝る。
[01:50:00.320] 12
[01:50:00.599] 時に寝る?迷ってないよ。迷いなく寝るつもりですよ。俺は
[01:50:03.920] 12
[01:50:04.199] 時に。ま、そんくらいで終わすのがちょうどええねんて。
[01:50:10.239] うん。ちょっと、ちょっと足りないぐらい足りないな。もうちょっとチマゲームのはあ、これかタイプ
[01:50:24.520] チまげはすっと寝れないんだよ。だってこれ俺今みんなに今こうやってさ、もう寝るんだよ。
[01:50:30.880] 12
[01:50:31.159] 時になったら寝るんだよって言って戻ったら多分
[01:50:33.679] 30分ぐらいスマホいじるぞ。
[01:50:38.719] それも神して言ってんねん、俺。
[01:50:41.679] 12時に
[01:50:42.679] かける
[01:50:44.639] 熱きバ。
[01:50:45.480] 笑笑。
[01:50:46.440] それも神しても12
[01:50:47.760] 時にはもう目をあのあっちの部屋行かないとって思ってんの。でももうぶっちゃけ言ったら
[01:50:55.159] 1時に寝ればぶっちゃけええねん。正味
[01:50:57.719] 6時間寝れば正味どうにかなんねん。
[01:51:04.599] でも、ま、それを神して
[01:51:08.159] 12時にはベッドに入りたいって言ってん
[01:51:09.920] のげ
[01:51:11.760] はなんのネック
[01:51:17.119] は悪いね、俺本当に熱付き悪いんだよ。
[01:51:21.400] なんかさ、め、目つぶってるやん。寝よう
[01:51:24.960] と思って寝ようと思って目つぶってるとさ
[01:51:27.880] 、
[01:51:30.079] なんか寝るモードに入る時ない?なんか
[01:51:33.119] ずっと意識あるじゃん。あるんだけど、
[01:51:36.280] 意識あるんだけど、あ、これ寝れるなって
[01:51:38.400] いう時ない?なんかふわっとしてなんか
[01:51:42.480] 自分が浮かんでるみたいな感じになってさ
[01:51:44.560] 、あるよね。あ、これ来たわってなった時
