[00:00:27.720] ひ
[01:09:26.719] お前を信じ
[01:09:27.640] こういうの疲れるからやめて。ほと
[01:09:29.960] こういうのやらせないで。ほ、[音楽]
[01:09:31.319] お前がアのものだとしてくれ。熱
[01:09:35.600] 何かと役立つ。
[01:09:38.319] うるせえ。これガキなんでお前
[01:09:42.279] 17
[01:09:42.679] のガキにおもろないとか言われなあかんね。これ
[01:09:44.600] 29や
[01:09:45.279] が全くあったまらない。
[01:09:47.199] いやマジでさ、あ、指先と足先の冷たさえぐいせばギシギシ
[01:09:54.640] 嘘でしょ?じゃあうるさいのお互い様ですねって言えるな。そしたらあ、ベック
[01:10:06.440] ゆタんぽ使ってる。
[01:10:07.840] あ、いいね。
[01:10:08.480] ないでしょ。こたつのあったかいとこだけ売ってるから買って机の下に置いてる。
[01:10:10.388] [音楽]
[01:10:14.719] あ、あそこだけ売ってんだ。へえ。あのアみアみのとこでしょ。あそこだけ売ってんだ今。へえ。俺暖房つけると頭痛くなっちゃうんだよね。電車とかもさ、
[01:10:27.520] 毛布みたいなの買うべ。
[01:10:29.159] あね、俺電気毛布ベッドに引いてるからベッドは死ぬほどあったかいんだよ。寝る時は大丈夫なんだけどホームセンターにあるね。
[01:10:36.320] あ、そうなんだ。
[01:10:40.920] 机の人の省略。
[01:10:43.080] 何それ?え、これ何?こういうあの配信机のええ、でもなんかこれになりそうじゃねえ。こんな布団かけてえんかい?あんまでも
[01:10:55.960] 跳なしダイソンとか
[01:10:58.600] 羽なしダイソン。ええ、何これ?ええ。
[01:11:01.479] [音楽]
[01:11:07.719] え、これでも怖えな。布団かけたらかになりそうじゃね?俺こういうの平気でさ、消し忘れる人間だからさ。
[01:11:18.760] で切れるタイマーを一緒に買えば切り忘れしあるんだ。ちょっと怖いよね。あれどうやって行くんだっけか?どこに行くんだっけか?ここか。
[01:11:31.560] これどうやって行くねん、これ?ここから
[01:11:34.040] か。
[01:11:38.159] [音楽]
[01:11:43.080] いや、でもいいな。こたつっていうか。
[01:11:44.880] うん。暖房のね、あったかさって俺どうも
[01:11:48.239] 苦手でさ、昔から頭痛くなんだよ。
[01:11:51.400] モヤーっとして。なんかあのあったかい
[01:11:54.360] 空気を出すじゃない?あれって。
[01:11:56.239] なんかストーブとかヒーターとかみたいな熱源で周りをあっためてくれるものは平気なんだよ。ぼやーっとあったかい空気だけ出せれるとね、
[01:12:06.480] 気持ち悪くなっちゃうんだよね、俺。
[01:12:09.280] だからね、ま、もう冬絶対ね、あれつけないんだよ。暖房
[01:12:12.840] あったかいんだから。
[01:12:14.480] 何これ?こんなのあなんだ。
[01:12:16.320] 頭ボンボンするからエアコン使ってない。
[01:12:17.460] [音楽]
[01:12:18.920] そうそうそう。一緒一緒一緒。へえ。こんなのあんねんや。めっちゃいいなこれ。
[01:12:27.239] へえ。
[01:12:29.360] ああ、こういうのあるんだね。
[01:12:33.199] お、しかも安い。安い。へえ、これいいね
[01:12:37.760] 。これ便利だね。
[01:12:42.040] ごめんね。全然画面出してないけど俺
[01:12:44.600] ごめん。全然画面出さなくて何のこっち
[01:12:47.480] わかんないな。ごめん。
[01:12:49.960] エムエムラ
[01:12:51.960] おらロ。お疲れ。
[01:12:56.400] 少しだけやしだけやって寝ます。おやすみ。こんばんは。おはようございます。ノせ。せの男せ。
[01:13:06.679] こんな時間やもんね。
[01:13:08.159] うん。もう1時で終わりにするよ。
[01:13:10.760] だし
[01:13:11.520] 俺も寝る。
[01:13:12.360] あの、
[01:13:13.239] おやすみ。おはよう。おやすみ。
[01:13:14.639] あ、おは。おやすみ。おはよう。おや、お休みからおはようまで。
[01:13:18.040] 顔下のさ、若けカップルが引っ越してきてさ、なんか心から大声が出せなくなっちゃった。心から大声が出さね。出せない。
[01:13:28.200] [笑い]
[01:13:32.760] 耳すまそうぜ。引っ越させようぜ。
[01:13:35.560] 耳す、もう
[01:13:38.199] 寂しい。大丈夫。寂しい
[01:13:40.646] [笑い]
[01:13:41.639] それな。なんかどっから聞いたことあるだ。寂しい大丈夫。
[01:13:47.239] 寂しいじゃん。サウダー味がいるやん。サウダー味が。
[01:13:52.000] 引越し、引っ越し。さっさと引しぞ。
[01:13:58.320] サウダ味寂しい。大丈夫?寂しい。くり返される。いや、あんまり撃たせんだって。この時間にやべえやつだと思われんだろ。先で歌ってる。
[01:13:59.641] [笑い]
[01:14:17.520] 心からでかい子出してない。つもだったらもっとでかい声出してるぜ。上の貝の人さ、夜中にサウダー歌ってないだろ?
[01:14:25.841] [音楽]
[01:14:29.120] うる。誰が誰がやねん。
[01:14:30.960] で、もう終わりだよ。マイク近づけようぜ。
[01:14:34.356] [笑い]
[01:14:35.040] あ、マイク近づけようか。じゃ、これで行こっか。今日スプーンの配信者みたいにこれで行くべ。中だ。
[01:14:46.239] 眠れない夜僕とお話しませんか?なしましっり行け
[01:14:54.040] にちゃーの中の唾液が
[01:14:57.600] 直絶頑張らなきゃだめなあ。
[01:14:59.902] [音楽]
[01:14:59.920] 17でもやってろ。17
[01:15:02.080] ライブ眠れない夜僕と少しお話しませんか?皆さんは年に
[01:15:09.600] 1回ぐらい金玉が無償に痒い日はある?
[01:15:13.159] 僕は今日がそれです。
[01:15:17.719] あのやかましすぎて1
[01:15:19.440] 周回って好き。目の前にいたら顔面殴ってるは笑笑
[01:15:26.520] やるやろ。
[01:15:28.400] 年に1
[01:15:29.080] 回死ぬほど金玉痒い日あるよな。これ男だったら分かってくれると思う。
[01:15:32.652] [笑い]
[01:15:36.480] ひで内容。笑笑
[01:15:38.719] 男だったら分かってもらうくれると思う。
[01:15:41.360] 病院行けや。
[01:15:42.480] 病か病院じゃねえんだってあるだろ。なんか年に
[01:15:45.960] 1回ぐらいなんか
[01:15:47.880] ないでしょ。
[01:15:49.679] え?ない。
[01:15:50.520] ほう。
[01:15:51.719] お前らカとぶってんじゃねえ。お前らか恥ずかしく恥ずかしくて言えね。
[01:15:57.320] 見せてら。
[01:15:59.440] 女さんに見せたい。
[01:16:00.520] か袋というか。
[01:16:01.679] あ、そうそうそうそうそうそう。たキ。そう。玉キじゃない。そう。あの袋よ。もう袋も包括して玉金のやつ。
[01:16:09.719] 夏は交換が痒くなる。痒くなったらデリケアズする。この内容も何もかも。
[01:16:19.157] [音楽]
[01:16:20.600] 下の会のさやつと仲良くなって俺の配信見せりゃよくねえか。
[01:16:27.239] 筋がキってなる時はないよ。
[01:16:30.840] うん。それは病気だと思うわ。ん?それ多分病気。筋が因ってなる時はないです。
[01:16:38.153] [笑い]
[01:16:39.280] 裏切りばっさり切り捨てていく。それはない。知らん。
[01:16:43.760] 何それ?
[01:16:48.639] どこの筋?[音楽]
[01:16:52.400] 弾の玉の筋でしょ?これ。
[01:16:54.528] [音楽]
[01:16:57.000] マクスロル
[01:17:02.320] たまにめっちゃ痒なんねんて。金玉強いもんだから。ほんまみんなが思ってる。
[01:17:08.960] おしっこかけとこよ。
[01:17:10.199] 出たよ。それもう久々に見たわ。
[01:17:15.280] あと1個宝あるって。
[01:17:16.840] 年に1回。[音楽]
[01:17:20.960] マジでそういうあれでスプーン行こうかな。
[01:17:23.000] 17ライブやろうかな。17ライブ。
[01:17:25.719] 17
[01:17:26.080] ライブやるべえかな。それで皆さんこんばんは。夜のお耳の小指人チャバゲームです。
[01:17:33.960] 眠れない夜僕とお話しませんか?皆さんは年に
[01:17:38.600] 1
[01:17:38.719] 回ぐらい金玉が無償に通日ありませんか?
[01:17:40.378] [音楽]
[01:17:42.320] 7
[01:17:42.520] リスナーです。
[01:17:43.960] 僕は今日がそれです。今日は朝から金玉が痒くて何度も何度も人目を盗んで金玉を描きました。
[01:17:52.840] や、グタラジオのパーリケに戻っていや、グータな
[01:17:58.199] ライブに突現れた発壊
[01:18:00.880] グータラジオゴールドやろうぜっていう話してるよ。元
[01:18:06.560] 17リスナーなんだ。へえ。
[01:18:12.880] 何可愛い子の配信見てた?
[01:18:15.120] 17の
[01:18:19.600] や
[01:18:21.400] せなさい。配信中も書いてますか?
[01:18:24.919] [笑い]
[01:18:25.159] 書いさすがにバレんだろ。あ、でもこうやって俺があ、これバレないかも。こうやって俺こう俺がこう肩を仕めたら書いてるかもな。
[01:18:32.779] [笑い]
[01:18:34.080] あ、歌ってる人ね。俺がこうこうやってこのこれも金タは書いてます。確実に。
[01:18:39.800] かき[笑い]
[01:18:42.159] 黒人さんじゃねえかよ。
[01:18:44.120] きしや。
[01:18:48.499] [音楽]
[01:18:54.760] やっぱね、あれよ。やっぱり
[01:18:58.679] 配信ってさ、もうなんかあのなんちゅうのかな。
[01:19:06.800] やっぱね、その変ななんて言うのかな、変
[01:19:10.719] な見えみたいのも捨ててやった方がええで
[01:19:14.080] 、[笑い]
[01:19:15.840] なんか
[01:19:18.239] Aかしようとしたダめ配信でな。
[01:19:22.199] 金玉痒くなります。[笑い]
[01:19:26.040] こういうことを言っていこう。ちゃんと声
[01:19:28.080] を台にして。こういうことをちゃんと表明
[01:19:31.000] していきたい。金玉は痒くなります。
[01:19:35.199] 持てなそう。夜犬持てんと思う。夜け犬持てんと思う。
[01:19:35.659] [笑い]
[01:19:44.199] やけモテ
[01:19:45.239] 焼け持て。[笑い]
[01:19:49.120] ああ。さすが拾えるね。お前ら
[01:19:51.380] [笑い]
[01:19:51.920] よく分かったね。青筋ピンクね。やけ持てんと思う。だから配信でモテとすなっていうことなんすよ。
[01:20:04.199] 配信で持ってようとしたあかんねん。うん。俺も嫌い。金束痒くなるやろか。
[01:20:20.880] もう大丈夫。
[01:20:22.080] あいつ何がしたくて生きてるの?
[01:20:26.400] わ、プリンちゃん今聞いた。みんなプリンが攻撃受けた時エッチだったね。
[01:20:35.600] バカお前あれだぞ。そんなね、ネットでね
[01:20:39.920] 、いいかしてるようなね、配信者なんかね
[01:20:43.639] 、本当大したもん、[音楽]
[01:20:45.159] 大したじゃないっすよ、本当に。
[01:20:50.199] 笑笑
[01:20:50.960] ほんまにろなことないんだから本当にろな
[01:20:54.159] ことない。例えば山がある青筋参戦マジ
[01:20:59.280] やねん。数字ピンク参戦
[01:21:02.360] 例えば
[01:21:05.639] いたんですよ、前ね。どうしてもとある
[01:21:08.679] 配信者を好きになっちゃった女の子がい
[01:21:10.600] ましたね。
[01:21:13.040] こうなんか、ま、その子も配信者なんですけど結構いろんな話を聞いてさ、もう明らかにその男、男も配信者なんですけど、
[01:21:17.841] [音楽]
[01:21:24.639] クールとこ風の入り大丈夫か?
[01:21:27.639] もう大丈夫。
[01:21:28.320] 大丈夫か?
[01:21:29.159] 感謝大爆発です。[音楽]
[01:21:31.000] 感謝大爆発です。クールポコ風の入り。もうこの話でやめとこう。
[01:21:39.800] の話
[01:21:40.880] 何見て猫って
[01:21:44.960] もうちょこの話やめた。この話やめた。危ないからやめた。昔配人でいい格好してる男がいたんですよ。かっこつけてイケボで配信してる男がいたんですよ。何
[01:22:05.159] やっちまったな。
[01:22:07.679] 年末の話しようぜ。
[01:22:09.760] 男は黙って金玉の話。
[01:22:12.400] 誰の話だ?
[01:22:13.600] 男は黙って金玉の話。ああ、
[01:22:17.080] 1年に1
[01:22:17.639] 回痒くなるよ。あ、来た。着きました。あ、みんな塔の
[01:22:21.880] BGM
[01:22:22.199] 行くぞ。や、唾めっちゃ飛んだわ。あの塔の
[01:22:22.687] [音楽]
[01:22:24.440] BGM1回溜まって、1
[01:22:25.880] 回溜まってきてい。1回溜まって。1
[01:22:26.920] 回溜まって。1回溜まって。
[01:22:29.080] これだ。ててレてレてレタールンタランてんタラントンタランだ。
[01:22:42.600] これだ。思い出した。待って。待の今の。これうるせえかな?うるせえよな。
[01:22:54.782] [笑い]
[01:23:01.600] クソうるせえよ。
[01:23:03.297] [笑い]
[01:23:05.840] イヤホン固め耳外すべ。イヤホン耳外して。俺がどんだけうるさいのかちょっと体感しながらやろ。
[01:23:16.800] いや、もう下のカップルに気使ってでかい子出せねえよ。
[01:23:22.080] ありがとう。うるさいし。今更だよ。大丈夫。
[01:23:27.239] まあね。もうもう1
[01:23:28.280] 時間やってるしね。あと30分耐え。
[01:23:30.639] 作らなきゃ。
[01:23:32.840] もう棒もうちょっとやるつってもやりようがねえよな。
[01:23:41.560] カップルから越してきたの?
[01:23:43.280] いや、今日じゃね、だって今日だからさ、ゴミ出しに外出たらさ、なんかあのちょうど男と女があのだから多分引っ越したケチって多分自分で自分の車で運んでたんだろうな。
[01:23:55.480] あの、2台からさ、あの、電子レンジとか
[01:23:58.719] 運んでるとこにはち合わせてさ、で、
[01:24:01.719] すっげえなんかもう挨拶してきて、あっち
[01:24:03.600] もあつって、あ、下の階に越してきた。
[01:24:05.880] まるまるですて言われてさ、俺まさか人と
[01:24:08.920] なんか急に会話すと思ってるからくそさ、
[01:24:12.120] ゴミ出ゴミ片手に持ってさ、あ、
[01:24:14.719] ゴミゴミゴミゴミゴミ逃げ
[01:24:18.199] た。[笑い]
[01:24:20.239] この話ほんま好きだから毎日してくれ。
[01:24:24.400] もう全然全然まともに挨拶できなかった。あ、ゴミ。これ、これゴミゴミ。これ今ゴミ
[01:24:27.138] [笑い]
[01:24:31.320] コミュ勝になって
[01:24:32.239] ゴミ。
[01:24:36.679] なんだあいつって思われただろ。全く動できないム。からそばでも持ってか。笑笑。
[01:24:47.679] 普通そばって持ってくるもんじゃねえのかよ。
[01:24:52.480] こっちから持ってくんだ。引っ越し祝い。
[01:24:54.840] どう?あだ名ゴミシ。あだ名。俺のあだ名下のやつなの?うわ、俺ミごミ賞って言われてんの?ひでえ。言ってくれるじゃねえかよ。
[01:25:05.128] [笑い]
[01:25:18.884] [音楽]
[01:25:18.920] 俺ゴミシって言われてるらしい。下の階のやつミ捨てるコミ障だから。いや、なんかもっとしっかりちゃんとなんかあれしたいな。あれ?これさ、しびれってどうやって満月そうか?
[01:25:28.709] [音楽]
[01:25:36.639] 俺多分コンビニの店員からかっぱってあだ名ついてる。な
[01:25:40.199] んでなんでなんでかっぱなの?ハげてんの?ハげてねえだろお前。
[01:25:51.080] ファミまでずっとキリばっか買って男を回す。
[01:25:53.599] [笑い]
[01:25:55.360] いやいや、あの1
[01:25:56.960] 本漬けのキュウリあれうめえよな。あの
[01:25:58.839] [笑い]
[01:26:00.360] 1
[01:26:00.520] 本漬けのキュウリだろ。あの最近売ってるよね。あれね。あれうまいよね。分かるわ。俺もあれたまに昼ファミマで買う時買う。あれうまいよね。分かる。朝漬けのキュウリだろ。うん。あれうまいんだ。安いしな。
[01:26:18.600] じゃあ俺もかっぱって言われてんじゃねえの?
[01:26:21.880] えい。
[01:26:27.080] くらえ。おやなのにな。
[01:26:38.795] [笑い]
[01:26:40.159] 確かにご城のふりをしてる。
[01:26:46.520] 意外と体力がすぐなくなっちゃうんですよ
[01:26:48.719] 、これ。
[01:26:55.239] こっちは行ったか?
[01:27:02.480] ルルト
[01:27:07.880] 。
[01:27:13.080] やべ、ここだけでもクリアしてえな、今日。あと
[01:27:15.600] 30
[01:27:15.840] 分で行けるか。いや、まあ、敵が強くなってきたな。
[01:27:27.920] [音楽]
[01:27:32.320] 風なさい。
[01:27:34.960] それやでやっぱ仲間がいるから強い。仲間が多いと助かるわ。
[01:27:48.159] お、
[01:27:53.159] これだよな、多分な。
[01:28:02.800] やあ、いいよ
[01:28:10.719] 。
[01:28:16.199] イエスイヤスイエスイエスイヤす。
[01:28:20.880] いいね。MP伸びるね。MPが伸びるよ。
[01:28:24.320] 10も伸びてるよ。いいよ。おい。
[01:28:28.181] [笑い]
[01:28:30.719] ルカに覚えたの嬉しすぎてなんかそうに
[01:28:33.440] なった今。[笑い]そんな
[01:28:39.280] 感じじゃない。[笑い]
[01:28:42.400] ルカに覚えただけでうわって[笑い]
[01:28:47.440] ルカに覚えただけでゲロでそうなってるや
[01:28:49.520] ん俺。[笑い]嬉しすぎてだってさ、
[01:28:53.119] ドラク1の時なかったんだもん。ルカに
[01:28:58.560] ザオって確かザオリの前だよな。確かな
[01:29:01.239] この最近増えたやつだよね。
[01:29:07.440] 下の絵の人、上の人。
[01:29:09.719] 深夜に騒ぎ出したと思ったら履いてる。怖い。
[01:29:14.600] 賢こたるのとかあった。まだ
[01:29:18.639] ざ役。ざ役ザオ男優。あ、それシールド優か。えー、でも
[01:29:19.271] [笑い]
[01:29:29.119] MP
[01:29:29.600] ちょっとプリンちゃんにあげたい。ザオ絶対でしょ。覚えらんねえんだ。もうクッキーしか覚えらんだ。
[01:29:38.040] じゃあもうね、こうなっちゃったからにはもうねえ、お前しか覚えらんね時なんて言ってるかわからんかったけど上ではっきり聞こえてクルーダブルとかたら面白い。
[01:29:51.960] ネットでしか友達いないんだて思われて。いや、ま、リアルにそうなんだけど。うん。まあまあそうなんですけどマジでネットにしか友達ないんですけど。
[01:29:59.882] [笑い]
[01:30:07.679] えい!
[01:30:10.080] 叩き込む!プブプグブプ
[01:30:42.080] それ
[01:30:49.239] えい
[01:30:57.719] えーなんかどうしよっかな。
[01:31:01.320] いや、でもさすがに2、いや、いや、1時
[01:31:04.760] だね。一瞬2時までやっちゃおうかなとか
[01:31:07.920] 思ったけどやべ、もうそれ1回やり始め
[01:31:09.679] たらもう切れないから。もう1回マジ1じ
[01:31:11.320] でやめるわ。いや、ドラクエやりてえな。
[01:31:22.400] 構いたちの巻き物。浜家じゃん。
[01:31:28.639] サたちって何?そんな技あったっけ?
[01:31:34.840] あ、クッキー覚えれるんだ。ねえお、
[01:31:37.800] ちょっと待って。
[01:31:38.600] 妹っていつ仲間になんの?これ妹のためにも取っておかなきゃいけないのでは?
[01:31:46.648] [音楽]
[01:31:46.920] 学科員の葉まけ。
[01:31:49.239] え、学院なの?ま、いいやって。
[01:31:51.679] 確かに。
[01:31:52.719] えい。
[01:31:53.280] ねえ、妹が仲間になる頃にさ、何も覚えらんないみたいな。いや、わかんないけどさ。やべ、俺死ぬ。ハマイエって学科員なんだ。へえ。
[01:32:08.040] 妹の加入が予想通りならだいぶ先では
[01:32:11.159] そう。あ、分かった。俺言ってないのに分かったんだ。俺がどこだと思っているか。まあそうだよね。だいぶ先だよね。そう。クッキーがあれ、あれ、あれになった時かなって。あ、さっきあ、言ってましたか。すいません。
[01:32:24.560] 自分で言ったことも覚えてません。じゃあ、もう覚えちゃおう。じゃあ、もう覚えちゃおう。構いたちって何?え、
[01:32:33.760] なんとなく読めるよね。
[01:32:35.679] 真意はわからんけど。
[01:32:36.719] うん。どうなのかわかんないけど、まあ、多分そのタイミングでしょう。ま、ネタバレになるので言えませんけどね。初見さん。てて、どこ行けばいいの?これわかんねえんだけど。こっちか。トゥル。
[01:32:59.639] やっぱさ、なんかやっぱ当の
[01:33:02.119] BGM
[01:33:02.880] ってちょっと本気出してくるよね。すげえ耳に残る。この曲に
[01:33:09.199] はなんか上がやこしいよね。
[01:33:11.880] うん。この塔すごいやこしい。ただ上に上がっていけばいいだけじゃなくてなんか外れの外れのフロアがある。
[01:33:30.040] じゃ、もうまずもうこっから外れなんだよ
[01:33:31.520] 。ここも降りなきゃだめ。
[01:33:35.600] ほんで。
[01:33:39.480] ああ、ここもじゃあもう外れだよ。ま、
[01:33:43.000] 真ん中にいる時点でもうこれ外れてんだな
[01:33:44.840] 。
[01:33:47.800] ここ。いや、もうなんかもう何?あ、
[01:33:51.800] あそこに、あ、風のマントあそこにあるん
[01:33:53.679] だ。か1
[01:33:54.080] 回ぐわーっと上がって下がってこなきゃいけないんだ。めんどくせ。まずも
[01:33:59.320] 1回直そうぜ。
[01:34:04.920] ぐわ上がって。
[01:34:08.480] 千原千原。ジュディアもいます。
[01:34:10.320] ぐわー上がって
[01:34:14.000] ドわーでっかいのなんか倒して
[01:34:17.920] ほんだら政治がぐわってきて
[01:34:24.000] じゃここも外れな
[01:34:32.520] 震えなさい
[01:34:33.960] マジで寒いんだっいたれ。
[01:34:43.880] よいしょ。は
[01:34:46.119] くらえ。
[01:34:47.600] もうこたつから出れねえよ。
[01:34:49.520] いやあ、でもこたつで寝るのよ引くから。これなんでなんだろうな。なんかさ、昔からさ、こたつで寝ると風邪引くって言われてるけど、そういう根拠は
[01:34:58.800] もバッテリーで動くヒーターベストでも買ってみたら
[01:35:02.440] え、そんなんだ。
[01:35:03.320] 引いてんだよね。
[01:35:04.480] じゃあもうなおさらこたつから出ろ。お前ベッドで寝ろってよく言うけどなんでなんだろうな。こたつで風邪引くって何なの?医学的根拠あるんか?こたつあったかいし風邪引かなそうだけどな。これどっから上がんの?
[01:35:19.840] で寝て壁引いたことない。
[01:35:22.040] 言うて俺もないけどなんかよく言うやん。親とかがだからあれだよな。こたつから動かない子供をさ、適当に言ってるだけだよな。
[01:35:31.800] あ、汗のせい暑すぎてってこと。あ、そういうことなんだ。それが冷えてってこと。あ、そういうことなの?多分こたつにいると遠石外線で体の水分量が減って喉が枯れてきて面疫が落ちるんじゃない?
[01:35:39.831] [音楽]
[01:35:46.480] すごい。え、そんな小難しいことをさ、昭和のママたちは分かった上で言ってんの?あんた小で寝ると遠石凱線で体の水分が減って喉が枯れてきて免疫が落ちて風引くよの略だったってこと。
[01:36:06.679] あれじゃねえの?あの食べてすぐ横になったら牛になるよなんじゃねえんだ。
[01:36:16.511] [音楽]
[01:36:18.920] そらもうおばあちゃんの知恵偉大やで。喉カサカサ対策で雨舐めるもそうだね。
[01:36:25.040] ああ、そうなんだ。
[01:36:28.719] おばあちゃんのあ、もうほら、お前らのコメント読んでたら落ちちゃったよ。
[01:36:37.040] ダブルあ、実際は食べてからちょっと横になった方はね。そう、実際はね、ダブル人のせいにするのやめな。実
[01:36:47.600] 笑。
[01:36:48.679] ネモースモースチャンネル。
[01:36:52.719] このに言われたばっかなのに
[01:36:55.156] [笑い]
[01:36:55.880] ね。NPCに言われたばっかなのに。
[01:36:59.480] ネ
[01:37:00.920] ネモース。足が寒いよ。プルプだ。このさ、なんかこの壁に阻まれて見えねえのがまたあれ。
[01:37:20.960] あ、俺もうなんか影持ってんだっけ?え、
[01:37:29.159] よいしょ。な
[01:37:32.320] んなん?たまにやる。それよ。はてのリング君にあげようじゃないか。
[01:37:59.159] これでもなんかさ、1
[01:38:00.360] 回外壁からさ、塔の外に落ちてさ、違う入り口から入るみたいなギミックなかったっけ?ドラクエ
[01:38:08.920] 2
[01:38:09.159] じゃねえんだっけ?それなんかそんなのあったよな。
[01:38:11.560] なんかドラクエにこれじゃないんだっけ?
[01:38:14.599] はあ。
[01:38:16.840] もう大丈夫よ。
[01:38:21.880] それたいね。やっぱドラク
[01:38:39.239] 1の方がむずいっすわ、これ。
[01:38:43.000] やば仲間がいるってのはね
[01:38:46.280] いいよ。
[01:38:50.560] こっち合ってんのかな?
[01:39:01.000] いや、多分俺この塔も全然宝取ってない気
[01:39:03.320] がすんな。
[01:39:05.639] ま、後で来ればいい。またあのね、回収回
[01:39:08.440] やればいいよね。また後で。
[01:39:16.719] ねえ、
[01:39:20.320] レミラーマー覚えたらやろう。
[01:39:23.119] 痛いでしょ。した宝入らないもの。いや、い、いるよ。いや、これ、この普段のドラクエだったらまだそんなに見逃してもまあまあまあって感じなんだけど、これ巻き物があるじゃん。
[01:39:29.083] [笑い]
[01:39:39.440] 前回のドラクエ1の時のさ、あの、なん
[01:39:42.400] だっけ?あれ、あの回復系の巻き物とか
[01:39:45.760] 逃してたらマジ積むからさ。あれマジ
[01:39:49.000] ベホイム取り教えてくれなかったら絶対
[01:39:51.599] 気づかねえぞあれ。そういうのがある
[01:39:54.040] じゃん。ベホイムとかさ、なんかそういう
[01:40:00.080] あ、しかもノーヒントじゃん。なんか本棚
[01:40:02.239] に隠れてるとかさ。ああいうの
[01:40:05.440] 良くないよね。ああいうの良くないわ。
[01:40:08.000] うん。
[01:40:12.960] あ、
[01:40:15.560] なんかなんかいる。
[01:40:20.719] 魔法のせ使ってか。
[01:40:28.159] 魔法の先生って15しか回復しないんだ。
[01:40:32.400] 行ってみようか。
[01:40:42.320] コ近いやって。を落とした後お宝探しかよ。
[01:40:49.960] 佐藤この稼働。
[01:40:51.440] あのムーンブルクとかいう人間の国へんどくせえやくて手こらされた。
[01:41:00.239] 魔老師、
[01:41:05.840] あなたがムーンブルクを襲ったの。
[01:41:11.000] 懐かしくって草。
[01:41:14.040] こんな、こんなやつがあんま、
[01:41:19.320] え、こんなやつがムーンブルクを滅ぼしたの?いや、弱そうじゃない?
[01:41:26.000] 質問に答えなさい。
[01:41:28.360] あなたがお前がムーンブルクを襲ったのか。
[01:41:33.599] 言い直したのいいね。
[01:41:36.920] 確かに
[01:41:38.320] なんで今振り向くためになんかブンブンブンってなったの?
[01:41:43.040] 振り向きのモーション作られてないからか。
[01:41:47.520] よくもよくもうブルクをへお前あの国の生き残りなんだな。なのにバカだな。拾をここにすることになるなんて。
[01:42:14.719] じゃね。
[01:42:15.360] 天竜神。
[01:42:16.360] く来るよ。
[01:42:18.199] くくく来る。まあまあまあまあまあ命令させなさいよ。一旦な。
[01:42:29.400] ワンピースに出てくるカス。ワンピースに出てくるカス。カスが出てくるんだ。ワンピースにも
[01:42:42.119] えーカブト割りかな。
[01:42:48.360] 攻撃力いや、カブり合って。
[01:42:53.480] いや、どうしようかな。いや、いいじゃ
[01:42:55.800] ない。スカスカラ、スカスカラ、
[01:42:56.719] スカスカラ、スカスカラ。
[01:43:01.880] これさ、またドラクエ1みたいにあれなの
[01:43:03.920] かな。めちゃくちゃさ、あの攻撃
[01:43:07.840] デバフのかな。から
[01:43:13.119] いいよ。
[01:43:16.000] あ、大して強くねえな。大して強くねえな。とりあえずスカラは全員に振っきたいなあ。
[01:43:33.239] あとデバフはもうないからこれもうぶっちゃけこれでいいんじゃない?
[01:43:42.920] それ
[01:43:44.719] いや、あんま強くないね。ああ、いいよ。
[01:43:50.360] お、これそんな強くないやん、こいつ。やっぱドラクエ
[01:43:53.840] 1
[01:43:54.040] がやっぱ異常に難かったっていうことすな。
[01:44:00.080] 構いたって何なの?
[01:44:02.877] [音楽]これ強いんかな?
[01:44:06.679] いや、待て。お前構いたち[音楽]やる前
[01:44:09.159] にスカラだ。とりあえず全員にスカス振っ
[01:44:11.119] てくれ。
[01:44:14.599] キャドとかのが効くか。
[01:44:18.639] ああ、だるいね。
[01:44:21.480] 痛いでしょ。おちあがくんだ。こいつ
[01:44:26.080] 一気に行きましょう。
[01:44:31.000] えっと、もう必中拳で
[01:44:54.320] やばい。
[01:44:55.760] やばい。み、
[01:44:59.000] 危ね。いや、危ない。うーん。うーん。意外とやばいっすね。いや、俺は多分大丈夫だから。
[01:45:17.400] 地味に
[01:45:18.840] 地味に地味に地味に来てる。
[01:45:23.639] ボディブローみたいに聞いてきてる。ホイ
[01:45:30.840] オオオよしよしよし。何気にこいつ勝てあの体力多いねん。そんなそんな強くねえのに攻撃。
[01:45:55.080] 大丈夫かこれ?
[01:45:55.840] いた力。
[01:45:59.440] よしよし。
[01:46:01.480] 目ほいみ。
[01:46:02.400] オオオ。ふう。うーん。
[01:46:19.118] [音楽]
[01:46:23.360] あ、体力どんくらいだ、これ。もう半分ぐらい行ってくかな?名前が。あ、や、やばい、やばい。危ない。
[01:46:30.560] これなら
[01:46:33.800] ああ、まだは、まだ半分すか、これ。
[01:46:40.078] [音楽]
[01:46:47.360] やべえ。死にそう。
[01:46:53.639] 力
[01:46:55.040] 間にあいや。あー死んじゃった。すんごい色。すげえ色のすげえ色のあれだな。いや、まずいね、これ。
[01:47:14.880] はお。まずいよ。それまずいです。先輩。
[01:47:27.199] MPがね。
[01:47:33.360] あっちゃ。これまずい。
[01:47:39.684] [笑い]
[01:47:43.360] もう
[01:47:46.280] レシデンツレーペアダブル
[01:47:49.440] こんなん無理やで。
[01:47:52.920] 無理だよもうこんなんか。これで終われ。
[01:48:02.599] これではい、というわけでね、本日のチャマゲームの配信はこれまでということで
[01:48:14.399] [笑い]
[01:48:17.040] というわけでね、
