[00:00:13.910] んで裏地を
[01:01:28.430] それなんじゃねぇ目開けてたんだけど結局負けてその間にズボン下げられて
[01:01:35.780] とゲームにアジアン刺されてねー
[01:01:39.579] けどその間10分もないで多分
[01:01:42.799] んだ風美女ぶっ
[01:01:44.839] 便利食ビーってやるだけだからん
[01:01:48.880] いうの声んでハイあぺんちゃんと俺が眼が開いてる証拠がありまして
[01:01:55.720] しかしそれ
[01:01:57.980] そんな商工メイドあるんですよ安藤んまあその時
[01:02:01.670] 付き添いれまあ家族もさうん
[01:02:04.930] 遺書 you all 候補日本にノー重くなっちゃうば会えるかうん
[01:02:10.780] なるでしょはいねでまあまあちゃって待ってるわけ
[01:02:15.460] 付き添いの大方相応の熱きちゃの方はうーんまーっ
[01:02:21.270] で後でその
[01:02:23.460] 付き添いの方に聞いた話だと
[01:02:27.510] すっ
[01:02:28.640] あの
[01:02:30.320] まあ
[01:02:31.300] こういうことをやりますと夕食やりま説明いう阿蘇説明があったので
[01:02:37.119] 得たとなんかどういっしょ必要らしいんであれ
[01:02:40.590] なんだ一応その後に何か決戦とができてどうのこうのっていうのもあるらしいから陸奥
[01:02:46.950] 場合もありますよと
[01:02:48.600] そうそうそう
[01:02:50.230] まあどう以上が必要で
[01:02:52.910] でその説明を着たまあ度以上私に来た時にそこのか
[01:02:59.180] 青虫さんが
[01:03:01.280] あのなんかまっ推したんですけど
[01:03:04.910] 目開いてるいいねたんだね
[01:03:08.990] おすげえじゃんコット所そう
[01:03:24.250] ブーブー言っはまあまあし
[01:03:32.780] だからそんな時間じゃないんだってそんなに
[01:03:36.390] ああああだからそれこそ命開けたままでもいけたんじゃない
[01:03:40.730] 瞬きましたがかなあがんだけどまあまあ滝谷ちゃうのとてもこれ
[01:03:46.410] 判定基準微妙だね意味のでじゃあどっちなんだろうねぇ
[01:03:50.730] ジャッジアーム lc は
[01:04:06.180] ブーブーに思っに10さん一緒に対してなんやねんっ
[01:04:12.730] 並ぶねっ
[01:04:15.380] どうなるんだそれ
[01:04:18.280] これは
[01:04:20.930] 次回に持ち越すかふわぁそうだねダラン今成
[01:04:25.220] 1敗1分けで所
[01:04:27.970] どうだ団体1分け1分け1ても負け見たものはやば完全に勝たないと
[01:04:34.109] 米ける国会は局所まずいの可能性やな教科書だろう
[01:04:39.720] 羽生
[01:04:40.700] だ全員死んでこのねあ残り h しまったがもう順ちゃんのますパー薩摩瀬が話なんか
[01:04:46.609] もう元も子もないんだけど
[01:04:48.829] まあ勝てるわけメジャー周辺減ってベースで今すぐに
[01:04:52.250] のんん入ってるのかな
[01:04:55.700] バンディット気ねーんだよまあまあ勝てるかもしれないけどまぁ
[01:05:00.690] まあかっ
[01:05:02.890] ないまあまあやいやそういうことですようん
[01:05:08.849] ブーアの不可能な的に田島がってるわけだじゅんちゃんって言っ
[01:05:12.849] んまぁ俺はどっちからでもねそんなねあの曖昧な勝ち方じゃなくて勝てる月はガッツリ
[01:05:17.710] 勝てると思うんでもう
[01:05:19.849] 今回勝ちじゃんで曖昧じゃんだまた
[01:05:22.970] アーマー肝心にカウントできないですよね
[01:05:26.030] だめだブラーめっす
[01:05:28.520] ダメさハロなるた髪を
[01:05:31.250] 目指してさ
[01:05:32.920] 俺より強い家に会いに行く写っ
[01:05:35.759] いろんなの傭兵に行ったほうがいいよ
[01:05:39.119] そっか俺に一家てるまっ水位はいないのかっつってそうそういうふうな登場だ
[01:05:45.230] ストリートファイターの主人公だけやお礼に俺より強い奴に会いに行く
[01:05:51.360] 理由かやってる指でストリートファイターのリュウ未定
[01:05:57.570] ラー多分きゃろっ
[01:05:59.690] まあ次の何もチコズっていうのは次はちゃんとあるから
[01:06:05.450] ん
[01:06:06.599] んあずいやもう決まってるんだよ
[01:06:09.989] えっバス na ちょい
[01:06:13.739] いつ倒れるかとかが決まってるとかじゃなくシュゥゥゥーッ第今回の件でってこと
[01:06:19.890] よっちが違うまあまああの
[01:06:22.430] 電池切れですあー神社電池切れね電池切れはまぁまぁそれはね
[01:06:26.660] 変えなきゃダメかなじゃ来年
[01:06:29.809] やるか来年かやばいせマッチしてるねー
[01:06:33.640] 猫のラジオでその話広げだした頃はまださ
[01:06:37.710] なんかそんなにあの
[01:06:41.160] まだまだ先なんだけどねみたいなそれでも来年か
[01:06:45.540] 来年だねえ幅犬
[01:06:49.300] 2022年そうかでもそうだねちょっと
[01:06:54.470] それ実際さあどんくらいかかる雫んで回手術
[01:06:59.099] ん
[01:07:00.640] 駄文普通普通の人ならん
[01:07:04.390] ズーム人じゃないんだけどうん等だいたい3日4日
[01:07:10.090] 長くて1週間ぐらいがニューロンがあるなぁ
[01:07:14.440] あの手術も含めてああ
[01:07:17.570] [音楽]
[01:07:18.980] マサナオヤの場合はの
[01:07:21.430] マイル路はまあねあの
[01:07:24.920] 前回にあったりしてるから
[01:07:27.450] まあどうなるかあとどういう方法を取るかって言うので
[01:07:32.180] また決まってきますね
[01:07:34.609] 何年大きなのかなだって
[01:07:37.560] どう今はね10年
[01:07:40.810] すごいね10年もっつかな
[01:07:44.080] 俺がやった時代でだから10年
[01:07:48.220] 動くし続けてくれる電池等で書をソース多いよね
[01:07:52.849] そしかもそれが10年前に入れておきあるでしょ電磁上昇夏ギネヴィアつなんかもっと
[01:07:57.710] すごいんじゃ
[01:07:58.700] いやーどうだろうね車なんかしてんじゃねーだろ
[01:08:01.809] あのねぇ
[01:08:03.210] また高難しくて誘い機械機械ものって難しいじゃんんん
[01:08:08.780] なんでもそうだけどあのなんだろうな
[01:08:12.930] なんだ
[01:08:14.150] ギターアンプの後ろとか見たことある酢海苔を
[01:08:18.560] ir プチプチって言う
[01:08:21.330] はい性あるじゃああるねえ
[01:08:23.650] あれが
[01:08:25.270] はまるようなやつで新しい方があー長良じゅんちゃんの中に入っているメイズメーカー
[01:08:30.910] も古いもんだから新しい電池に対応しているかというかそっちがわそうそうそう
[01:08:36.790] ああああやでもそんなことねーだろで家の企画は一緒なんじゃねぇ
[01:08:41.109] 奪還な
[01:08:42.830] 触れだってさー
[01:08:44.839] それは昔入れた人が可哀想じゃないですか
[01:08:48.140] けどおろ辺は考えてるでしょ
[01:08:51.020] 邪道
[01:08:52.310] the 進歩してるはずだから20年くらい県じゃーん
[01:08:56.540] 22件かなぁ案内けどフォロワー
[01:09:00.089] だのソーラーヴィンチとか前も言ったグッズ販売
[01:09:03.359] あうん同じたら玉の上に相談マーケルおいてそう言っておいて
[01:09:10.220] そうそうか実はってあるよね4強
[01:09:14.330] 11レース面相られずつか女とかといっしょ日で日中も9枚縮めていってるから
[01:09:22.150] さぁさぁ昼間に出てくるにスース育てるもなく分
[01:09:26.400] 上手がちさん
[01:09:28.120] ホーラ川カスみてえないーそれはますます中逆転まず何なんだな
[01:09:34.040] や距離お昼に10年しなきゃいけないから
[01:09:37.240] それはジャンプの大きなキャー
[01:09:39.429] 変だからうだから分
[01:09:41.920] 9祝だとやま本当だよ
[01:09:44.620] あってるかあっそっか
[01:09:48.140] そうだね曇りやっと増自分である種
[01:09:53.469] 充電しない
[01:09:55.490] 誰かめっちゃぺんぺん9やってるとか電球塾ってええ
[01:09:59.680] 開けられとダメなんだっけそうソーラーはブラックライトのかだな
[01:10:03.910] 紫外線感知してるからあ
[01:10:06.910] 弱ボニーも大丈夫だよまあよ弱いよええ
[01:10:10.580] グラ刻み脳が膝6さん
[01:10:14.150] ヒ素員ってさぁ順ちゃん真っ黒リー
[01:10:17.840] 松崎しげる3 t にぱぱっ黒えーっはああああ章ああっ
[01:10:25.150] チョンマ充電いるんですよさあ
[01:10:27.630] まあ黒なっち手順者
[01:10:30.500] あっ一位
[01:10:32.460] ジャックに何か体に悪そうだから逆にな
[01:10:35.340] [音楽]
[01:10:37.100] 食べそういうふうに総合電池はいい
[01:10:40.660] いやだだったらこれそんなんで毎日やるぐらいだったら10年に1回入れ替える
[01:10:45.400] いいそっちのがいいと
[01:10:48.020] じゃないかねまた入り買えるのに
[01:10:51.260] あのまあ
[01:10:53.560] 色々話しそうだん
[01:10:55.650] 柔軟めんどくさい事が色々あってん
[01:10:59.380] マンドのなどの話もある創造だねうん甘い手術とかで無理させられないと思うな
[01:11:05.350] 草草草草草草
[01:11:07.679] ながら
[01:11:08.810] 来年その手術デー
[01:11:12.830] もし気管支切開をしなきゃいけないってなったら
[01:11:17.560] あの喋れなくなってるかもしれんああ
[01:11:22.360] 分治るまでどうでしょ
[01:11:25.469] 同機関士が
[01:11:28.420] 下がるまでふさがるまでいっていうかまん
[01:11:32.250] edel のさんそれ気管支を切開する可能性がある
[01:11:37.310] だって
[01:11:38.590] 全身まずいちゃいけないかなぁ
[01:11:41.350] 母それでだもんねそうだよねそう関するじゃん
[01:11:47.590] そうまっ佐久間可能性とした薄いんだけどなぁね薄いいい
[01:11:51.900] 薄い
[01:11:53.230] 道はそこらへんはまだ話し詰めてないから
[01:11:59.179] いやーそうだなぁ
[01:12:01.090] まあそれはそれであの
[01:12:03.460] あのなどを塞げば喋れるから
[01:12:06.870] うん
[01:12:08.909] 喉に穴開いててさ空気や漏れて停滞を通らないで声が出ないってわけじゃんまちつを
[01:12:16.229] 詳しくは僕わかんないですけど
[01:12:18.520] のどに朝正体ってものがあるんで
[01:12:21.010] [音楽]
[01:12:22.710] 何空虚
[01:12:24.410] 履くことによってその正体が増えて来いになるじゃんそうだね
[01:12:29.420] そう
[01:12:30.710] その正体がある前のとこで
[01:12:34.800] 穴が空いてるとなあなあだからそこが抜けちゃうよそっ改札を抜けちゃってこれだ
[01:12:40.230] ぺないんだよ
[01:12:42.920] そうだから要は
[01:12:45.260] そこのアナをふさげば
[01:12:49.600] っとに塞げば声が出ると
[01:12:52.680] パワー感想
[01:12:54.110] 簡単な話してる塞ぐんだ
[01:12:57.810] あふ探っ
[01:13:00.080] 財布そうかぁ
[01:13:02.080] ラジオも体塞いでもらって k 夫妻デー
[01:13:07.900] new game そんな状態でパペランないですよちょっと今
[01:13:11.920] あ
[01:13:12.500] さ行きしていいですかって言ってからすぐはずあって a
[01:13:18.510] しゃべんなじゃあもう
[01:13:20.530] えちゃんとねあるんでそういうリハビリのあのー
[01:13:23.770] 瀬谷ますがうーん
[01:13:26.060] などに
[01:13:27.300] 自分の濃度に管を入れるんだよアナあの穴空いているところ
[01:13:31.380] 首元から
[01:13:32.660] [音楽]
[01:13:33.810] 蔵を入れて
[01:13:35.890] そこに蓋をするんだよ
[01:13:39.469] そうすると
[01:13:41.030] 声が出せん
[01:13:42.480] ついた区内の管入れてー
[01:13:45.079] ペンと言いたくないんだけど自分で練習させられる者う
[01:13:49.680] はなんか俺の靴もがええなんですよね
[01:13:53.310] 頭痛くないかって言いたくないで no ドアね長いタグライン委託の通告が無いの
[01:13:58.320] この
[01:13:58.830] だからあれではピアスといっしょ感覚的には
[01:14:02.520] 小山めっちゃあの新井てんじゃーん
[01:14:06.560] そこにあの
[01:14:08.739] あああなれる感動ねーソース巣穴が別に回りに触れてもこの痛くないんだ
[01:14:14.320] あそうそう皮膚に触れてるような感じなんだそうそうそう
[01:14:17.469] すごくいいたそうだけどなんか体の中だから
[01:14:20.360] いややピアスと同じかなるほど目
[01:14:23.500] そこに行こうちょっとチューブを入れてあげて
[01:14:27.150] そこにちゃんとゴム製のフタがあるんだけど
[01:14:31.960] そうピってずっと入れてあげれば
[01:14:36.160] 声が出るようになりますって言う
[01:14:39.380] がすごいなぁこのそうそうそう
[01:14:43.320] まあねあれはあれねこの面白かったけどね
[01:14:47.390] 面白くエンダー
[01:14:51.020] another 楽しむ精神は本当にすごいと思うわ
[01:14:54.380] なんにも何でも楽しまを見たいな
[01:14:57.130] [音楽]
[01:14:58.460] いやー
[01:15:00.540] 楽しまないとねうーん
[01:15:03.139] 万円
[01:15:04.280] そうそう
[01:15:06.480] 持ち越しだな松木は
[01:15:10.989] 生還したな
[01:15:13.070] それかーいっ
[01:15:15.510] ああああでも the だすごいと思うよ引き分けに持って行っただけでもうら奇跡だ
[01:15:20.820] と思うけど
[01:15:21.780] あっはぁ普通の人間ははず無理だろうね
[01:15:27.220] 許可者んだ極左でも寝ちゃうっていうものだってっ
[01:15:30.869] 麻生うーん曲書でもあの眠りはしちゃうんじゃない
[01:15:35.090] ださぁ体が慣れてきていると超だから大勢ができてるんでもう存続らの麻酔効かないん
[01:15:40.070] で純ちゃんも何回もやっぱもう
[01:15:42.290] 耐性ができて来てね体にね
[01:15:44.820] 持ってことはこれはそのうち勝てるんじゃねそのうちから9
[01:15:49.239] なるんじゃない
[01:15:51.980] それもそれであの
[01:16:06.110] [笑い]
[01:16:07.870] padi
[01:16:08.949] でマジか
[01:16:12.050] いやー
[01:16:13.730] そのイラマ
[01:16:15.590] カッペ十勝た n ですなんだってそのカットん
[01:16:20.060] 常人にはちょっとついていけないんですけど
[01:16:24.300] チェーン
[01:16:26.449] そのある今回はそういうことが
[01:16:28.660] ありましたよと1週間前か直近すぎるような
[01:16:33.340] そうだねー1か月2か月相手んどに話す言葉がカラスことがもう1週間前のことな
[01:16:40.020] ねぇこの2ヶ月なに八つ線っていう運
[01:16:44.110] を2ヶ月本当に忙しくしてたよね順ちゃんはねーなー is ですしねぇ
[01:16:49.360] 花に java c 総理してたから本当にながらそういえどもたたってだと思うよ俺
[01:16:53.980] は
[01:16:54.550] たたってだと思い素晴らしくしてたもう本当に
[01:17:00.630] ずんちゃん漏れはもうさぁ猫の配信とか一本でやって言うけども純ちゃんはもう
[01:17:06.360] いろんなところにもちろん俺の配信に協力してくれる時もあるした
[01:17:10.570] それ以外が豆いいんだよ web に全然なぁまぁメインがあるの
[01:17:15.250] ボン学関係の
[01:17:17.949] そっちすごく大変そうだったからね
[01:17:23.310] まあや大変でしょ
[01:17:26.040] そうすね
[01:17:27.349] a でもさー雨ねこれ配信ならあまり詳しいことは言えないけどさ
[01:17:32.449] ぶっ倒れたじゃんその件についてなんかない
[01:17:37.330] ああのチャントヒル範囲特急
[01:17:40.920] うんと
[01:17:43.139] とりあえず
[01:17:45.000] まあうちの嫁に
[01:17:48.680] 遠投
[01:17:50.600] ママズ
[01:17:52.180] あれでね職場の方に
[01:17:55.000] 連絡しといてあぁはぁ
[01:17:58.179] もちろんね俺眠りだからさーん
[01:18:02.210] っていうのとあとはまあそっちの音楽の配分のヤンの方にも連絡しといてそうだね
[01:18:12.429] おおぉ連絡室だけ
[01:18:15.470] 連絡してもらったなんこないの不毛
[01:18:18.540] じゃあ知っててるじゃーんとかは無い電信バーけどマジで焦ったと言われたけど
[01:18:25.860] なん今決まってる予定は予定通り
[01:18:28.889] もちろん嫌呆過ごすねん
[01:18:32.099] いやスティック
[01:18:33.770] まあこれ聴いてる人なんねこっ茶って思うかもしれないごめんごめんけどな
[01:18:37.400] ごめん2時のごめんけどそっか
[01:18:40.770] ソウザいい返事者確定なんで
[01:18:44.660] いやー大変だそれは
[01:18:47.050] うーん
[01:18:49.160] やるしかないんですそうですかカメラ使いた俺の
[01:18:54.150] パソコン何迷ってねまだやってねまあねやってねそこの段階に達してないですかね
[01:19:00.730] そこまでいったら大切に使ってくださいねえっ
[01:19:04.780] カメラね貸してあげたんですよ僕の一眼レフトラベラーダメなあかん諸事情があるんだ
[01:19:09.670] と使わなきゃいけないっていうんで
[01:19:11.670] そうですね
[01:19:14.290] あーの other のガメラそう1回配信の使ったんですよあぁそうそう
[01:19:21.150] 気づけてねーぞ
[01:19:23.750] うん第俺は大丈夫俺はとか一度僕
[01:19:28.540] タッチはで僕大丈夫んねヒットないじゃないぞ
[01:19:34.190] 人にものかしてまず無事に帰ってきたことがねえからなあ
[01:19:38.910] 宗谷そうなんですや人からもの借りる
[01:19:42.960] 人間なんてやったらこう言うねもちろん理由があって何なにがあって言うんで軽いなら
[01:19:49.170] いいんだけどさそれでもこっちもじゃあ化したけれどにょきなしこれから自分なみたい
[01:19:55.080] な感じで借りていくような奴って大体そのテンションで扱って
[01:19:58.900] 4
[01:19:59.640] 傷つけて返してきたりするもんなんだ
[01:20:02.040] えっ
[01:20:02.930] そうヒモの人に何か買う時はもう
[01:20:06.470] 無事で帰って来ないと俺は思って言うようにしてるからいいんだけどカメラは話は別だ
[01:20:11.000] からな
[01:20:12.540] ガメラ大丈夫でつ
[01:20:15.329] そこはそこは寝ちゃんってめっちゃ大事にそうなんでこれけっこう音もの外人第二に
[01:20:20.909] 自分のものはね
[01:20:22.649] はっきし言っておいて人から儲かりねえもんでって俺
[01:20:27.340] や嘘仮に機材は買えるけどうん
[01:20:30.349] 謎の cd とか
[01:20:33.079] ゲイ dvd とかさ
[01:20:36.520] そういうのを
[01:20:38.760] カッサないし
[01:20:41.340] かっした借りたくない
[01:20:44.730] なんでいやあの a
[01:20:48.170] gcd 俺えっ予定だにウパティシンママーあのレーヌ4浪なって帰ってくんでそう
[01:21:03.380] いう奴だって
[01:21:04.909] はいはい
[01:21:07.940] dvd 長着枚組でさぁ
[01:21:11.570] よく安全ドキュメンタリーとライブんみたいなそのバンドやつで2枚組で1枚なくなっ
[01:21:16.670] て帰ってくるとかありえる紅蓮
[01:21:18.920] 何か会見のたんじゃそれもかあるじゃんか
[01:21:23.150] 返したって言わないじゃん言わないんだよ
[01:21:26.830] 騒乱でめんどくさい者その厚さあの1枚になんないんだけどと言ってさ
[01:21:31.659] めんどくせーことである部分
[01:21:33.820] パエス時にさちゃんとさあ
[01:21:37.850] 確認ぜ
[01:21:40.030] 運命はダメでジャガー
[01:21:42.870] 歌詞カードベコベコに俺二人さ
[01:21:45.960] それはねーわ誘い捨てられせすんの
[01:21:49.770] ああ
[01:21:51.329] 男雛
[01:21:52.699] 薮田だけにわー
[01:21:54.600] 宮田ゲームで勝ってさあ捨てる人だな別れください人から借りた時に帯ついてんだから
[01:21:59.460] それも大事してると思えあそうだねそうだね同盟判断で ob まで捨ててんだよ
[01:22:05.130] 確かにねそういうことがねぼくよかったんだよ
[01:22:09.340] そうだねいろいろ
[01:22:11.560] いろいろチャーもありますからねあ部分もなっ
[01:22:17.360] ば雑言も子らいろいろな1問違ってノートパソコン貸してくれってやつな
[01:22:22.280] そうだねあったね
[01:22:24.670] 歌詞なんで売る歌手サンダルではれ課さざるを得ない状況じゃ
[01:22:28.650] ゆまぢやば存在じゃん機材はさもう間協力の試合だからうん俺もその辺は the
[01:22:35.550] 大事に扱って熱ってか助けるはい
[01:22:38.400] いやーミックしたねあんなボルボなって帰ってくると思ったらもうどこで何か面白い話
[01:22:43.350] じゃない
[01:22:43.890] ああいやこれこれ言えない話
[01:22:47.340] ディ分類されないかな順ちゃんを知ってるだろうけど
[01:22:50.850] [音楽]
[01:22:52.960] パパ4寝取る関係ですの機材として使いたいって言うんで化したことがあったんだよ
[01:22:58.760] ああパソコンおかずノートパソコンまあの macbook なんだけど mac
[01:23:03.800] pro 6
[01:23:05.210] パスタ間もそれももうお菓子じゃんカスなんて
[01:23:09.050] ん7 b を貸してあげるっ
[01:23:11.480] いいやつてねに3ヶ月かしてたんだな
[01:23:15.100] で帰ってくんじゃん
[01:23:17.320] まあんの所ボロボロになってんだよいや cd ぐらいがボロボロになってるたらさ俺
[01:23:23.680] もさ
[01:23:24.340] おい傷つけナーってまぁ半分風酒で言えるけど笑ばらしいに言うけど
[01:23:29.440] パー走行んしかも当時買ったばっかよ
[01:23:32.670] 美脚枚のバロック book pro めっちゃ曲ボロボロのだ
[01:23:36.870] 傷だらけ
[01:23:38.570] それもサマーそのもともとバンドマンだからばライブで使うから7のライブで使うって
[01:23:43.880] 言うんでね同期音源流していた方がいいの多分つ目を産んだと思うんだけど
[01:23:47.990] うそーれーで使いたいっつって化したかなツアー
[01:23:51.880] いいで使ったらあんなボロボロに競ってなんないんでパソコンなんて
[01:23:55.390] まあそうなライブハウスで転換ね15分10分って時に
[01:24:01.120] まあおそらく雑に扱ったんでしょうねえ
[01:24:04.840] まあで停止中とかも時間ねーから多分
[01:24:08.230] か適当にバックディックやってほかぬ
[01:24:11.250] 機材と打ち込んでオーディオインターフェイスとかと打ち込んだんだろうなぁ
[01:24:16.230] そのつくじゃなんとだけん
[01:24:18.980] んでも
[01:24:20.670] ろっぽふなって傷だらけでさぁ
[01:24:24.350] まあソッコだったらいう許せないけど
[01:24:28.580] んじゃないけどが想像がつくじゃんまあそうなあいつらだったら損壊やるかいっぱい
[01:24:34.940] あっ俺化した俺が馬鹿でしたわり店
[01:24:38.860] 入ったんだけどさぁ
[01:24:40.460] air
[01:24:42.469] あのね帰ってきてるんで豊中確認しようと思って
[01:24:47.510] 瑛太はさすがに切ってねえだろうと思ったかな
[01:24:50.040] なるほどねうんでパソコンを立ち上げたらさん
[01:24:54.210] なら dropbox に何かネオ box 金共有できたくなってたんだよなんか出
[01:25:00.360] たら俺自分のパソコン
[01:25:02.520] あの携帯からなんかを共有してたんで多分その時に聞いたんだけどなんか
[01:25:08.760] dropbox が違う買うとなった感となって
[01:25:12.620] うん
[01:25:14.180] 中で勝手に俺のパソコンで dropbox を俺のログアウト俺がログインしてる
[01:25:19.400] じゃん
[01:25:20.270] 俺は何コレの僕に会うとして自分のでいい
[01:25:24.230] ボブ品してなんか携帯からやり取りしてたぽい
[01:25:27.700] あえはいはい
[01:25:28.620] 本当になデータとこがすげえ残って
[01:25:31.390] 産んであげ元果てにーこのなんかねえ
[01:25:34.500] 曲入り言ってた時からなんかねえ容量が足りません
[01:25:38.610] 500気があるんだけど
[01:25:40.230] 小屋の容量がパンパンですって言ってなんだと思ったらそう
[01:25:44.430] 携帯のバックアップとってあって
[01:25:47.550] f 6 box にそう
[01:25:50.110] あ写真撮ったりさそれがもそが携帯を買い換えるのもと1羽にやるあの前バックアップ
[01:25:56.770] i 早い
[01:25:58.030] 小田分 e 300ギガくらいで撮ってて人から借りたパソコンにざー
[01:26:04.660] いればへ
[01:26:06.870] ねえねえ内のすごいバックアップところかなぁと思っ
[01:26:23.239] ブーバー3さあもう中身は妄想だったですよああーーから先は言えませんこっから先は
[01:26:30.870] もう有料かー
[01:26:32.170] 員の方のみって感じでこっからバケツに偉いんだよ
[01:26:38.739] すごく見てはいけないものがたくさん入ってましたよって話ですね
[01:26:42.489] 南1の携帯なんかみんなみんみっちゃいけませんよ党0
[01:26:47.630] なぁそういうことを言うん
[01:26:49.180] いやれ人だったらそんなもう一のパソコンにコピーすんじゃねーよ
[01:26:53.140] ふらず普段そいつが
[01:26:55.860] 何必要がかっけーだけどうん
[01:26:59.390] うん
[01:27:00.840] データ残ってた草案でそれぞれ1決してさ
[01:27:07.039] こっちの身にまとうぜびタグもねーなー被災後
[01:27:10.340] ログアウトしちゃえば良かっただけの話なんじゃ
[01:27:14.270] ログアウトしてもだとあの報道されているデータは計さなきゃなんでしょ
[01:27:19.070] パソコンの中に保存されてるの
[01:27:22.540] そっかうん
[01:27:24.290] だと実際に容量パパ待ってるん
[01:27:27.780] いや
[01:27:30.520] 連続せーなー
[01:27:32.100] ボロボロだし見た目は
[01:27:35.410] ならもう
[01:27:36.940] ワイン一人者犯したくないんですよ
[01:27:39.869] ううん僕はこれ僕が消え家って思われるかもしれないんですけど
[01:27:44.619] だからカスぐらいだったらあげるよってのリーよくあるよ
[01:27:49.150] cd とババア
[01:27:50.860] カスグライダーもいいこれあげるを聞いてないからなっちゃう
[01:27:55.449] できっていうか後々自分で買い直してるのがいいとかするわけよ
[01:27:59.210] そうなんですよねそうかよくないねそれがお金をたくさん使ってしまう原因かもしれ
[01:28:04.670] ない
[01:28:05.300] なろう
[01:28:07.560] だよむあカメラとが気をつけろ
[01:28:11.170] 火をつけます
[01:28:13.360] で多少月に気付いたっていいけど
[01:28:16.159] まったりとかさ
[01:28:18.480] 我ことはないでしょ落としたら一発ではレベルなメンズなんか特に
[01:28:23.830] あの魚眼は気を付け当時あれね落としたらレンズが凹凸だからその品バイクから
[01:28:30.250] ああそうか分かるでしょレンズから落ちるからね
[01:28:34.340] なぶじょんのだよね
[01:28:36.840] 他の技家をところが良ければ助かるけどああいう両岸は落としたら終わりだぜ
[01:28:43.730] 大丈夫ライブ凸レンズだったから
[01:28:47.040] たかったんだろぅ
[01:28:48.450] 魚眼あのレンズでだけでいクロアリオンマングースんじゃ
[01:28:53.400] パームローマ人今
[01:28:54.550] [音楽]
[01:28:56.830] ダムダム高いね
[01:28:59.280] 気をつけてくださいね
[01:29:01.360] 気を付けます
[01:29:04.010] jse
[01:29:05.280] チーズ者で a
[01:29:08.180] 特にバンドマンなんでがさつな奴が多いだ
[01:29:12.640] うわあの大丈夫これは座乗面相せずじゃぁねとルダーの人間だから良い機材側の人間
[01:29:19.360] だろう
[01:29:20.970] イェイ l 運営は本当にあのわかるよね
[01:29:24.510] 互いのも分かってるしそろそろ人から機材借りた時のドキドキかあるもんねこれ傷つけ
[01:29:30.510] ないけどねちょちょーあるキー使うよあーいいからカロそれをわかってる人だけど自分
[01:29:38.160] が彼だったらカパでも積んだけどああああああああ
[01:29:40.989] それの後やつだったんだなあっはいみたいなこれ
[01:29:45.039] ドンッとりあえずは大丈夫未だちま話大丈夫なんだその真摯な姿勢が必要だと思うわ
[01:29:51.849] 本当に
[01:29:56.130] それはあり
[01:29:59.730] 特に高いそういうそうねやっちゃうぐらいからねき場合はねぇん
[01:30:06.369] インターフェースとかも貼りてっけどさ
[01:30:09.750] んあれだってそこそこするんじゃねえ
[01:30:13.250] いやーけどあれは一番くらいではまあまあだあれはいい方か
[01:30:17.300] うーんまあそう言うねぇ欄のあるがに行けれません
[01:30:20.610] まあまあまあまあねうん
[01:30:22.870] うん
[01:30:25.079] そうそうそう
[01:30:28.180] そうですねまあそういう事がありますというと
[01:30:31.810] ありますたよトーン
[01:30:36.570] カメラを大切にしますとソースよ
[01:30:41.570] 俺がしてないわけじゃないけどうん
[01:30:44.400] the 分かっている
[01:30:46.360] で麻酔にも次勝ちますと
[01:30:49.670] まあそれは勝手にやってほしいんですけどいやー
[01:30:53.120] ずっちゃかちゃなよ
[01:30:56.470] 買ったらどうすんだ買ったらしいんでしょうっていう
[01:31:01.010] 買ったらシニアじゃない1体だけ
[01:31:04.909] aoa が取得はいえだ直感
[01:31:08.150] 痛くて死ぬかショック失くしだろ空焚きられるんだろうな
[01:31:13.970] ああそれはダメだなぁ
[01:31:16.740] 今気づいたの自分のやっていることな give いいんだからなぁ
[01:31:32.540] ブーバーいる女性帰っ
[01:31:39.650] けどあのあのバッチ町井をやりたいよ
[01:31:43.820] もっと上がるもっと別のことに向けないほど熱
[01:31:47.480] ます五回と俺
[01:31:50.739] vs オレンジだっ
[01:31:53.090] 俺バラはますデカてるぜっを待つ一回の先制はさと色ちゃうよみたいな
[01:32:00.510] 知らねーな
[01:32:06.650] って言えねって言うなうん
[01:32:10.679] センスにすみません
[01:32:12.579] そういうことをやっていきたいですね
[01:32:17.020] はいっ
[01:32:18.280] はいってどうしようかこんな感じに
[01:32:22.570] ちょっすっ今回よあじゃあねちゃまが話したいこと多そうだね行っあれガーナーアティ
[01:32:30.340] 犬ですね行っワイヤーよ持ってきてくれますよね
[01:32:37.369] まあまあ
[01:32:38.470] そうだね
[01:32:39.160] [音楽]
[01:32:41.390] えっとじゃあ移動ショッカああ
[01:32:46.320] どうですねー
[01:32:49.460] 今日はこの辺にしがつか今回のぐうたら所は
[01:32:53.680] 押しますかこの後を投げる
[01:32:57.380] 今何時に実家に実感
[01:33:01.090] 虹かー
[01:33:03.200] 雨やロッカー
[01:33:08.930] ヒナに餌ぺー
[01:33:11.680] am
[01:33:12.930] [音楽]
[01:33:14.070] 版って最近どうなってるんだっけ
[01:33:17.219] だからアップデートきたよって話ししたジャンプへとかあああ
[01:33:22.710] あっぷっ
[01:33:24.500] あれ合ってるような
[01:33:26.610] あれあってるよな
[01:33:29.450] 何カッ
[01:33:31.950] ラバーっている
[01:33:33.940] アンカー
[01:33:37.630] たり店
