[00:00:07.480] あれこれ行ってる
[02:14:26.679] こんな大きな子が小児に行くわけないから
[02:14:28.840] こっちだよねって見られちゃうってことだ
[02:14:30.440] よねそうそうそうそううんうんうんうん
[02:14:32.159] うんうんうんだからそこはまあの偏見の目
[02:14:36.239] で見る見ないでほしいねそういうこう人も
[02:14:39.679] まいるよねうんそれであの参加に呼ばれて
[02:14:43.639] いったらあそういうことだなと思えばいい
[02:14:47.480] うんうんうんうんうんうん事実を見ないで
[02:14:52.320] 自分の予想だけで判断するのはやめろて
[02:14:55.520] まあまあそうだねうんいやでもやっぱさ
[02:14:58.360] 小児家だからさ味がいっぱいあんのかな俺
[02:15:01.159] ん時はさ俺の手術はさあの整形外だった
[02:15:04.199] からうん腰のね手術だったんだけど味とか
[02:15:08.559] 選べなかったよね選べなかっ
[02:15:10.639] たなんかすげえくさかったイメージある
[02:15:14.480] わ病院のあれなのかな規模によるのか
[02:15:18.520] うんいや小にだからなんじゃないそういう
[02:15:20.440] 子供用のそれをさ律儀にさ純さんにも選ば
[02:15:23.840] せてあげるって優しいよ
[02:15:26.440] ねいやそうだねじゃじゃ今度じゃあの手術
[02:15:31.760] の時にさあの本当バーのマスターみたいに
[02:15:33.599] いつものって言ってよお味はって言われ
[02:15:36.639] たらいつもの伝わんねんだよそれが覚えて
[02:15:40.520] ないのあっちはじゃあまもうそそのマイカ
[02:15:43.360] の先いなくなっちゃったんだよあ
[02:15:46.800] 悲しい悲しいそれ
[02:15:50.719] なんかそうなんだ
[02:15:55.719] よふーんそうそう
[02:16:00.840] そうて手持ちの手持ちかな手盛り手持ちね
[02:16:05.480] 手持ちのカードが少ないと考えるはも
[02:16:07.040] 少ないからそうだねだからこういうところ
[02:16:09.000] であの是非ねこういうちょっと面白い話と
[02:16:12.320] して受け取っていいもんね人間さん多分
[02:16:15.559] 酔っ払ってますねそれあんた1番酔っ払っ
[02:16:18.400] てんのあ僕かだからじゃ酒もタバコも
[02:16:21.840] やめろつうの俺そんな人に吸ってほしく
[02:16:24.480] ないし酒も飲んで欲しくないよいやけどお
[02:16:28.239] 酒はちょっとはいいよって言われてるあ
[02:16:30.920] そうなんだうんタバコはダメでしょでも
[02:16:34.719] だめだよだって心臓と灰に行くあんただっ
[02:16:38.479] て呼吸機もだってあれでしょうよあ
[02:16:41.200] 呼吸そうあのそうあの聞いてくださいよ
[02:16:45.479] ちゃま聞きますよ全然はいリスナーの皆
[02:16:48.439] さんもあのTwitterを見てくれれば
[02:16:51.679] 分かるんですけどあの神崎さんっていう方
[02:16:55.280] にはいはいはいいつもあのリップとか
[02:16:57.679] くれる方ねそうそううん嬉しいことにね
[02:17:00.800] くれる方うんうんうんうんま元々チマの方
[02:17:04.359] なのかなわかんないまあそうそう俺が
[02:17:05.960] 知り合ってうんそうそうそうそうででリプ
[02:17:09.479] で
[02:17:10.599] あのなんだその声はいはいはい俺の声かれ
[02:17:15.880] てるじゃんそうだねうんうんまそれにもま
[02:17:18.719] 理由があるんだよな聞き取りづらいじゃ
[02:17:21.200] ないでそれはどうなんでかっていうリプが
[02:17:25.280] マジで来てえマジでうんその声どうにかし
[02:17:29.679] た方がいいよってうあ違あのそういうやり
[02:17:33.519] 方じゃなくてなんだろう長唯一の喫煙
[02:17:37.719] 者人さんのコメント見てと笑っちゃう
[02:17:42.240] まとんでもねえ悪がきだけど
[02:17:45.639] なでではいはいでそうで
[02:17:49.359] そのま前日の日なんだ飲みすぎなんじゃ
[02:17:54.439] ないですかみたいなああなるほどね
[02:17:56.800] そうそうそうそうそうそうそうでちゃんと
[02:17:59.719] リプは俺返してあるのねなんで返したのあ
[02:18:02.920] 普通の地声ですみたいな感じでうんうん
[02:18:05.000] うんうんうんうんまねでまそれからそれ
[02:18:08.040] から何もないんだ
[02:18:09.559] けどいやまあでもそんなじさんそのの知ら
[02:18:14.120] なかったらまあまあそういうわかんないよ
[02:18:16.559] ねでもまあまあだこれ言ってた方がいいん
[02:18:18.519] じゃないのあじさんがよければまそこまで
[02:18:21.679] 酒焼けじゃないしん酒焼けじゃないしうん
[02:18:26.679] ななああなんでこういう声かっていう話ね
[02:18:30.559] そうそうそうあれ
[02:18:34.120] あのやっぱねオペを重ねる
[02:18:37.679] となんだろう全身麻酔だからこう相関って
[02:18:42.880] よく入れるよね入れるそれが原因なのそれ
[02:18:47.960] がゲそれでうんあの生体ってあるじゃん
[02:18:52.599] はいはいはいで生体の骨があるんだけど
[02:18:55.639] うんうんうんそれが俺ちょっとねずれじ
[02:18:58.719] ずれちゃったんだよそうなんえ俺それが
[02:19:01.200] 原因だ知らなかったわそう初めて聞い
[02:19:05.040] たあで正そう
[02:19:08.639] へえそれでまこういう声になっちゃったと
[02:19:13.479] で別に全然あの俺だはさんから聞いてるか
[02:19:18.120] もからかもしれないけど別になんとも思わ
[02:19:20.359] ないけどねままあそうってもらえるとね
[02:19:25.719] ありがたいけどねえ結構気にしてるの気に
[02:19:28.160] してないでしだってジュンさんだって
[02:19:29.920] あうんまあ気にしてないけど
[02:19:32.479] うんけどあのゆその当初やっぱこういうこ
[02:19:36.880] になった時にまあ要はあれでしょあの
[02:19:40.920] 生まれながらじゃないからねそうそうそう
[02:19:43.319] そういや好転性って言われるそうだよね
[02:19:46.000] それは確かにちょっと
[02:19:48.720] 俺からは何とも言えないかもな好転性多分
[02:19:53.760] まあねみんなみんなてリスナーさんの方も
[02:19:57.040] ある方もいると思うんだけどうんうんうん
[02:20:00.560] 好転性にはやっぱ先天性と違ってショック
[02:20:04.880] がでかい受け入れそうショックがでかいだ
[02:20:07.680] よねそりそうだよね受け入れの体勢が整っ
[02:20:11.319] てないからあそうなんだちょっとねきつい
[02:20:15.840] ああわちょっとリアだね覚え
[02:20:20.120] てるいつぐらいからなうんと
[02:20:24.920] ねいつぐらいかな
[02:20:27.720] 20ジャマと同じぐらいの年かなうんだ
[02:20:31.160] ちょうど10年ぐらい前かな10年ぐらい
[02:20:33.560] 前かな
[02:20:35.640] へえそうそれであのやっぱ自分もバンドの
[02:20:40.960] 方でさうんうんうんあそうだよねギター
[02:20:43.840] ギターコーラスをやってたんだけどああ
[02:20:46.600] うんうん
[02:20:47.880] コーラスができないの裏声が出なくなっ
[02:20:50.040] ちゃったのあそうだよ
[02:20:51.920] な高い声が出ないからそもそもうんうん
[02:20:55.280] うんうん出なくなっちゃったのそうだね
[02:20:59.399] そうまそれはちょっとショックだったんだ
[02:21:02.080] そうなった時に
[02:21:03.960] もうそうでなんか1番覚えてるのがうんな
[02:21:08.520] んだろうそのだんだんこうやっぱその喉が
[02:21:13.000] 狭くなっていって最終的に呼吸困難を
[02:21:15.680] 起こすぐらいまでにうんうんっちゃった
[02:21:18.240] わけよええ俺そこまで絶対
[02:21:22.760] に喉切るなって言ってたん医者にああその
[02:21:27.359] 限界までね
[02:21:29.840] そうそれはなんでなんでえだって暴落でき
[02:21:34.640] なくなるから
[02:21:35.640] ああなるほどねうん高い声出せなくなっ
[02:21:39.720] ちゃうからうんうんうんうんでその眠れ
[02:21:44.560] ないとかも続いたんだやっぱりそうだよね
[02:21:47.760] いや要は息苦しいからさああそっちそま
[02:21:51.680] そういう体の方でねあ体の方でもあれかと
[02:21:54.760] 思ったショックでかと思ったああ違う違違
[02:21:57.000] いやそれまそれもありつつねうん切る前だ
[02:22:00.399] からさうんうんうんあそん時はまだ何声は
[02:22:03.560] 出たんだ声は出てたよああ普通にうんそう
[02:22:08.240] そうそうそうそうだからそこで色々こう
[02:22:12.840] 器具を使って色々うん寝不足にならない
[02:22:16.240] ように寝れるよにこう寝る前に具をけてと
[02:22:19.760] かやっだけどそ大変だねもうあれなんだよ
[02:22:24.600] 完全に呼吸困難になってなってうんやば
[02:22:30.200] いっていうドクターが判断をうんうんうん
[02:22:33.399] でうんうんうんで緊急で手術したんだ切っ
[02:22:38.680] たうん
[02:22:40.319] うわあそれ知らなかったわそれはもう
[02:22:43.760] しょうがないなと思ってうんもうじさんと
[02:22:46.040] 付き合って長いけどさそれは知らなかっ
[02:22:49.280] たそうそれ命を取るかそうだよね声を取る
[02:22:54.399] かうんうんうんうんうんいやすごいわ
[02:22:57.520] やっぱそういうの乗り越えてるとやっぱさ
[02:22:59.240] あの麻酔と戦おうってなるんだ
[02:23:02.240] ねそうなるよねそうなるよね
[02:23:06.800] うんいやそうなんだただこの声は本当に
[02:23:12.920] 望んだものじゃないままそうそうだよね
[02:23:15.520] そりそうだよそりはそうだなうんうんうん
[02:23:18.960] そうでうんそうなんだよな
[02:23:22.800] そう
[02:23:25.279] うんうわなんかさいつもだったらねジン
[02:23:28.840] さんもっとなんかさその話じゃないじゃん
[02:23:31.640] いつもはああまあまあまあまそうだねうん
[02:23:34.479] だからなんかこっちもさもう笑いに変える
[02:23:37.200] ことできるけどなんかそれ聞くとなんか
[02:23:40.240] そうなねきついよ
[02:23:42.359] ねきついきついというかまあ思い出すと
[02:23:46.560] きついかちょっとちょっとあれしちゃうね
[02:23:49.040] うんまあけどしょうがないねまあまあまあ
[02:23:53.439] ねそうやって言うしょうがないって言った
[02:23:55.319] しょうがないけどもうま今今生きてるの方
[02:23:57.880] が俺は大事だと思うからさうんうんうん
[02:24:00.760] そうそうえそこでさこうさあの多分アニ
[02:24:04.720] レっていうのを
[02:24:07.319] 何アニュレアニレかかかカニそう何それ
[02:24:13.840] カレっていうのは多分ま調べてくれば出て
[02:24:17.200] くるんだけどうんうんうん俺要は喉に穴を
[02:24:21.920] 開けたわけじゃんそうだね生体の下かうん
[02:24:25.640] うんうんあれ下あそこ下なんだそうあそこ
[02:24:28.160] 下なんだようんうんうんうん機関し切開
[02:24:30.760] ってうんだけどうんうんうん正体の下に穴
[02:24:34.359] を開けるんだけどうんうんうんそうすると
[02:24:36.840] 灰と直接やり取りができるからはいはい
[02:24:40.960] はいあダジャレじゃなくてそうそうそう
[02:24:43.520] そうそうも面白いね今のなあ面白いな
[02:24:49.040] ああそうだからそこであのなんだ息が
[02:24:54.920] できるようになるんだけどうんその声を
[02:24:58.279] 出すためにはうんそこを塞がないとそうだ
[02:25:03.200] よね空気が抜けちゃうってことだもんね
[02:25:05.240] そうそう空気を通空気が灰から上に生態
[02:25:09.479] 通って声が出るじゃん始めてうんうんうん
[02:25:13.439] そうだからそこにまず
[02:25:17.520] なんだろうなまそこにも色々こう手順
[02:25:21.920] リハビリみたいな手順があってさうんうん
[02:25:25.399] うんうん最初はもう本当にもう声出ないん
[02:25:30.399] だよ声出せないのはいはいはいえそどどう
[02:25:35.840] やっえ今はさどうやって出してんのだって
[02:25:38.240] さ今は大丈夫なのえ今ふ塞いでるじゃん
[02:25:42.160] うんしてるるいでるってか全部後だけ残っ
[02:25:46.279] てうん塞がってるなんか喉に入れてるの
[02:25:50.000] 潰れないように入れれない入れてない自力
[02:25:52.040] で直したあ治るもんなんだそこまでうん
[02:25:56.439] そこはなんかジビカの先生にびっくりされ
[02:26:00.040] たけどねああそうなんだうんそうなんかだ
[02:26:04.720] からそれ話聞いてるとやっぱさどっちかを
[02:26:06.960] 取るしかないじゃんその喉息をするのとさ
[02:26:09.960] 声を出すのってさまどっちかしか取れない
[02:26:12.720] じゃんそれだと喉に穴開けとくのか
[02:26:15.479] そうそううんそのなんていうの体を通すの
[02:26:18.439] かうんでも今じさん喉開いてないじゃん首
[02:26:22.520] のとこないうんだからどうなってんのかな
[02:26:26.040] どどう直したの
[02:26:28.359] それい本当は最初に穴開いてたんだけど
[02:26:31.840] うんうんそこを徐々にこう直せたんだよね
[02:26:37.279] うんうんうんうんで段階があってうん最初
[02:26:42.120] はカニレっての自分で喉喉開いてる状態で
[02:26:46.319] うん自分で喉にチューブみたいなのこう
[02:26:50.279] 自分で刺すのそれをそう刺すの喉に開い
[02:26:53.600] てる何そうマジでそのチューブの先には蓋
[02:26:58.399] がしてあって
[02:27:02.000] うん蓋がしてあってなんそこ笑うとこなの
[02:27:06.160] そこ笑うポイントなの俺わかんない
[02:27:08.439] それ蓋がしてあってて
[02:27:11.560] そこあそうなんですねあのベテランの方
[02:27:14.120] からするとそこ面白いとこなんだねうん蓋
[02:27:17.359] がしてあってうんうんうんうんすと喋れる
[02:27:20.319] ようになるわけよ
[02:27:22.000] へえああ要は便みたくなってんだはそう要
[02:27:26.120] は開いた喉に直接蓋をするのってできない
[02:27:30.080] じゃないそうだね
[02:27:32.760] うんだからチューブみたいのを代わりに
[02:27:36.160] 入れてあげてうんうんうん吸う時はそっ
[02:27:38.920] から吸って端を蓋をしてあげるのうんうん
[02:27:42.840] うんうんうん
[02:27:44.640] へえそうして喋る時はそこを塞いでてこと
[02:27:47.800] ねそうそうそうそう苦しくなったらそこを
[02:27:50.520] 外してなるほどうわそれそすごいなでもだ
[02:27:55.040] から2段階ですよ2段階だよねだから呼吸
[02:27:57.640] と声出すのを別々にやるってことでしょ
[02:27:59.800] そうそう苦しくなったらの話だけどね
[02:28:02.279] 苦しくなったらそれ開けるんだそれ開けれ
[02:28:04.760] ばだいぶ楽になるうわそれきつい
[02:28:09.399] ね大変だなそれまあまあ
[02:28:13.520] うんまいい経験だなとまあまあまあそん
[02:28:18.800] そうだねそれを経験できるのもまあなん
[02:28:21.200] なんこう言ったらあれだけどまあまあね
[02:28:23.240] なんかそんなのないからねなかなか
[02:28:26.160] ねそうそうでそれが段階がどんどん上がっ
[02:28:29.479] ていくとうんあのチューブをさ刺さなく
[02:28:35.240] 良くなってはいはいはいなんだっけなただ
[02:28:39.399] の蓋だけになるんだようんうんうんうん
[02:28:42.479] ああ喉に直接その空いてる穴にねうんこに
[02:28:46.640] うんキャプみたいなやつへえゴムの
[02:28:49.960] キャップみたいなやつはいはいはいあれを
[02:28:52.840] するだけに最終的にうんうんまチューブが
[02:28:56.160] こう長かったやつがちょっとま短くなっ
[02:28:58.479] たってだけねそうそうそうそうそうそう
[02:29:02.560] それであの人と会話ができるようにな
[02:29:04.720] るっていう
[02:29:06.880] ふそうそうそうだトはすごい気にしたその
[02:29:12.200] チューブがさチューブっていうか喉のとこ
[02:29:14.520] にさそううんなんかあの人喉んとこにまあ
[02:29:19.040] そうだよねあのまゴムのなんか詰まってる
[02:29:22.439] わみたいなうんうんうんうんま正直その
[02:29:25.120] あのま目につくよねあれはね俺は実際のじ
[02:29:28.479] さんを知ってるからあれだけどうんまあ
[02:29:30.760] まあまあそれは目につくわなあれはねうん
[02:29:33.560] うんでそうそうそうそうで結婚式は俺それ
[02:29:37.640] でやったんだよあそうなんだそうで
[02:29:41.000] なるべく喉隠してくださいつって
[02:29:44.760] へえそういう装
[02:29:47.080] であれあちょさごめなさい俺これ話して
[02:29:49.319] ほしいわこれ全然関係ないんだけど
[02:29:52.000] うん結婚式のじさんの結婚式エピソードで
[02:29:55.040] めっちゃ面白なんじゃん
[02:29:57.279] ギターギターギターギター落書きあった
[02:30:01.479] じゃん
[02:30:02.760] ああ俺あの話大好きなんだよねあれ
[02:30:07.240] なあれ最悪だよそっか違うそっかあれあれ
[02:30:11.800] をガチで面白いって思ってんのは俺俺ら側
[02:30:14.439] だけかじさん怒ってんな側だけだもこっち
[02:30:18.160] どんだけるもしっんだよお前それさこれが
[02:30:21.080] さめちゃくちゃ面白くてさこのじさんのね
[02:30:23.960] あのなんて言うの
[02:30:26.960] そのたあの結婚式の時にさまギターやっ
[02:30:30.920] てるからまバンドマンが色々遊び遊びに来
[02:30:33.120] てかそのねその健康式に来てさうんで
[02:30:37.040] ギターだからじさんってあのでその
[02:30:39.720] メッセージみたい寄せ焼きみたいのをさ
[02:30:42.040] そのギターに描いてあげようみたいなま
[02:30:45.120] おしゃれじゃんそれってねうんありました
[02:30:48.160] ねでそのそれはさもう安いギターなんでも
[02:30:52.040] いいわけだよねうんなんでもいい安い
[02:30:55.479] ギター買ってきてさでま書いてそれを
[02:30:59.240] 寄せ書き用のギターを寄せ書き用のギター
[02:31:01.880] を買おうてでそれを飾ってでじさんがあの
[02:31:06.960] いっつもライブで使ってるあの本ちゃん用
[02:31:09.800] のそううっすねこれなあれいくら20
[02:31:13.600] 25万ぐらいか何使ってたの
[02:31:17.800] これはねコンバットっていうまえギブあの
[02:31:22.120] ねカスタムなんだけどギブソンギブソン系
[02:31:25.279] だねうんあレプスポール好きだもんねうん
[02:31:28.279] まそういうギターがをもそのせかだから
[02:31:31.840] そのね結婚式につって持ってきてたんだよ
[02:31:34.439] ねそう飾ったの飾って2本飾ってあったの
[02:31:37.920] 寄せ書きするよと高いよ場所は結構別々だ
[02:31:43.000] そういこっからこっからじゃ話してよ当事
[02:31:45.080] 者が
[02:31:47.520] そうで場所は入り口にこうみんな入った時
[02:31:50.920] にうん俺ギター自分の本当のギターを飾っ
[02:31:56.000] てあったのねうんその会場の入り口にね
[02:31:58.359] 結婚式のそうそうそうそうそうそうで
[02:32:00.399] やっぱうちの嫁さんとかもあのピンク系が
[02:32:03.760] 好きであの当時はチョッパーが大好きだっ
[02:32:06.760] たからはいはいはいはいはいそこになんか
[02:32:09.120] ピンク系とかチョッパーとか置いたり
[02:32:10.960] なんかしてうんうんうんうんで寄せ書き用
[02:32:14.960] はあのもうちょい端の方でうんうんうん
[02:32:19.200] あのこっちに寄せ書きしてねみたいなはい
[02:32:22.160] はいはいはい感じが分かるような感じで
[02:32:25.479] うんピンク色のギターを置いてあったん
[02:32:29.160] ですようんうんレスポじゃなくてあれは
[02:32:33.200] なんつんだっけも1個忘れちゃったうんが
[02:32:38.000] 置いてあってストラトストラトそうそう
[02:32:40.720] そうあストラトキャスターねストラトで
[02:32:43.000] あの1万ぐらいのうん安いやつねあの
[02:32:45.520] なんかセットみたいなやつなあそうそう
[02:32:47.720] そうそうそう
[02:32:48.880] そうそうセルダーとか
[02:32:51.200] の置いてあってうんでまあまあまあこっち
[02:32:56.840] はそれどころじゃないからさうんうん色々
[02:33:01.160] 意識とかやま色々やって大変だよね
[02:33:03.680] いろんなね新郎なわけだからそうそうそう
[02:33:06.920] そうでそれが終わるじゃないですかうん
[02:33:09.439] うんうん終わっ
[02:33:12.560] たらあれ
[02:33:15.160] あれ
[02:33:17.399] 何かがおかしいと何かがおかしい
[02:33:21.040] となんかうんま片付けに入るじゃんうん
[02:33:26.080] そん時にま最初に寄せ書きの方なんか
[02:33:28.560] どんなの書いてあんのかななんて見たり
[02:33:30.560] するじゃないうんうんうんうんが書いて
[02:33:32.960] ありましたよはいはいはいうん今でも残っ
[02:33:35.680] てますあそうなんだあ残ってる残ってる家
[02:33:38.760] ちゃんとうんそれじゃ今度写真写真送って
[02:33:41.720] よ今度見たいわあ分かったわかったそうで
[02:33:46.279] そのねちゃんとネックの裏とかうんあの
[02:33:51.960] 細かいとこまで書いてんだよみんなうん
[02:33:54.399] うんうん周りもあんまり頭バカだからうん
[02:33:57.760] みんなバカだねそうそうそうそうそうでで
[02:34:02.800] 俺のギタも片付けようと思ってしたらあれ
[02:34:08.000] あれ
[02:34:09.520] あれなんか黒いのがあるなってうんうん
[02:34:16.600] したらなんかあのボリュームのつまみが4
[02:34:19.960] つあるんだ
[02:34:21.040] けど
[02:34:23.399] なんか愛のボリュームとか書いて
[02:34:26.560] あるこれが愛のボリュームだって書いてあ
[02:34:29.359] でしょそうそうそうそうそう定のマジック
[02:34:32.080] でしかもうん高い方のギになそうそうそう
[02:34:35.040] 高い方のレスポールの方に
[02:34:37.920] ねと思って
[02:34:40.920] うでなんかもう本当にいろんなげあってな
[02:34:46.960] 寄せ書きいやもあれは寄せ書きというなの
[02:34:50.880] 落書きうんあれひどいちょ俺さその愛の
[02:34:54.840] ボリュームだってのがすごい見たいんだ
[02:34:57.160] けど写真送ってよそれさど消した気がする
[02:35:02.840] んだよあ消したの怒り
[02:35:06.359] でこれが愛のボリュームだつって25万の
[02:35:09.760] リターにさお本当だよお前どこの
[02:35:13.279] ボリュームやねんて話じゃんその愛の
[02:35:16.319] ボリュームがあるから今まずあれでしょ
[02:35:19.040] あの嫁さんと仲良くやってんだ愛の
[02:35:21.200] ボリュームを調節しながらそういうこと
[02:35:23.080] でしょ全部消したったわ全部消したの
[02:35:27.560] もったいねそれいい思い出じゃんよ笑い話
[02:35:30.240] でしょうよだってあのギターでさまだ
[02:35:33.560] ライブやってる時期だ
[02:35:35.640] からまだ全然ライブやってんのにライブ
[02:35:39.120] やってんのに出れるわけねえじゃんいい
[02:35:41.920] じゃんめっちゃいいじゃんよそれでさの
[02:35:46.439] 名物なんじゃよいやいいけどそれはいい
[02:35:49.319] けどなんかもっと他に色々汚なかったんだ
[02:35:52.560] よなん他なんか覚えてんのないのんて書い
[02:35:55.680] てんだっけななんか俺は元気だよとか意味
[02:35:58.760] わかんない
[02:36:01.720] だ俺は元気だよ名前が名前がないの俺は
[02:36:07.920] 元気だよって誰だよそれ誰か
[02:36:13.160] わかん寄せ書きじゃねえじゃん
[02:36:16.920] 俺は元気だよって書いてあったのほんで
[02:36:19.359] そうあのネックのあのとこにはなんかお
[02:36:22.560] めでとうとかさそれそれはまだいいじゃ
[02:36:25.080] ない良くねえよまま良くねえけどまだ寄せ
[02:36:28.359] がきっぽいじゃん俺は元気だよは受ける
[02:36:32.160] わ知らねえよ話だね知らねえよ話だし
[02:36:36.319] そうそうそうそうそういや面白いわそれ
[02:36:40.439] なんかねもうそういうのしか書いてなく
[02:36:44.240] てまあだろうあの人たが見たらそういう
[02:36:47.359] ことしそうだわそうだねうんほリアルのね
[02:36:50.439] そのお互いのその共通の友達っていうかね
[02:36:53.800] 知ってるから言う俺は分かるけどまあまあ
[02:36:56.000] まあそうだよね
[02:36:58.120] そう愛のボリュームを下げるな言われて
[02:37:01.359] ますそうだ下げないでよ上げてってフルテ
[02:37:05.359] でフルテでうんあのボリューム上げてこ
[02:37:08.760] フテでねそうだね俺は元気だよって
[02:37:12.920] うんそうだねそこはとそうだな
[02:37:16.359] うん参ったよなあれはででその後また続き
[02:37:21.319] があってうん今度本当に落とさなきゃいけ
[02:37:25.439] ないわけじゃないあそのあれ落書きをね
[02:37:28.439] 落書きの方をうんうんうんま奴ら寄せが
[02:37:32.000] きって言ってるけどうん
[02:37:34.479] うんうんそれをマジ落とさなきゃいけなく
[02:37:37.160] てうんお年に入ったわけですようんに帰っ
[02:37:41.279] てきてそうだね数日後にでしょでもペ
[02:37:46.800] なかなか落ちないぞそれねで俺はちょっと
[02:37:51.600] 調べたりもし特にしなくてうんゆ勢弁で何
[02:37:56.680] で落ちるんだろうってなった時にうんうん
[02:37:58.800] うんなんか徐行域がいいんじゃないみたい
[02:38:00.960] なうそれは罠なんだよなそれなそうあの嫁
[02:38:06.640] にも聞いてさ徐行行で落ちんじゃない湯は
[02:38:09.600] みたいな感じのノりだったんだよそうだね
[02:38:12.760] まペンは落ちるけどねそうで全部徐行で
[02:38:18.680] やっちゃったんバカだ
[02:38:20.920] なそしたら元々あったギターのテカりが
[02:38:24.680] なくなったんですよそうそれそれはも読ん
[02:38:27.560] で字のこと徐行してんでしょよ光をあれ
[02:38:31.640] でしょ徐行してんでしょけど俺の最優先は
[02:38:36.520] まずその油性のマジックの落書きを消す
[02:38:41.240] ことだ
[02:38:42.080] から寄せ書き
[02:38:44.720] な
[02:38:47.279] 落書きまあ徐行液じゃな多分そうだよね
[02:38:51.800] あのコーティングみたいなニスニス加工
[02:38:54.600] みたいなやつなくなっちゃうんだなくなっ
[02:38:56.240] ちゃったいいじゃあのなんかさラッカー
[02:38:57.760] 塗装みたいなさちょっとおしゃれなギ
[02:38:59.200] ターっぽくていやまま結果的にはあま
[02:39:04.439] わかんない感じにはなるんだけどあそうな
[02:39:06.560] んだそうそうそう結局照明とかでわかん
[02:39:09.560] ないじゃんまあまあねただやだよね自分の
[02:39:12.680] さ自分のあれだからねお気に入りだからね
[02:39:16.000] うんそうそうそうそうそうひどい人だだよ
[02:39:20.920] 本当にといつ俺も一緒なて笑ってるんだ
[02:39:24.359] けどで結果あのあの楽器屋さんにちゃんと
[02:39:27.760] 持って持ってったのよあそうなんだ
[02:39:29.880] そうそうそうそうでで高校生ぐらいの時
[02:39:33.439] からお世話になってる人がいてうんうん
[02:39:35.560] うんうんその人に聞い
[02:39:38.479] てしたらえなんで徐行したのって言われて
[02:39:43.479] そりそうだわうんあのえと湯落ちるんで
[02:39:48.200] みたい
[02:39:49.880] なもうちょっと考えてからやばよかったな
[02:39:52.840] そうそしたらちゃんとそのなんだヤスリの
[02:39:57.479] さなんだ細いやつみたいなうんうんうん
[02:40:01.399] うんうんなんつうのかなよ削れ粗めのなん
[02:40:06.040] ていうのどっちて荒くないやつねすっごい
[02:40:09.080] 細かいやつそうそうそうみたいなうん感じ
[02:40:13.479] のなんかスプレーがあるんだけど
[02:40:16.319] あーそうそうそうなからそれでやったら
[02:40:21.439] すぐ落ちたんだよ
[02:40:23.520] ねバカだったねそうじゃあ今度はじゃあ
[02:40:29.359] それがあるからいいねそうそうもしなんか
[02:40:33.080] あったらならんかったら全部うんそういう
[02:40:37.680] 人には優勢で書いてやろうって違違俺がさ
[02:40:40.439] じゃ俺がもしさあれじゃこの後結婚式あげ
[02:40:43.000] るってなったらじゃそのギター持ってきて
[02:40:44.520] よなんでなんでなんで寄せ書きしようよ
[02:40:49.240] いやいやだいやいやいやそれはあのチャマ
[02:40:53.560] の俺はやだ俺はいいやいや大丈夫だっっ
[02:41:00.120] て無ではかかない申し訳程度すぎんだろ俺
[02:41:06.040] は元気だよってまだけ俺は元気だよって
[02:41:10.680] 書く俺は書くなるほどね面白えわそれは
[02:41:16.000] 本当
[02:41:17.600] に参りました
[02:41:21.600] ねギターなんて最近引いてんのギターは
[02:41:26.880] 引いてないね今はおあんま楽器やってない
[02:41:30.240] んだ今楽器じゃなくてどっちかというと
[02:41:34.399] DTMのだねままあでもそっちではやって
[02:41:36.840] はするんだやるでもさDTMでもさあの
[02:41:40.399] あれでしょあの打ち込み打ち込みで入れ
[02:41:43.359] てんのギターとかうん原盤でああそうなん
[02:41:46.399] だギターは直接引きますけどうんうん
[02:41:50.359] そっち系の曲じゃないんでみたいな
[02:41:53.800] うんうんそうそうだから
[02:41:57.200] そうちゃまテーマゾグ作ろうって言った
[02:42:00.080] じゃんそうなんだよねこのラジオのテーマ
[02:42:02.880] ソングなんか作ってみたいななんてま思っ
[02:42:05.439] てはいるんですけどもうんうんいいよ今
[02:42:10.319] やろうよ今えや今はやんないけど
[02:42:16.120] えどういうのがいいのいやでもさラジオさ
[02:42:19.640] ほら難しいのはさ俺はさ普段ねメタルコア
[02:42:23.720] とかさデスコアとかさラップコアとかそう
[02:42:27.720] いう激しいのを聞くでしょうんデスボイス
[02:42:31.479] シャウトみたいなさま俺もそういうバンド
[02:42:33.840] マンだったからねそういうデスボイスとか
[02:42:36.040] 担当とかだったじゃんうんうんだからさ
[02:42:38.720] テーマ曲作るつってもやっぱそっちにさ
[02:42:41.359] 寄ってっちゃうわけよでもさグータラジオ
[02:42:44.479] なんていう名前でさやっててさテーマ曲
[02:42:47.399] それってない
[02:42:49.120] じゃんいやそこはあれじゃないやろ
[02:42:52.000] ヤンキー猫ひ売り論でギャップで行くん
[02:42:54.840] じゃ
[02:42:55.560] ないそこに出てくんのヤンキー猫ひ売り論
[02:42:59.359] めちゃくちゃ何時間ぶりに出てくいやそれ
[02:43:02.439] は
[02:43:03.840] さテーマ曲待テーマ曲じゃなくてもいいと
[02:43:08.120] 思うんだけどね別にこの別に
[02:43:10.720] さ逆にあのテーマ局ってどういうの考え
[02:43:14.439] てんの
[02:43:16.200] いやラジオのテーマ曲ってどんなのよ何
[02:43:19.160] バックミュージックで流れてる感じなのは
[02:43:23.040] 別にテーマ曲じゃないでしょテーマ曲じゃ
[02:43:25.120] ない
[02:43:26.040] なグたらできなグたらできないだろ絶対
[02:43:31.720] それそっかそうなんだよねだからでもさ
