[00:00:15.210] 持った
[02:37:20.650] コンビ俺がかあるかなぁ
[02:37:23.739] なんでもいい
[02:37:26.370] 何だろうねたぶん今降ってこないなあたと
[02:37:29.730] 考えるか何かあってもいいよねそういう
[02:37:31.920] 決まったコーナーがそうだね
[02:37:35.570] えじゃあさあちょっと俺やっていいそれは
[02:37:37.851] 今
[02:37:38.690] 今月の
[02:37:40.820] 昆劇の注目 m v
[02:37:44.200] ジョブ ha ばいいねぇ民警違うよ合っ
[02:37:50.200] ちゃったクチマわけねーよ
[02:37:53.561] まあばばばん
[02:37:55.750] パパって2親父早口言葉はい
[02:37:58.450] あかあかパジャマやって
[02:38:00.479] かぱちゃまーをぱじゃまきパジャマ3階
[02:38:03.780] 赤たジャマーをパジャマキッパジャマー
[02:38:05.610] カパジャマーをパジャマキパジャマーカパ
[02:38:07.830] ジャマーをぱじゃまきパジャマ
[02:38:13.000] すごい
[02:38:14.830] 何度江南の某なこれはあっはぁこのボタン
[02:38:17.710] 使いたかったらやばいですうん
[02:38:19.720] ならないとして今月の注目 m v の
[02:38:23.260] コーナーへむふいー中国バンドのコーナー
[02:38:26.130] はいいいですかじゃあローぞ
[02:38:29.610] 俺がね今月
[02:38:31.640] 今月ってか最近ねー
[02:38:33.710] 毎日きいてる
[02:38:36.540] i 日
[02:38:37.740] えーっとねー
[02:38:39.570] エスキモーコールボーイというバンドの
[02:38:42.630] はい
[02:38:43.920] 新曲ハイパハイパっていう曲がリリースさ
[02:38:47.520] れたのよ
[02:38:49.220] なるほどこのエスキモーコールボーイね
[02:38:52.380] イギリスのバンド es だっけ
[02:38:55.150] ハレヤベーチャントリー技術あっちそれも
[02:38:57.700] まあちょっと海外の音洋楽なんだけど
[02:39:00.190] うんそのハイパーハイパーっていう曲が出
[02:39:02.950] たんだけどその前にねあの
[02:39:06.500] 前作のアルバムを最後にメインボーカル
[02:39:09.890] 麻世は分とまんですが
[02:39:11.960] が脱退しちゃったんだよ
[02:39:14.900] はぁメインボーカルがねかなり痛いでしょ
[02:39:17.181] コレってバンドとしてそれを乗り越えて
[02:39:20.690] 新しいボーカルを一般公募で募って
[02:39:24.970] を
[02:39:25.770] 出した新曲何
[02:39:29.490] 俺はねその
[02:39:31.490] sp もコールボーイっていうバンド昔
[02:39:33.380] から好きでずっと聞いてたんだけど正直
[02:39:35.931] 不安だったわけよ
[02:39:37.760] a ちょっとボーカル科1のみたいな
[02:39:41.290] はいはいでも
[02:39:43.450] めちゃくちゃいい曲なのよ
[02:39:46.430] ボーカル彼は彼はでもでもやっぱり
[02:39:48.500] ちょっと前のマンド220倍前のボーカル
[02:39:52.070] にとか似せてるなってのはあるんだけど
[02:39:53.900] まぁまぁそれはねしょうねその s ティム
[02:39:56.930] コールボーイっていうバンドはまあ言っ
[02:39:59.120] たらまあメタルコアとか俺が聞くような
[02:40:01.850] 激しいシャウトとかですごいストがする
[02:40:03.899] バンドなんだけど
[02:40:05.819] お墓のお墓コアなんだよこれは俺が勝手に
[02:40:08.430] 言ってるだけで本品等がねあのー言える
[02:40:11.520] わけじゃないんだけど
[02:40:13.190] おバカチャラコアなぬ
[02:40:16.511] は勝浦コアと
[02:40:18.961] バカでチャイム
[02:40:21.881] とにかく真ん前まんまや俺ねほんと m v
[02:40:24.910] 見てほしいね何ねこれね見てられないんだ
[02:40:27.250] けどこれからあだから youtube で
[02:40:29.440] ねちょっと検索してみてほしいんだけど
[02:40:31.601] 止めちゃくじゃあをゴール大エスキモー
[02:40:34.421] コールボーイ
[02:40:35.529] かなりバカでかなりじゃなくて
[02:40:38.740] かなりのれる
[02:40:41.109] だから逆にそういうあの銘苅コアとかデス
[02:40:44.979] ボイスシャウトとかあんま聞いたことない
[02:40:46.779] っていう人は乗りやすいかもしれない
[02:40:48.990] 法が馬鹿だからさあ何かでものれんな
[02:40:51.540] みたいな
[02:40:53.399] ノリノリがバカっんなねえねえ
[02:40:57.270] コメデコ俺のね日本語力のなさだから二が
[02:40:59.880] 俺の拙いねこんな遠くで
[02:41:02.220] 魅力大浩を伝えられるかせたら伝えられて
[02:41:04.590] ないかもしれないけど
[02:41:05.930] でも
[02:41:08.200] あの
[02:41:09.221] なんていうかな最近のバンドのまあ
[02:41:12.041] いろんな聞くけど
[02:41:13.480] きたねこれは
[02:41:15.770] なるほどそうそれもさあ本 m v も
[02:41:18.199] すげー面白くて
[02:41:19.640] うーんめちゃくちゃまあ馬鹿なきゃいけど
[02:41:22.609] 行ってみグランななんか変なおっさんの
[02:41:27.439] コスプレイミキサーしっアロハシャツに
[02:41:32.479] 短パンデー
[02:41:34.800] うんでなんかひげ面で髪の毛長くて巻いて
[02:41:38.490] ていきたいな
[02:41:39.960] をつくりもんだね全部そうだけどなんか
[02:41:42.390] バス在位
[02:41:43.800] おっさんの格好してんぬ
[02:41:45.630] なるほど
[02:41:47.070] なんか高覧でいいのかな
[02:41:49.200] 皮膚ない動きすんのねあっはーんん
[02:41:51.750] ください見てほしいんだけど
[02:41:53.761] 空見るしか面白いのよ
[02:41:56.930] ん
[02:41:58.910] そうでさあその
[02:42:00.530] ハイパー ipad 新緑なんだけど
[02:42:02.840] 前回のアルバムね
[02:42:05.260] その灰灰羽が出る前のアルバムに
[02:42:08.300] あの
[02:42:09.989] まあその前のボーカルの最後の作品
[02:42:13.250] girl 版があるんだけど
[02:42:14.660] そのアルバムの中から
[02:42:16.490] あのなんていう m v になっている曲
[02:42:18.560] ミュージックビデオになってる曲が3曲
[02:42:21.050] あるのね
[02:42:22.510] それ全部平均再生回数10万回ぐらいなん
[02:42:25.960] だよ
[02:42:26.830] 図5位なぁいやこれってめちゃくちゃ
[02:42:29.771] そいつだからしたら低くて
[02:42:32.819] あの
[02:42:34.131] 全然低いんだよ普通に他のやつはまあ昔に
[02:42:36.921] 投稿されたからっていうのはあるけど普通
[02:42:38.871] に300万回とか200万回とか言ってる
[02:42:41.631] んだよまあ有名なのだからねそこそこ
[02:42:45.261] でなんとハイパーハイパーあの
[02:42:47.841] 先々週地下もっと前かでも先月くらい日に
[02:42:51.741] 発表されたんだけど
[02:42:54.090] 現時点でも510万海外ってんでね再生
[02:42:56.939] けっこうすごいよねー
[02:42:59.851] トーレイはどういう現象なんだいやーだ
[02:43:02.820] からでもやっぱみんな
[02:43:04.501] ボーカルが変わるって言うので結構注目し
[02:43:06.660] てたのが
[02:43:08.250] 割るんだけどまぁと曲が単純にいいんだよ
[02:43:11.340] なんかの降りるけどパーカーこいつらを
[02:43:14.640] 馬鹿だなあみたいなちょっと笑える
[02:43:17.970] こんな何か楽しい報いなのでぜひね
[02:43:21.340] 聞いてみてくださいそしてぜひ
[02:43:24.070] 区のメタルコアとかそういうねあの
[02:43:26.710] あんまり触れてこなかったジャンルの音楽
[02:43:28.510] にも触れてみてはいかがでしょうか
[02:43:31.399] i そんな感じでねー
[02:43:33.130] 今月のバンドのコーナーでした
[02:43:36.410] par
[02:43:38.010] good 裏ちおん
[02:43:41.310] なるほどねえいいねえうん
[02:43:44.600] いいよねぇ
[02:43:45.819] いいねぇ
[02:43:47.140] これ毎月やろうかな
[02:43:49.180] ちょっともっと俺がこの今アドリブでやっ
[02:43:51.370] たからもっと調べてくればよかったら合っ
[02:43:54.431] ねうーんあのちなみにドイツのからドイツ
[02:43:57.671] ドイツだポーラドイツ語じゃあ間にじゃあ
[02:44:00.551] 間に
[02:44:01.620] そうそうだ歌詞にも出てくるんだよ
[02:44:05.189] いっぱいいっぱいいいよねツインボーカル
[02:44:08.369] っぽいねそうでメインの方が抜けた
[02:44:12.030] セバスチャンが抜けたんからそう
[02:44:13.351] セバスチャン寿司ねっ
[02:44:15.370] まずシネがソースしっていう名前なんだろ
[02:44:18.851] ギューン
[02:44:20.080] 日本が好きで
[02:44:22.070] あつけたんだそう日本にもちょくちょく来
[02:44:25.250] てた
[02:44:26.750] はいはいうんん
[02:44:28.439] だけど抜けちゃったね
[02:44:30.710] めちゃくちゃにはねーのよ
[02:44:35.240] ちゃー0
[02:44:38.750] んだ
[02:44:39.680] 特に昔の時はめちゃくちゃバカでチャラい
[02:44:42.560] ね最近のは何個おとなしくなってきちゃっ
[02:44:44.660] てさ
[02:44:45.949] か普通にかっこいい曲みたいのやってたん
[02:44:47.779] だけど
[02:44:49.771] で俺は馬鹿な頃のアレが好きだから
[02:44:53.270] うーん最近の曲はなと思ったらここで配牌
[02:44:56.329] ぱよ
[02:44:57.740] うわぁ
[02:44:58.610] 全盛期やんあのバカな頃の
[02:45:01.180] [音楽]
[02:45:02.489] s キムコールボーイジャンディ
[02:45:04.480] 所得配分
[02:45:05.590] ちゃー0 c
[02:45:07.479] ニューアルバんでるんだよ出る出る出る
[02:45:10.060] ミニアルバムと ep がー
[02:45:12.150] 楽しみだねめちゃくちゃ
[02:45:15.300] なるほどのそんな感じで
[02:45:17.729] 僕が今注目しているアーティストです
[02:45:21.330] なるほどうーん
[02:45:23.699] 明日木の棒= boys ですコール
[02:45:26.879] ボーイな水等同意
[02:45:29.720] 好きも多い点は聞くとどうしても頭を付け
[02:45:32.149] たくなるん
[02:45:33.920] 4
[02:45:35.170] ガールズとかさ
[02:45:37.729] 複数形にしたがるんだあーそそれだけかな
[02:45:41.449] うん寂しいの
[02:45:43.940] うん
[02:45:44.870] そことつなげやーな
[02:45:47.960] 無理やりただ今朝けどムーニャ寂しいん
[02:45:50.271] から多いやと一人だからボーイズにした県
[02:45:53.000] のかなと
[02:45:55.010] 7まあ寂しいんだろう
[02:45:57.020] えっ
[02:45:58.680] まぁこんな感じでさなんかコーナー
[02:46:01.840] ねぇ
[02:46:02.830] そうだね俺は理系だよ
[02:46:05.830] [音楽]
[02:46:07.450] いいね
[02:46:13.869] no そろそろ限界来てるあいや大事だな
[02:46:17.679] んで全然やきたねこっからがぐうたら塩よ
[02:46:22.470] オーナーにもうないもんだってラムースを
[02:46:25.350] つけてるけどもう緊張とか眠うっちゃけ
[02:46:30.210] ズボッからよ
[02:46:32.630] おっからだねじゃあこれさー
[02:46:35.200] もう
[02:46:36.109] なんていうかガンガン言っちゃうけど
[02:46:38.419] うん
[02:46:39.130] あのまぁ前回の0回でも言ったけど
[02:46:43.360] ものね我々このブートラジオやるにあたっ
[02:46:45.850] てさ
[02:46:46.750] ネタ帳3での書いてるじゃんネタ帳
[02:46:50.110] まあそんな大それたもんじゃないんだけど
[02:46:51.610] ただ箇条書きでこうなんていうのあの
[02:46:56.540] で話題を書いてるだけなんだけど
[02:46:58.970] ありますね
[02:47:00.650] 13が書いたやつで時になってのがあって
[02:47:03.610] フィがかったん
[02:47:06.021] 最近
[02:47:07.710] ペア勝った sole ねあの淳さんに
[02:47:11.010] そんなイメージがないから
[02:47:12.810] ケ所内フィギュアなんか淳さん買うんだと
[02:47:16.380] 思うので
[02:47:18.300] 歓談を買ったっている罠にお金出して普通
[02:47:21.810] のお店で買ったと阿蘇ゲーセンでととれた
[02:47:25.350] とかじゃなくてあじゃな法事でそんなん
[02:47:28.620] だったそんなんだったっけですねいろいろ
[02:47:31.319] なやんちゃくちゃそんな二次元よりの人
[02:47:34.020] じゃないんん
[02:47:35.700] 全然ね
[02:47:36.891] うん
[02:47:37.791] でちゃんときっかけがあってうん
[02:47:41.160] その
[02:47:42.829] フィギュアまず何のフィギュアを買っ
[02:47:45.319] たかっていうところがまず重要で運営
[02:47:48.200] まあ初音ミク a
[02:47:51.601] のフィギュアを買った場合版も初音ミク
[02:47:54.570] 移ったらね
[02:47:55.771] 知ってるけど結構初音ミクのフィギュアを
[02:47:58.471] 鑑定
[02:47:59.400] 結構じゃない
[02:48:01.780] で結構てということたとえばさフィギュア
[02:48:04.390] カンだって言ってもさ
[02:48:05.950] 俺でも確かにフィギュアとか買わないけど
[02:48:09.010] ドラクエの差なんだろうモンスターの
[02:48:12.370] フィギュアとか
[02:48:14.080] ってだったら若干やっぱをかっこいいなぁ
[02:48:16.840] と思うしあともう版とかねリオレイず部屋
[02:48:19.840] とかかっこいいじゃん
[02:48:21.420] それを買ったってなぁあるほどねーっとは
[02:48:24.360] 思うけど
[02:48:25.500] うん悦で肉って聞いたらまあ別にね初音
[02:48:29.100] ミク好きな人もたくさんいるけどまぁ
[02:48:31.740] あんまりさあフィギュア買わない人からし
[02:48:33.810] たらハードル高い者
[02:48:35.660] まあ美少女フィギュアっていうかさ
[02:48:37.720] あ
[02:48:38.970] なんというか
[02:48:41.020] かわいいいい k かっこいい系
[02:48:44.601] ある橋さまー
[02:48:46.851] 僕の元鯉鯉だのっ
[02:48:48.990] なろうね嘘俺も自分でも意外だったんだ
[02:48:51.931] けど自分の日の自分でもそう
[02:48:56.061] なら衝動的だったんですよ
[02:48:59.061] は行くほど
[02:49:00.230] そう
[02:49:00.891] けどちゃんと理由があってん
[02:49:04.449] あの
[02:49:05.830] 何だろうね
[02:49:07.301] 初音ミクってはボーカロイドじゃないはい
[02:49:09.820] はいはいはい
[02:49:11.850] 初音ミックのボーカロイドを持ってるのね
[02:49:15.899] うーん
[02:49:17.000] 7ソフトねディっ
[02:49:18.860] 奏音楽でこれなら7
[02:49:22.390] あれを持ってて最近そっちがボーカロイド
[02:49:25.600] 行ったわけじゃないけれども
[02:49:28.399] こっち側のソフトを全く触ってなくてうん
[02:49:33.270] んで
[02:49:34.820] ちょっとペンションをあげなきゃなって
[02:49:37.580] 自分を高ぶらせなきゃなーううーー
[02:49:41.610] そう
[02:49:42.640] そので元々あの発電に行くとかさあ図りも
[02:49:46.390] いっぱいいるんだけどなんかがいるねそう
[02:49:50.210] なんか私だけのマジカルミライっていう
[02:49:52.690] ライブあるんだよん
[02:49:55.930] 初音ミクがライブをするのえっ
[02:50:01.080] 道行くとエーぞあの youtube
[02:50:03.061] トレード映像映像で youtube と
[02:50:05.490] かということだよーはフェスでへ初年以下
[02:50:08.580] で自分
[02:50:10.480] えっ
[02:50:12.300] 画面に
[02:50:13.771] 画面にプレオ
[02:50:16.141] 会場に magi 9会場でみんなへ
[02:50:20.040] マジあの光をつくってえっ
[02:50:24.239] 現実にだって誰かがここでプレーして出て
[02:50:26.879] くるわけじゃないでしょええやないん
[02:50:28.259] じゃんそうあの初音ミクが出てくる
[02:50:32.070] a それに何て言うんだろう
[02:50:35.580] 普通にライブ行くみたいな感じで
[02:50:38.100] そのソースねぇー
[02:50:39.240] すごいねー
[02:50:40.720] 者で
[02:50:42.390] 俺密栓ない靴何年前から結構マン
[02:50:46.850] 興味があっ音もうちょっとピョンギャル男
[02:50:50.479] うーん
[02:50:51.199] で8番してて俺そっちゃまる興味のあり方
[02:50:53.899] っていう多分2体に寄ったりのところだと
[02:50:56.449] 思うんだけどん
[02:50:57.970] 要は技術関係だよねふーんそうだねー
[02:51:00.850] うん
[02:51:01.959] で
[02:51:02.710] マジカルミライの dvd をがったん
[02:51:07.290] ライブの dvd も出てるんで全部出
[02:51:10.500] てる
[02:51:12.370] でもやっぱを見ると本なんか感動するよ
[02:51:16.380] どういうこと空技術に技術になるほどね
[02:51:20.891] そう映画ってでもプロジェクター版ことを
[02:51:23.291] 映してるんじゃないまあ要は前の簡単に
[02:51:26.320] 言えばそういうことなんだけどでっけえ
[02:51:28.121] プロジェクターミディアムぬんだよねまあ
[02:51:30.461] 簡単に言えばねぇ
[02:51:32.440] プログラミングされたものが全部出てきて
[02:51:34.841] ん
[02:51:36.130] 歌って
[02:51:37.820] いるんだけど
[02:51:39.650] 逆はそこでちゃんと
[02:51:42.699] わーはできるような家かけというか a
[02:51:46.959] ちょっと気になるなーそれられたら
[02:51:49.089] youtube で産んでるともう本当に
[02:51:50.999] もう事故
[02:51:53.109] 絵でもそれアドリブきかないよねでもねー
[02:51:55.620] そこらへんがね通すで誰かが下がるでさ
[02:51:59.070] こうやっててんのかな実際に歌ったり
[02:52:01.110] ところしてる訳じゃなかっないよねだった
[02:52:03.300] はれって別に声優じゃないもんねせいじゃ
[02:52:05.580] ない
[02:52:07.020] 8ちょっと発明みっくん
[02:52:09.670] mc とか無いよ
[02:52:12.051] ng だあったと思うええまあそれもまあ
[02:52:15.051] 用意されたものそうだねなんだ
[02:52:19.200] もうその裏方の人たちがすごいあっ確かに
[02:52:23.490] そうだよねー
[02:52:25.101] 苦戦を何本も貼らなきゃいけない分
[02:52:29.190] そう
[02:52:30.220] [音楽]
[02:52:31.649] 動いの部分通行でコラボで
[02:52:35.200] あの初音ミクと誰かんじゃな感じライブが
[02:52:38.681] 始まったりとかもすげぇー
[02:52:41.890] 1 o
[02:52:43.080] その映像の技術というか
[02:52:45.480] うーん
[02:52:46.659] うん
[02:52:48.220] で捉えを欄でフィギュアを買った
[02:52:51.699] だからやっぱりそういうのがやっぱり原点
[02:52:54.369] にあったからん
[02:52:56.530] それ
[02:52:58.350] そういうところももうちょっと自分で茜
[02:53:01.290] ないとなーと思って
[02:53:02.760] うーん
[02:53:03.859] そういう意味で
[02:53:05.300] あの初音ミクの閉路さすごいそれでも顔
[02:53:08.569] っていう様はだからアレでしょ
[02:53:10.909] その最近
[02:53:12.350] 音樂政策というかそっちの方
[02:53:14.569] サボり気味ななーみたいな
[02:53:16.279] あそうそうこれを買っこれ一体化って
[02:53:19.129] ちょっと
[02:53:21.260] 行け士気を高めるかみたいなそうそうそう
[02:53:23.750] そうなるほどメスれて結果に頑張ったん
[02:53:26.620] マービーやいるからねやるしかない
[02:53:29.470] 見られたから耳 love bingo い
[02:53:31.990] えいえいつてみられるっがんばれがんばれ
[02:53:35.890] って見られてやろうね
[02:53:37.681] yeah
[02:53:39.180] そうあのそれすごいねー
[02:53:42.060] うん分かってそうか自分を高めるためにね
[02:53:45.000] ってかそのちょっと live no 映像
[02:53:47.430] 数景気になるの
[02:53:49.520] 凄い凄いよ.そーう
[02:53:53.150] ソノマミティに入ってる人らがさあ
[02:53:56.890] なあ初音ミク好きじゃんな側ながら回り
[02:54:00.699] きってはいるんだろうけどさうーん
[02:54:03.499] すごいねなんて言うか
[02:54:05.320] [音楽]
[02:54:06.811] すごいんだよだけ映像
[02:54:09.511] 普通の3バンド版からさ
[02:54:12.660] 普段 a 4で見ているけど実物が見れる
[02:54:15.960] からライブに行くんん
[02:54:18.940] 4初音ミクさ普段映像で見ててライブデモ
[02:54:22.240] 映像じゃ
[02:54:25.471] うんまずまーすば言っちゃえばそうそう今
[02:54:28.081] ゲームこれは本当に俺のねあのーなんも
[02:54:30.900] しらねえね無知がテープが何言ってんだ
[02:54:33.240] っていう思うんだけど
[02:54:34.980] まあそうじゃと思っちゃ
[02:54:37.801] 俺が知らない人がしたらそうだねそれでも
[02:54:40.411] やっぱり引き付ける
[02:54:42.311] ぶーだけの技術というが魅力というか
[02:54:46.230] そうだねあータックル人はさんマネー
[02:54:49.271] また人気だったりとかねうーん
[02:54:51.881] 持ってるすごいねだから初音ミクもそう
[02:54:54.221] だけだと v 厨房バー
[02:54:56.561] 礼拝
[02:54:58.021] 木絆愛とかね
[02:55:00.740] ro 何位ぐらい部わかんないけどなんか
[02:55:03.351] ちょっとアルミいろいろ
[02:55:05.030] あいつはなんか色々あいつったら知り合い
[02:55:09.080] えっ
[02:55:10.580] あいつのサーんん
[02:55:12.860] あいつもなんかすごいねー
[02:55:15.100] あの子もいろいろやってー
[02:55:17.260] らっしゃいますよね急な愛さんね
[02:55:20.890] 10ない雑魚ないか怒られたから俺卜部
[02:55:22.930] 十分
[02:55:23.949] あのさあ一ノ戸家さんとかつけたら開けだ
[02:55:28.660] 言われシャル9ないさんねっ
[02:55:31.180] [音楽]
[02:55:32.609] なぜ
[02:55:34.510] 夜店して皆は別に怒ってないよねちょっと
[02:55:37.749] でも言ったじゃん上に貼ってるからを結構
[02:55:39.999] 根に持つから女にもツンチューさを持つ
[02:55:42.819] デブかよ13
[02:55:46.190] now それはそれはいいとしてそうだよ
[02:55:48.771] ねみーちゅーどあーもさー
[02:55:51.330] でもあれはさあ
[02:55:53.010] 何だろうまあ声優がいてさ
[02:55:56.790] 多分ライブっていうかそういうなんか
[02:55:58.950] イベントでも裏で声当ててる
[02:56:01.479] ねあのアドリブは効くよね mc とかを
[02:56:04.600] 出さそうだね
[02:56:06.130] 6初音ミク釣ったローン
[02:56:09.480] すごい
[02:56:10.471] それがサード一部効かない中でやるじゃ
[02:56:13.261] ねー
[02:56:15.950] そうそうそう相手がをお前は
[02:56:17.840] オーディエンスがいるからこそすごいん
[02:56:21.500] まあでもオーディエンスもさーやっぱその
[02:56:23.960] 辺わかってるのかもね
[02:56:25.890] なんかあの無理投げよう方はしないように
[02:56:29.580] しようみたいなそうなんだろうねまあそう
[02:56:32.010] まただ好きで入ってるたままだから
[02:56:34.649] 描き込めもちろんスキーだしアプ3球が
[02:56:37.380] もし現実にいたら
[02:56:39.300] 結婚したいなぁと思ってはいるけどいない
[02:56:41.729] のはわかってますけどねみたいですうん
[02:56:43.950] やーまーむらしいねそうだったね
[02:56:47.750] んがそういう人もいるよねー
[02:56:50.650] 中にはもう俺の嫁みたいな
[02:56:53.181] なるほどねえむろふあれだよ実際に何個
[02:56:56.181] 初音ミクと結婚した瞳でね
[02:56:58.630] している
[02:56:59.860] なんか今日新台のフィギュアはお花なんか
[02:57:01.960] 人形かを連れ回ったあ
[02:57:04.470] 写真撮ったりとかっつってなんか大学の
[02:57:07.260] 教授かなわからないけど
[02:57:09.950] すごいといいんだぜ
[02:57:11.910] ちー
[02:57:13.650] うわぁ凄いねなんかまぁそこまで一つの
[02:57:16.830] ことにというか
[02:57:18.391] まっすぐにねぇ
[02:57:20.850] 何が乗っん
[02:57:22.770] 不支えられるっての紅魔すごいなぁと思い
[02:57:25.079] ながら
[02:57:26.410] ちょっとな結婚結婚じゃないけどね何なぁ
[02:57:29.980] まぁままね結婚ではないけどまんまでも
[02:57:33.040] すごいですよこれもねそんだけ好きって
[02:57:36.010] ことだねうーん
[02:57:38.820] ちなみに jun さん
[02:57:40.500] さあ俺の
[02:57:42.390] あのまあネタ帳というか
[02:57:44.770] の中でさあ君何もあるん
[02:57:48.149] 銀鱗 r &amp; e
[02:57:50.620] [音楽]
[02:57:55.780] なんっ
[02:57:58.631] 待って待って待ってくださいなんだよもう
[02:58:02.310] [音楽]
[02:58:06.200] いやもう頃へ
[02:58:07.610] 結構まあそうだよなっていうのはある
[02:58:11.360] 7位や7 e
[02:58:13.279] あのさ
[02:58:14.770] だけ
[02:58:15.579] 物事って突き詰めれば zucca 農家
[02:58:19.359] って言う
[02:58:21.061] これねうんそうそうそうこれね最近すげー
[02:58:25.501] 実感したんだけど
[02:58:27.410] なんかた youtube 見てたらさ
[02:58:30.710] あなたへのオススメ動画みたいな感じでさ
[02:58:33.800] なんか知んないけど経営術みたいな
[02:58:37.550] でガーデン駅中学生社長がローのコーナー
[02:58:41.180] でできたんだよはいいざえっ中学生で社長
[02:58:45.380] と思って
[02:58:46.550] うんどういうこっちゃねんと思って
[02:58:49.340] うん
[02:58:50.360] でマーサ
[02:58:51.460] まあ想像壁て水上なかったんだけど
[02:58:53.590] うん時にふと思ったんだよ
[02:58:57.000] マーサー物事ってまぁ何て言うんだろう
[02:58:59.940] その何か答えを出すのにか
[02:59:02.550] あのまぁ長いダンテの計算だとかさあ
[02:59:06.210] いろんな道のりがあると思うけど
[02:59:08.910] 要は
[02:59:10.790] yes か no か立っ
[02:59:14.040] なんでもいいようーんと何でも本当にいい
[02:59:16.920] だからじゃあそれこそ中学生で
[02:59:20.980] 社長になって成功するのもさ
[02:59:24.580] 難しいことたくさんあるよ俺も馬鹿だから
[02:59:27.400] 全然わかんないことあるけど要はさなん
[02:59:30.851] だろう株で
[02:59:32.740] なんていうのを設けるのも運様は売るか
[02:59:36.971] 売らないかでしょ
[02:59:39.140] まぁそそれはさあのなんてもあの
[02:59:43.330] 株式トレードでプロのかそれで刑罰して
[02:59:46.960] いるような人の朝いろんなことを加味して
[02:59:49.720] 色んなことを計算してた頭いいからあの
[02:59:53.080] 会社のなんとかな取引があったからどうで
[02:59:55.480] どうでここは落ちてとかいろんなことが
[02:59:57.340] あるよだら様は売るか売らないかそれ俺が
[03:00:00.521] さどうやっても50パーフェクトリー
[03:00:02.980] フィットじゃん
[03:00:04.710] だから運が良けりゃさ
[03:00:07.360] [音楽]
[03:00:08.540] そこまで行けちゃうんだよねっていう
[03:00:12.020] けどそこまで2頭まあ頭がたとえたけど
[03:00:15.369] そこまでに投資する
[03:00:19.420] 何財力という山六そうそうな株はそうだ
[03:00:23.500] けどさ
[03:00:24.340] 8じゃあ俺がさ会社を興しましたね
[03:00:27.900] 突き詰めたらなんでもイエスかノーかの
[03:00:31.930] 50%なんだよ
[03:00:34.521] 例えば会社しましたじゃあこの会社他の
[03:00:38.631] 会社の人とえっと提携結んで何何をします
[03:00:42.830] かしませんかのどっちかじゃでしたら方が
[03:00:45.351] 会社がそれで伸びるかもしれないでもし
[03:00:47.660] ないほうが伸びるかもしれないそれは
[03:00:49.551] わかんないじゃ
[03:00:51.330] やってねえでこれ違うその
[03:00:54.360] あっ判断を下すのにいろんなことを調べて
[03:00:56.670] その会社のことを調べて開いたな人ほど
[03:00:58.681] 調べてってのはあるけど要はフィフティー
[03:01:01.051] フィフティーなのよ
[03:01:02.880] そこで俺が直感でやしないって言ったら
[03:01:06.440] それが成功なるかもしれないし何も考えず
[03:01:08.601] じゃぁしますって言ったら
[03:01:10.101] それが成功なるかもしれない
[03:01:12.980] なるのって思ったんだよ
[03:01:15.540] なのが分かった
[03:01:18.011] 生んだ弱さ
[03:01:19.721] あの選択肢なんて見たくない2つに1つ
[03:01:22.271] しかないのよええ
[03:01:24.340] また船邪魔が入ったいのは何か結局は運だ
[03:01:27.729] よねっていうことを言いたいのかなと
[03:01:30.160] まあまあそうなトーン叶うんだよねってか
[03:01:32.830] だからこのがネットラジオで俺はやってる
[03:01:34.930] けどさ
[03:01:35.859] 要はこれもやるかやらないかちゃ
[03:01:39.020] これがやって流行るかもしれないしん
[03:01:42.160] ねっ
[03:01:43.061] だからまあ
[03:01:44.320] やるそういうときは何かこう
[03:01:47.480] なんだかんだ色々考えて文句言う人もいる
[03:01:49.940] じゃんいやーこれはどうだからこれで絶対
[03:01:52.131] 流行らないよ見たらこれ読んでなくて
[03:01:54.320] ドーリアで行ってみようよっ
[03:01:56.390] その分
[03:01:57.950] こんな感じです
[03:01:59.360] そんな話でしたこういうことだったらね一
[03:02:02.630] 寸何か他の俺も喋りながらうまくいった
[03:02:05.150] ああああああ
[03:02:06.869] そういうことだよだからなんかこう
[03:02:09.449] 理屈でさ
[03:02:10.990] 話すんじゃなくて
[03:02:12.720] 一歩踏み出すと強い者も聞いて踏み出し所
[03:02:15.600] ちゃいましょうよっ
[03:02:17.220] マロンのねどっちかしかねえんだかな
[03:02:20.460] なぜ生んだよねだろう我々バカ
[03:02:23.900] [音楽]
[03:02:27.261] どう満足しさ
[03:02:29.399] なろうなってうん
[03:02:31.950] なるほどなんてが正
[03:02:33.720] 壮大なあって感じ
[03:02:36.070] ならねこれもんだからいいよなえぐーと
[03:02:38.351] ラジオが流行ってくれたらいいね
[03:02:40.279] うん
[03:02:41.859] ただまぁ晴らすためにどうしよそのね
[03:02:44.289] 色んな難しい
[03:02:46.470] あのから実はあるよ
[03:02:48.479] うん
[03:02:50.070] な様はでもその絡みもさあ例えば者ここで
[03:02:53.311] 何々を宣伝するかしないかねうん
[03:02:56.490] 明らかにした方がいいっていうのはわかる
[03:02:58.320] けどん
[03:03:00.610] 要は何でもするかしないかイエスかノーか
[03:03:03.761] なのよ
[03:03:05.860] やりかやらないぞそう
[03:03:09.290] やれるかやれないかじゃそら違うなんて
[03:03:12.680] 食うか食われるかみたいなあーう
[03:03:17.780] そう萌え
[03:03:19.391] 戦場じゃんうーん
[03:03:23.930] そんな感じ
[03:03:26.370] なるほどね
